,difficulty,gaslimit,rate,gasprice,confirmtime
49230,2.75446,38808,120,12.884,20
49231,2.75446,42000,119.05,20,22
49232,2.75446,38808,120,12.884,22
49233,2.75446,42000,119.05,20,22
49234,2.75446,38808,120,12.884,22
49235,2.75446,38808,120,12.884,27
49236,2.75446,38808,120,12.884,27
49237,2.75446,38808,120,12.884,27
49238,2.75446,38808,120,12.884,27
49239,2.75446,38808,120,12.884,27
49240,2.75446,38808,120,12.884,30
49241,2.75446,38808,120,12.884,30
49242,2.75446,38808,120,12.884,34
49243,2.75446,38808,120,12.884,34
49244,2.75446,38808,120,12.884,34
49245,2.75446,38808,120,12.884,34
49246,2.75446,38808,120,12.884,34
49247,2.75446,38808,120,12.884,37
49248,2.75446,38808,120,12.884,37
49249,2.75446,38808,120,12.884,37
49250,2.75446,38808,120,12.884,37
49251,2.75446,38808,120,12.884,37
49252,2.75446,38808,120,12.884,39
49253,2.75446,38808,120,12.884,39
49254,2.75446,38808,120,12.884,39
49255,2.75446,38808,120,12.884,39
49256,2.75446,38808,120,12.884,41
49257,2.75446,38808,120,12.884,41
49258,2.75446,38808,120,12.884,41
49259,2.75446,38808,120,12.884,41
49260,2.75446,38808,120,12.884,41
49261,2.75446,38808,120,12.884,43
49262,2.75446,38808,120,12.884,45
49263,2.75446,38808,120,12.884,45
49264,2.75446,38808,120,12.884,45
49265,2.75446,38808,120,12.884,45
49266,2.75446,38808,120,12.884,45
49267,2.75446,38808,120,12.884,45
49268,2.75501,38872,120,12.863,1
49269,2.75501,38872,120,12.863,1
49270,2.75501,38872,120,12.863,1
49271,2.75501,38872,120,12.863,1
49272,2.75501,38872,120,12.863,1
49273,2.75501,38744,120,12.905,1
49274,2.75501,38872,120,12.863,1
49275,2.75501,400000,115.65,14,1
49276,2.75501,38872,120,12.863,1
49277,2.75501,38872,120,12.863,1
49278,2.75501,38872,120,12.863,3
49279,2.75501,65000,119.45,10,3
49280,2.75501,1600000,119.05,8,3
49281,2.75501,1600000,119.05,8,3
49282,2.75501,21000,116.14,41,3
49283,2.75501,65000,118.46,10,3
49284,2.75501,65000,119.45,10,3
49285,2.75501,38872,120,12.863,5
49286,2.75501,38936,120,12.842,5
49287,2.75501,38936,120,12.842,5
49288,2.75501,38808,120,12.884,5
49289,2.75501,38808,120,12.884,5
49290,2.75501,38872,120,12.863,5
49291,2.75501,335000,88.11,8.165,5
49292,2.75501,21000,116.26,4,8
49293,2.75501,80442,118.3,6,8
49294,2.75501,735543,117.33,4,8
49295,2.75501,60000,115.89,10,8
49296,2.75501,38808,120,12.884,8
49297,2.75501,38808,120,12.884,8
49298,2.75501,38808,120,12.884,8
49299,2.75501,38808,120,12.884,8
49300,2.75501,38808,120,12.884,8
49301,2.75501,38808,120,12.884,8
49302,2.75501,1000000,114.84,6,8
49303,2.75501,21000,119.05,8,13
49304,2.75501,210000,116.42,10,13
49305,2.75501,38744,120,12.905,13
49306,2.75501,21000,116.38,4,15
49307,2.75501,90000,120.11,11,24
49308,2.75501,21000,136.05,7,24
49309,2.75501,55000,87.27,5.3,26
49310,2.75501,21000,119.05,8,30
49311,2.75501,500000,120.71,10,32
49312,2.75501,150000,104.29,4,32
49313,2.75556,2000000,115.35,60,0
49314,2.75556,37136,116.28,2,0
49315,2.75556,90000,95.24,10,0
49316,2.75556,21000,119.05,72,0
49317,2.75556,2000000,115.35,60,0
49318,2.75556,37335,110.55,16.2,0
49319,2.75556,200000,78.78,2.1,18
49320,2.75556,53000,115.74,2,18
49321,2.75556,120000,90.54,3,18
49322,2.75556,21000,116.41,2.4,23
49323,2.75556,120000,116.25,2.6,25
49324,2.75556,90000,114.56,2,25
49325,2.75556,21000,116.1,2.6,32
49326,2.75556,55032,116.28,2,32
49327,2.75556,21000,115.67,2,32
49328,2.75556,120000,115.7,2.6,34
49329,2.75556,70680,106.11,2,40
49330,2.75556,120000,116.35,2.6,47
49331,2.75556,154181,120.66,2.4,50
49332,2.75556,80646,114.46,2.6,54
49333,2.75556,90000,116.36,2,61
49334,2.75556,55000,115.5,2.5,61
49335,2.75556,55032,115.74,2,61
49336,2.75556,294921,127.15,2,65
49337,2.75556,100000,128.09,3,79
49338,2.75556,180000,141.77,3,81
49339,2.75556,90000,96.28,2,92
49340,2.75611,74632,113.89,40,0
49341,2.75611,21000,105.82,9,0
49342,2.75611,90000,116.32,2.65,0
49343,2.75611,75550,112.51,40,2
49344,2.75611,60000,117.73,20.912,2
49345,2.75611,21000,119.05,8,3
49346,2.75611,120000,114.19,38.5,3
49347,2.75611,21000,119.05,8,3
49348,2.75611,119977,113.66,2.2,3
49349,2.75611,284410,120.14,5,3
49350,2.75611,21000,129.87,11,3
49351,2.75611,60000,101.94,8,5
49352,2.75611,1600000,112.04,8.5,7
49353,2.75611,99000,102,7.95,7
49354,2.75611,150000,110.73,11,7
49355,2.75611,1600000,112.04,8.5,7
49356,2.75611,1600000,112.04,8.5,7
49357,2.75611,104000,109.09,9,7
49358,2.75611,166666,114.29,50,7
49359,2.75611,1600000,112.04,8.5,7
49360,2.75611,55000,106.33,10,9
49361,2.75611,300000,95.24,10,9
49362,2.75611,21000,119.05,16,9
49363,2.75611,60000,115.89,10,9
49364,2.75611,21000,95.24,10,9
49365,2.75611,400000,117.42,14,11
49366,2.75611,1986690,115.77,2,76
49367,2.75611,1000000,116.4,2,85
49368,2.75611,50000,115.86,1,92
49369,2.75611,50000,115.81,1,92
49370,2.75611,50000,115.52,1,92
49371,2.75611,50000,115.81,1,92
49372,2.75611,1000000,118.67,2,95
49373,2.75666,120000,113.99,20,1
49374,2.75666,735159,117.4,4,1
49375,2.75666,47169,134.61,3.15,1
49376,2.75666,60000,115.89,10,1
49377,2.75666,235000,113.08,8,1
49378,2.75666,1000000,117.24,2.65,1
49379,2.75666,760000,97.48,6.5,2
49380,2.75666,60000,108.39,5,2
49381,2.75666,21000,119.05,16,3
49382,2.75666,21000,95.24,5,3
49383,2.75666,150000,128.23,10,4
49384,2.75666,65000,119.97,10,4
49385,2.75666,21000,119.05,20,4
49386,2.75666,90000,99.61,2.65,4
49387,2.75666,21000,89.85,5.3,4
49388,2.75666,360000,89.65,8.203,4
49389,2.75666,90000,114.29,25,5
49390,2.75666,180000,142.41,3,5
49391,2.75666,21000,124.22,23,5
49392,2.75666,21000,116.17,2.65,5
49393,2.75666,37335,111.24,16.1,7
49394,2.75666,2000000,116.39,60,7
49395,2.75666,104944,114.35,40,7
49396,2.75666,200000,119.05,20,7
49397,2.75666,104418,114.14,8.05,7
49398,2.75666,2000000,115.35,60,7
49399,2.75666,21000,116.29,4,9
49400,2.75666,90000,127.78,11,9
49401,2.75666,21000,129.87,11,9
49402,2.75666,200000,119.14,23.1,9
49403,2.75666,21000,129.87,11,9
49404,2.75666,21000,95.24,10,11
49405,2.75666,65000,114.1,50,11
49406,2.75666,21000,126.98,15,11
49407,2.75666,150000,116.02,21,13
49408,2.75666,150000,116.46,11.5,13
49409,2.75666,70000,131.87,8.05,13
49410,2.75666,100000,103.64,2,24
49411,2.75666,1000000,116.47,2,37
49412,2.75666,119977,125.02,2,46
49413,2.75721,100000,116.05,1.5,20
49414,2.75721,500000,107.62,1.7,52
49415,2.75721,21000,115.87,1.2,71
49416,2.75721,135963,115.84,1.3,84
49417,2.75721,1155252,119.93,1.3,98
49418,2.75507,41906,118.12,20,4
49419,2.75507,45000,114.94,58,4
49420,2.75507,150000,118.58,22,4
49421,2.75507,166666,114.29,50,6
49422,2.75507,21000,119.05,40,11
49423,2.75507,66666,112.52,66,11
49424,2.75507,90000,119.05,29,13
49425,2.75507,90000,114.94,29,13
49426,2.75507,105210,114.06,40,21
49427,2.75507,110000,113.63,60,21
49428,2.75507,21000,119.05,60,21
49429,2.75507,110000,111.65,60,21
49430,2.75507,110000,117.11,60,23
49431,2.75507,110000,115.94,60,23
49432,2.75507,110000,113.3,60,23
49433,2.75507,52381,114.57,20,23
49434,2.75507,110000,119.1,60,23
49435,2.75507,100000,119.05,60,23
49436,2.75696,50000,95.24,10,4
49437,2.75696,50000,95.24,10,6
49438,2.75696,735543,117.33,4,6
49439,2.75696,294537,115.74,2.2,8
49440,2.75696,55000,103.04,5.3,10
49441,2.75696,21000,119.05,12,10
49442,2.75696,37412,118.8,9,10
49443,2.75696,21000,119.05,8,10
49444,2.75696,37136,116.69,2,13
49445,2.75696,21000,119.05,8,17
49446,2.75696,42000,115.71,3.3,17
49447,2.75696,119977,113.66,2.2,17
49448,2.75696,150000,105.33,8,17
49449,2.75696,55848,85.72,2.2,19
49450,2.75696,150000,121.71,11,19
49451,2.75696,21000,105.82,9,21
49452,2.75696,21000,119.05,8,21
49453,2.75696,21000,105.82,9,23
49454,2.75696,150000,110.67,11,23
49455,2.75696,21000,119.05,8,23
49456,2.75696,46445,97.87,2.2,25
49457,2.75696,21000,129.87,11,25
49458,2.75696,21000,129.87,11,25
49459,2.75696,25200,112.04,8.5,25
49460,2.75696,21000,129.87,11,25
49461,2.75696,60000,115.89,10,27
49462,2.75696,69022,108.66,2,27
49463,2.75886,70000,118.16,29,18
49464,2.75886,21000,119.05,20,22
49465,2.75886,90000,116.93,37.65,24
49466,2.75886,90000,117.62,29,28
49467,2.75886,200000,115.85,60,31
49468,2.75537,100000,153.11,5.65,5
49469,2.75537,60000,112.38,8.5,5
49470,2.75537,62140,127.93,8.5,5
49471,2.75537,50000,95.24,10,5
49472,2.75537,21000,119.05,8,8
49473,2.75537,50000,95.24,10,8
49474,2.75537,25200,119.05,8,8
49475,2.75537,55000,87.27,5.3,8
49476,2.75537,21000,119.05,8,8
49477,2.75537,50000,95.24,10,10
49478,2.75537,90000,95.24,10,12
49479,2.75537,210000,119.1,17.65,12
49480,2.75537,21000,105.82,9,12
49481,2.75537,112000,109.09,12,14
49482,2.75537,104290,108.35,8.5,14
49483,2.75537,39863,100.83,5,14
49484,2.75537,60000,122.51,4.75,16
49485,2.75537,60000,116.26,8,18
49486,2.75537,50000,95.24,10,18
49487,2.75537,50000,95.24,10,20
49488,2.75537,70000,112.18,11,20
49489,2.75537,150000,116.46,11.5,20
49490,2.75537,72000,101.97,8.05,20
49491,2.75537,211396,114.02,5,20
49492,2.75537,21000,119.05,8,22
49493,2.75537,37399,105.04,17.001,22
49494,2.75537,50000,95.24,10,22
49495,2.75537,42000,116.41,3.975,24
49496,2.75537,90000,109.17,5,24
49497,2.75537,50000,95.24,10,31
49498,2.75537,60000,129.91,8.05,31
49499,2.75537,200000,126.98,15,31
49500,2.75537,21000,129.87,11,31
49501,2.75537,21000,129.87,11,31
49502,2.75537,250000,107.32,4,31
49503,2.75537,21000,129.87,11,31
49504,2.75537,65000,114.04,10.5,33
49505,2.75537,120000,149.08,3.65,33
49506,2.75537,65000,113.84,10.5,33
49507,2.75537,60000,115.89,10,33
49508,2.75537,500000,117.93,9.3,33
49509,2.75537,60000,116.03,10,33
49510,2.75537,4300000,119.51,16,33
49511,2.75537,112000,113.29,13,33
49512,2.75537,50000,95.24,10,33
49513,2.75537,50000,95.24,10,33
49514,2.75537,100000,82.77,5.3,35
49515,2.75537,341500,142.62,8,35
49516,2.75592,21000,129.87,11,1
49517,2.75592,21000,119.05,16,1
49518,2.75592,400000,115.54,14,1
49519,2.75592,65000,114.1,50,1
49520,2.75592,60000,114.62,38.921,7
49521,2.75592,21000,119.05,8,7
49522,2.75592,60000,102.73,8,9
49523,2.75592,210000,123.65,17,9
49524,2.75592,135963,120.41,3.65,9
49525,2.75592,52593,143.5,2.65,21
49526,2.75592,135963,82.92,2.65,25
49527,2.75592,90000,99.44,2.65,25
49528,2.75592,158133,86.23,2.2,33
49529,2.75592,66000,146.13,2.65,37
49530,2.75592,100000,103.64,2,37
49531,2.75592,200000,105.71,2,46
49532,2.75592,90000,115.82,2.2,46
49533,2.75592,721311,117.19,4,46
49534,2.75781,36721,121.03,9,1
49535,2.75781,37136,115.54,2,1
49536,2.75781,21000,119.05,8,2
49537,2.75781,1900000,102.41,6.5,2
49538,2.75781,21000,119.05,12,2
49539,2.75781,21000,105.82,9,2
49540,2.75781,21000,105.82,9,2
49541,2.75781,50000,95.24,10,2
49542,2.75781,21000,109.89,13,3
49543,2.75781,676500,86.9,8,4
49544,2.75781,25200,112.32,12.719,4
49545,2.75781,55032,116.24,2,4
49546,2.75781,60000,118.29,32.374,4
49547,2.75781,21000,105.82,9,4
49548,2.75781,150000,115.92,21,4
49549,2.75781,21000,79.37,6,4
49550,2.75781,120000,115.15,20,4
49551,2.75781,21000,129.87,11,4
49552,2.75781,50000,95.24,10,4
49553,2.75781,21000,129.87,11,4
49554,2.75781,65000,122.22,10.1,6
49555,2.75781,50000,95.24,10,6
49556,2.75781,100000,100.5,3,6
49557,2.75781,166666,114.29,50,6
49558,2.75781,60000,112.04,8.5,6
49559,2.75781,21000,115.49,4,6
49560,2.75781,120000,104.02,10,7
49561,2.75781,4300000,119.36,16,7
49562,2.75781,60000,115.89,10,7
49563,2.75781,50000,95.24,10,9
49564,2.75781,50000,95.24,10,9
49565,2.75781,50000,95.24,10,13
49566,2.75781,70000,112.18,11,13
49567,2.75781,100000,115.48,2,13
49568,2.75781,50000,95.24,10,15
49569,2.75781,65000,122.39,10.1,17
49570,2.74894,21000,136.05,7,0
49571,2.74894,210000,116.25,21,2
49572,2.74894,21000,116.14,41,37
49573,2.74894,55000,95.24,10,37
49574,2.74894,60000,121.35,8,37
49575,2.74894,80442,106.74,6.65,39
49576,2.74894,210000,116.37,10,42
49577,2.74894,90000,95.24,10,42
49578,2.74894,21000,95.24,10,42
49579,2.74894,46349,111.58,15,42
49580,2.74894,90000,111.09,21,44
49581,2.74894,74004,113.63,20,44
49582,2.74894,90000,111.48,21,44
49583,2.74894,60000,119.23,9,44
49584,2.74894,59806,137.14,3.17,44
49585,2.74894,90000,115.42,21,50
49586,2.74894,220940,115.42,40,52
49587,2.74894,25200,105.82,9,54
49588,2.74894,21000,126.98,15,54
49589,2.74894,21000,105.82,9,54
49590,2.74894,21000,119.05,12,54
49591,2.74894,52578,118.27,45,56
49592,2.74894,90000,114.29,25,56
49593,2.74894,300000,123.03,5.3,56
49594,2.74894,21000,105.82,9,56
49595,2.74894,60000,108.39,5,58
49596,2.74894,42000,115.84,3.975,58
49597,2.74894,60000,107.8,17.67,58
49598,2.74814,50000,95.24,10,4
49599,2.74814,110000,113.74,4,6
49600,2.74814,50000,95.24,10,6
49601,2.74814,150000,111.56,12,6
49602,2.74814,386632,117.12,3.18,8
49603,2.74814,50000,95.24,10,8
49604,2.74814,166666,114.29,50,8
49605,2.74814,90000,114.94,29,8
49606,2.74814,21000,95.24,5,8
49607,2.74814,82779,120.8,9,10
49608,2.74814,25200,114.5,45.746,10
49609,2.74814,21000,119.05,20,12
49610,2.74814,70000,122.15,18.743,12
49611,2.74814,21000,105.82,9,12
49612,2.74814,200000,95.24,10,12
49613,2.74814,50000,95.24,10,14
49614,2.74814,51571,136.72,6,14
49615,2.74814,500000,82.87,3.18,14
49616,2.74814,1156627,117.09,5,14
49617,2.74814,90000,109.4,10,16
49618,2.74814,120000,95.24,5,16
49619,2.74814,21000,117.1,61,16
49620,2.74814,675000,117.45,8,19
49621,2.74814,21000,109.89,13,19
49622,2.74814,60000,118.4,41,21
49623,2.74814,70000,117.95,9,21
49624,2.74814,50000,95.24,10,21
49625,2.74814,504863,117.93,6,21
49626,2.74814,21000,105.82,9,23
49627,2.74814,4300000,119.51,16,23
49628,2.74814,4300000,119.36,16,23
49629,2.74814,4300000,119.51,16,23
49630,2.74814,120000,105.74,3.65,23
49631,2.74814,42000,115.89,3.975,23
49632,2.74814,100000,105.82,9,23
49633,2.74814,21000,129.87,11,23
49634,2.74814,50000,95.24,10,23
49635,2.74814,90000,99.73,2.65,62
49636,2.74814,50000,95.24,10,64
49637,2.74814,50000,95.24,10,67
49638,2.74814,90000,99.73,2.65,67
49639,2.74814,21000,115.86,2,67
49640,2.74814,90000,99.4,2.65,69
49641,2.74814,50000,95.24,10,69
49642,2.74814,50000,126.54,10,71
49643,2.74814,37136,115.6,2,73
49644,2.74814,50000,95.01,10,73
49645,2.74814,50000,95.24,10,77
49646,2.74814,50000,95.24,10,79
49647,2.74814,50000,95.24,10,81
49648,2.74814,39863,100.83,5,81
49649,2.74814,50000,95.24,10,83
49650,2.74814,39863,100.83,5,85
49651,2.74814,7217504,114.65,20,85
49652,2.75004,100000,103.64,2,5
49653,2.75004,90000,95.24,10,7
49654,2.75004,148719,114.27,7.65,11
49655,2.75004,55704,114.95,2,13
49656,2.75004,294153,115.46,2.65,24
49657,2.75004,904131,116.13,2,63
49658,2.75004,55032,116.33,2,68
49659,2.75004,1200000,118.53,2.145,80
49660,2.75004,200000,105.64,2,93
49661,2.75193,113947,111.7,1.4,11
49662,2.75193,234370,115.59,1.5,15
49663,2.75193,50000,115.8,1.6,15
49664,2.75193,237012,128.64,1.65,76
49665,2.75193,100000,115.33,1.58,78
49666,2.75193,456369,123.04,1.4,99
49667,2.75248,38370,86.88,3,1
49668,2.75248,600000,122.46,11,1
49669,2.75248,38370,86.88,3,1
49670,2.75248,4000000,116.48,25,4
49671,2.75248,100000,116.23,1.3,4
49672,2.75248,38370,86.88,3,4
49673,2.75248,38370,86.88,3,4
49674,2.75248,21000,105.82,9,6
49675,2.75248,22000,116.4,45,6
49676,2.75248,21000,119.05,16,6
49677,2.75248,50000,101.24,5,6
49678,2.75248,55032,115.65,2,6
49679,2.75248,419442,113.18,5,6
49680,2.75248,38370,86.88,3,6
49681,2.75248,166666,114.29,50,6
49682,2.75248,37169,100.89,8,6
49683,2.75248,38306,87.02,3,6
49684,2.75248,120000,118.3,11,6
49685,2.75248,38370,86.88,3,6
49686,2.75248,65000,107.96,11,6
49687,2.75248,21000,115.49,3,6
49688,2.75248,50000,96.2,9.9,6
49689,2.75248,21000,105.82,9,6
49690,2.75248,2000000,115.35,10,10
49691,2.75248,104418,122.51,9,10
49692,2.75303,21000,119.05,8,2
49693,2.75303,115602,129.76,2,2
49694,2.75303,1000000,116.51,16,2
49695,2.75303,38370,86.88,3,4
49696,2.75303,25200,105.82,9,4
49697,2.75303,21000,126.98,15,4
49698,2.75303,110000,112.64,4,4
49699,2.75303,60000,127.73,7.456,4
49700,2.75303,25200,105.82,9,4
49701,2.75303,60000,106.27,9,4
49702,2.75303,500000,88.64,3,4
49703,2.75303,279255,116.3,1.4,6
49704,2.75303,21000,105.82,9,6
49705,2.75303,50000,115.48,1.4,6
49706,2.75303,99000,119.92,4.5,6
49707,2.75303,77206,115.78,1.3,6
49708,2.75303,77206,115.76,1.3,6
49709,2.75303,180000,142.02,3,6
49710,2.75303,90000,116.93,13.333,8
49711,2.75303,50000,95.24,10,15
49712,2.75303,50000,95.24,10,15
49713,2.74954,100000,99.96,5.65,8
49714,2.74954,80442,106.74,6.65,8
49715,2.74954,120000,116.23,3.445,8
49716,2.74954,21000,105.82,18,8
49717,2.74954,75058,110.97,20,8
49718,2.74954,25200,116.62,12.25,10
49719,2.74954,100000,117.1,61,10
49720,2.74954,90000,95.24,10,10
49721,2.74954,21000,105.82,9,10
49722,2.74954,75058,110.97,20,10
49723,2.74954,60000,105.82,9,10
49724,2.74954,77952,125.13,20,11
49725,2.74954,70000,111.62,18.743,14
49726,2.74954,4000000,114.29,25,16
49727,2.74954,98304,91.24,2.915,16
49728,2.74954,211396,114.02,5,26
49729,2.74954,600000,110.56,7,26
49730,2.74954,42000,115.88,3.975,26
49731,2.74954,21000,129.87,11,26
49732,2.74954,21000,129.87,11,26
49733,2.74954,90000,120.37,11,26
49734,2.74954,386632,117.12,3.18,28
49735,2.74954,21000,119.05,12,28
49736,2.74954,90000,125.02,5,31
49737,2.74954,104000,123.93,7,31
49738,2.74954,120000,122.01,20,31
49739,2.74954,150000,116.02,50,31
49740,2.74954,150000,116.27,50,31
49741,2.74954,60000,118.18,9,31
49742,2.74954,38370,86.88,3,39
49743,2.74954,400000,115.28,14,39
49744,2.74954,38370,86.88,3,41
49745,2.74954,65000,114.1,50,43
49746,2.74954,38370,86.88,3,43
49747,2.75144,660000,87.74,8.326,0
49748,2.75144,675000,109.25,8.3,0
49749,2.75144,21000,116.14,41,2
49750,2.75144,100000,103.82,2,2
49751,2.75144,37136,115.54,2,11
49752,2.75144,50000,95.24,10,13
49753,2.75144,250000,115.54,2,13
49754,2.75144,250000,125.69,1.7,13
49755,2.75144,90000,112.45,13.333,17
49756,2.75144,1000000,117.25,2.65,29
49757,2.75144,55032,116.33,2,31
49758,2.75144,108888,115.51,1.3,34
49759,2.75064,50000,95.24,10,1
49760,2.75064,229382,117.08,40,2
49761,2.75064,400000,115.43,14,3
49762,2.75064,60000,118.69,33.344,3
49763,2.75064,65000,122.33,10.1,4
49764,2.75064,104654,114.66,40,4
49765,2.75064,420000,117.99,35,4
49766,2.75064,60000,115.95,33.028,4
49767,2.75064,65000,122.33,10.1,4
49768,2.75064,21000,129.87,11,5
49769,2.75064,70000,130.83,11,5
49770,2.75064,68469,110.07,10.35,5
49771,2.75064,21000,129.87,11,5
49772,2.75064,50000,95.24,10,6
49773,2.75064,150000,111.56,12,6
49774,2.75064,21000,129.87,11,6
49775,2.75064,70000,111.38,18.743,7
49776,2.75064,22000,116.4,45,11
49777,2.75064,120000,116.81,39,11
49778,2.75064,166666,114.29,50,15
49779,2.75064,21000,124.22,23,15
49780,2.75064,21000,114.29,50,15
49781,2.75064,21000,129.87,11,17
49782,2.75064,4300000,119.51,16,17
49783,2.75064,4300000,119.51,16,17
49784,2.74985,21000,116.14,41,1
49785,2.74985,166666,114.29,50,1
49786,2.74985,300000,95.24,10,1
49787,2.74985,21000,123.46,27,1
49788,2.74985,66000,122.65,11,1
49789,2.74985,61764,121.87,9,1
49790,2.74985,21000,129.87,11,1
49791,2.74985,21000,115.64,2,1
49792,2.74985,21000,109.89,13,3
49793,2.74985,105028,114.26,40,3
49794,2.74985,60000,105.82,9,3
49795,2.74985,99000,90.1,3,5
49796,2.74985,150000,111.7,12,5
49797,2.74985,1500000,115.52,2.2,9
49798,2.74985,37322,89.6,5,9
49799,2.74985,55000,87.27,5.3,12
49800,2.74985,150000,121.74,5,14
49801,2.74985,121045,125.17,2,14
49802,2.74985,21000,105.82,9,14
49803,2.74985,1600000,77.85,3.1,14
49804,2.74985,264206,106.25,2,14
49805,2.74985,50000,116.68,1.4,16
49806,2.74985,210000,82.98,2.65,16
49807,2.74985,29000,115.67,2,16
49808,2.74985,99000,134.91,4,16
49809,2.74985,294729,127.24,2,16
49810,2.74985,50000,115.81,1.4,16
49811,2.74985,99000,128.37,6,16
49812,2.74985,60000,107.62,9,19
49813,2.74985,120000,115.64,2.6,19
49814,2.74985,21000,119.05,8,19
49815,2.74985,60000,120.1,9,19
49816,2.74985,60000,115.78,9,21
49817,2.74985,60000,105.6,9,21
49818,2.74985,104354,122.65,9,23
49819,2.74985,120000,116.25,2.6,23
49820,2.74985,120000,115.83,2.6,27
49821,2.74985,120000,116.25,2.6,29
49822,2.74985,60000,119.23,9,29
49823,2.74985,180000,141.77,3,33
49824,2.74985,21000,115.73,4,35
49825,2.74985,120000,116.34,2.6,35
49826,2.74985,21000,116.26,2.65,35
49827,2.74985,235604,118.71,6,35
49828,2.74985,21000,115.76,2.65,35
49829,2.7504,50000,95.24,10,1
49830,2.7504,120000,116.7,2.6,1
49831,2.7504,37381,120.41,20,1
49832,2.7504,21000,105.82,9,1
49833,2.7504,21000,102.04,14,1
49834,2.7504,60000,117.66,9,1
49835,2.7504,119977,125.02,4,1
49836,2.7504,492550,117.12,6,3
49837,2.7504,80000,119.05,12,3
49838,2.7504,750000,116.76,6,3
49839,2.7504,750000,114.83,7,3
49840,2.7504,180000,141.77,3,4
49841,2.7504,90000,117.13,13.333,4
49842,2.7504,1000000,116.26,2,4
49843,2.7504,35000,124.75,10.35,4
49844,2.7504,60000,124.24,9,6
49845,2.7504,300000,116.38,21,6
49846,2.7504,50000,95.24,10,6
49847,2.7504,166666,114.29,50,6
49848,2.7504,120000,115.6,2.6,6
49849,2.7504,53000,116.4,2,8
49850,2.7504,73558,114.79,20,8
49851,2.7504,50000,126.54,10,8
49852,2.7504,148719,115.27,7,8
49853,2.7504,42000,115.5,3,8
49854,2.7504,90000,114.57,2,8
49855,2.7504,500000,116.42,13.5,10
49856,2.7504,2016500,122.45,12.2,12
49857,2.7504,45674,112.28,3.9,12
49858,2.7504,65000,114.1,50,12
49859,2.7504,1140000,101.43,6.5,12
49860,2.7504,675000,113.41,8.3,12
49861,2.7504,4300000,119.36,16,12
49862,2.7504,135963,109.87,2,12
49863,2.7504,50000,114.03,51.9,12
49864,2.7504,50000,95.24,10,12
49865,2.7504,660000,86.56,8.425,12
49866,2.7504,621057,114.72,8,12
49867,2.7504,400000,118.98,14,16
49868,2.7504,50000,95.24,10,18
49869,2.7504,50000,95.24,10,20
49870,2.75229,50000,95.24,10,1
49871,2.75229,55000,108.11,10,1
49872,2.75229,90000,121.8,11,1
49873,2.75229,50000,95.24,10,1
49874,2.75229,110000,112.06,4,1
49875,2.75229,1900000,102.41,6.5,1
49876,2.75229,235508,118.76,6,1
49877,2.75229,65000,107.88,11,1
49878,2.75229,21000,129.87,11,1
49879,2.75229,4300000,119.36,16,1
49880,2.75229,21000,138.03,10.35,5
49881,2.75229,21000,105.82,9,5
49882,2.75229,60000,118.69,33.344,5
49883,2.75229,21000,116.32,4,7
49884,2.75229,37399,124.01,18,7
49885,2.75229,55381,135.42,6,9
49886,2.75229,60000,106.83,9,11
49887,2.75229,21000,113.38,4.2,11
49888,2.75229,21000,116.29,3,11
49889,2.75229,21000,105.82,9,11
49890,2.75229,110000,113.3,4,11
49891,2.75229,1152933,114.49,5,11
49892,2.75229,100000,115.79,3,14
49893,2.75229,100000,115.71,3,14
49894,2.75229,100000,116.22,3,14
49895,2.75229,72000,121.61,9,14
49896,2.75229,100000,115.71,3,14
49897,2.75229,100000,116.33,3,14
49898,2.75229,99000,135.15,6,16
49899,2.75229,22000,123.46,27,16
49900,2.75229,736055,113.46,4,16
49901,2.75229,65000,114.1,50,18
49902,2.75229,55000,87.27,5.3,20
49903,2.75229,110000,109.13,4,20
49904,2.75229,74602,113.94,40,22
49905,2.75229,300000,95.24,10,22
49906,2.75229,104354,122.65,9,22
49907,2.75229,55000,87.27,5.3,24
49908,2.75229,111000,108.44,10,24
49909,2.75229,90000,126.98,15,24
49910,2.75229,22000,116.4,45,24
49911,2.75229,150000,111.6,12,24
49912,2.75229,74474,114.13,40,24
49913,2.7515,129000,117.09,17,2
49914,2.7515,65000,107.96,11,5
49915,2.7515,235508,118.76,6,5
49916,2.7515,55000,108.11,10,5
49917,2.7515,660000,89.62,8.112,5
49918,2.7515,58300,95.24,10,5
49919,2.7515,250000,118.14,16,5
49920,2.7515,676500,116.9,8,5
49921,2.7515,90000,113.1,21,9
49922,2.7515,21000,119.05,16,9
49923,2.7515,41906,118.12,20,9
49924,2.7515,21000,95.24,10,11
49925,2.7515,100000,105.72,10,11
49926,2.7515,21000,136.05,7,13
49927,2.7515,150000,113.22,41,13
49928,2.7515,21000,119.05,40,15
49929,2.7515,21000,119.05,40,15
49930,2.7515,21000,119.05,40,15
49931,2.7515,21000,119.05,40,15
49932,2.7515,211396,114.02,5,15
49933,2.7515,46785,117.56,20,17
49934,2.7515,70000,111.62,18.743,17
49935,2.7515,21000,119.05,40,17
49936,2.7515,57559,114.66,50,17
49937,2.7515,150000,111.61,12,17
49938,2.7515,65000,114.1,50,17
49939,2.7515,60000,105.82,9,19
49940,2.7515,42000,115.48,3,19
49941,2.7515,60000,114.12,8.5,19
49942,2.7515,60000,119.05,20,19
49943,2.7515,73124,115.94,20,19
49944,2.7515,110011,119.77,9,19
49945,2.7515,180000,142.02,3,19
