,height,date,difficulty,gaslimit,rate,gaspricel1,confirmtime,transaction_count,size,reward,rewardl1,gaslimitbl1,gasprice
1577,7130954,26213549,2.71E+15,21000,95.24,1,3,24,13067,3.02,3.07,8000000,1.4
1578,7130955,26213611,2.71E+15,21000,119.05,1.4,10,39,24180,3.04,3.02,8000029,1.4
1579,7130957,26213641,2.71E+15,50000,95.24,1.4,2,4,5908,3.02,3.04,8000029,5
1580,7130958,26213649,2.71E+15,158820,116.32,5,29,10,13865,3.02,3.02,8015659,1.4
1581,7130959,26213653,2.72E+15,1500000,116.23,1.4,21,3,6415,3.02,3.02,8007836,1.4
1582,7130960,26213701,2.72E+15,2112112,116.78,1.4,2557,3,9608,3.03,3.02,8000029,1.351
1583,7130962,26213719,2.72E+15,250000,111.04,1.351,7,7,8666,3.01,3.03,8000029,1.389
1584,7130965,26213838,2.72E+15,50000,115.86,1.389,206,38,8217,3.02,3.01,8000029,1
1585,7130966,26213849,2.72E+15,21000,116.33,1,19,55,13847,3.03,3.02,8007833,2
1586,7130967,26213901,2.72E+15,6720000,110.52,2,8,1,1602,3,3.03,8000029,20
1587,7130968,26213903,2.72E+15,50000,115.51,20,49,11,12041,3.02,3,8000029,1.385
1588,7130969,26213913,2.72E+15,70000,118.93,1.385,1,87,20968,3.07,3.02,8000029,2
1589,7130971,26214018,2.71E+15,100000,115.64,2,72,20,18497,3.04,3.07,8000029,1
1590,7130972,26214035,2.72E+15,50000,115.56,1,21,25,9246,3.01,3.04,8000000,1
1591,7130973,26214120,2.71E+15,300000,95.24,1,20,84,28818,3.09,3.01,8000029,3
1592,7130974,26214131,2.71E+15,50000,116.29,3,43,11,18028,3.06,3.09,8000029,2
1593,7130975,26214156,2.71E+15,50000,116.68,2,79,18,8056,3.02,3.06,8000029,1.3
1594,7130976,26214218,2.71E+15,70000,118.93,1.3,18,34,13156,3.04,3.02,8000029,3
1595,7130977,26214221,2.71E+15,21000,116.24,3,17,15,11484,3.02,3.04,8007840,1
1596,7130987,26214413,2.72E+15,21000,136.05,1,2,57,14157,3.05,3.02,8000021,1.4
1597,7130989,26214430,2.72E+15,42000,119.05,1.4,12,9,3426,3.02,3.05,8000029,20
1598,7130990,26214450,2.72E+15,500000,110.19,20,28,46,15693,3.05,3.02,8003878,3
1599,7130991,26214512,2.72E+15,90000,116.4,3,28,8,10669,3.01,3.05,8011693,2
1600,7130995,26214531,2.73E+15,760000,112.71,2,6,24,7548,3.02,3.01,8003877,1.14
1601,7130997,26214603,2.73E+15,50000,95.24,1.14,2,11,3524,3.02,3.02,8000000,1
1602,7131000,26214718,2.72E+15,119977,112.52,1,32,101,17996,3.07,3.02,8000000,3
1603,7131002,26214739,2.72E+15,50000,116.24,3,106,104,16634,3.01,3.07,8007840,1
1604,7131003,26214742,2.73E+15,21000,95.24,1,2,15,3648,3.02,3.01,8000029,3
1605,7131004,26214752,2.73E+15,90000,116.71,3,7,32,9118,3.02,3.02,8000029,2
1606,7131006,26214803,2.73E+15,50000,115.54,2,18,9,9342,3.02,3.02,8000029,1
1607,7131009,26214842,2.73E+15,100000,140.35,1,29,9,21996,3.05,3.02,8000029,1.365
1608,7131012,26214934,2.73E+15,62814,118.66,1.365,2,7,5525,3.01,3.05,8000029,1.3
1609,7131013,26214956,2.73E+15,21000,136.05,1.3,21,17,25162,3.06,3.01,8000029,1
1610,7131014,26215004,2.73E+15,50000,116.24,1,50,4,7436,3.02,3.06,8000000,1
1611,7131015,26215013,2.73E+15,80967,115.79,1,1,26,8769,3.03,3.02,8000000,1.3
1612,7131016,26215019,2.74E+15,2280000,116.34,1.3,2,15,5894,3.02,3.03,8000029,1.3
1613,7131017,26215028,2.74E+15,21000,105.82,1.3,7,22,6906,3.02,3.02,8000029,1.3
1614,7131018,26215049,2.74E+15,289563,126.2,1.3,3,50,11839,3.04,3.02,8000029,1.365
1615,7131019,26215058,2.74E+15,250000,131.69,1.365,8,20,3739,3.02,3.04,8000029,4
1616,7131020,26215120,2.74E+15,21000,136.05,4,19,76,13056,3.05,3.02,8000000,1.3
1617,7131021,26215154,2.73E+15,353137,113.27,1.3,8,109,20444,3.09,3.05,8000029,5
1618,7131022,26215216,2.73E+15,100000,116.25,5,86,42,9478,3.02,3.09,8000000,1.3
1619,7131023,26215219,2.74E+15,123965,121.27,1.3,2,23,4852,3.02,3.02,8000029,1.3
1620,7131024,26215229,2.74E+15,90000,115.65,1.3,5,7,1439,3.01,3.02,8000029,21
1621,7131025,26215234,2.74E+15,1520000,137.95,21,4,56,10210,3.02,3.01,8003860,1.3
1622,7131026,26215319,2.73E+15,4000000,116.48,1.3,38,114,22518,3.08,3.02,8000029,1.2
1623,7131029,26215434,2.73E+15,51961,116.24,1.2,17,49,11398,3.04,3.08,8000000,1.3
1624,7131030,26215455,2.73E+15,50000,115.86,1.3,138,101,13598,3.01,3.04,8000029,1
1625,7131031,26215458,2.73E+15,21000,126.98,1,18,30,10926,3.02,3.01,8000000,1
1626,7131033,26215539,2.73E+15,119902,96.23,1,174,13,18540,3.03,3.02,8000029,1.3
1627,7131034,26215617,2.73E+15,300000,96.17,1.3,191,5,13520,3.05,3.03,8000029,1.3
1628,7131035,26215634,2.73E+15,50000,95.24,1.3,2,20,10746,3.03,3.05,8000029,2.6
1629,7131037,26215647,2.73E+15,21000,126.98,2.6,5,18,3373,3.01,3.03,8000029,2
1630,7131039,26215719,2.73E+15,7600000,94.14,2,362,2,1000,3,3.01,8000029,2
1631,7131040,26215720,2.73E+15,456305,123.06,2,27,24,6984,3.01,3,8000029,1.3
1632,7131041,26215727,2.74E+15,52393,116.38,1.3,3,28,12052,3.03,3.01,8000029,1.3
1633,7131042,26215739,2.74E+15,1583968,111.7,1.3,277,2,10866,3.02,3.03,8000000,1.151
1634,7131046,26215840,2.74E+15,21000,116.05,1.151,443,3,4102,3.01,3.02,8000029,1
1635,7131048,26215906,2.74E+15,81568,116.01,1,14,8,6916,3.02,3.01,8000000,1.2
1636,7131051,26215931,2.74E+15,50000,116.33,1.2,39,112,22523,3.02,3.02,8000029,1
1637,7131053,26215950,2.74E+15,150000,82.05,1,21,13,4267,3.01,3.02,8000029,1.3
1638,7131054,26220029,2.74E+15,344500,112.45,1.3,36,63,23964,3.07,3.01,8000000,2
1639,7131055,26220035,2.74E+15,100000,119.29,2,22,10,9551,3.02,3.07,8000029,1.3
1640,7131056,26220052,2.74E+15,42000,115.7,1.3,5,46,15990,3.05,3.02,8000029,2
1641,7131060,26220159,2.74E+15,250000,109.9,2,24,12,17936,3.05,3.05,8000029,1
1642,7131063,26220303,2.74E+15,200000,105.64,1,3,88,21691,3.07,3.05,8000000,1.4
1643,7131064,26220311,2.74E+15,133000,110.35,1.4,307,3,6357,3.02,3.07,8000029,1.365
1644,7131067,26220343,2.75E+15,341500,87.77,1.365,15,51,14803,3.11,3.02,8000029,1.3
1645,7131068,26220349,2.75E+15,60000,116.03,1.3,2,16,4755,3.02,3.11,8000029,1.3
1646,7131069,26220412,2.75E+15,250000,109.9,1.3,19,35,17965,3.06,3.02,8000029,1.3
1647,7131070,26220415,2.75E+15,233641,100.02,1.3,121,4,4471,3.02,3.06,8000029,1.3
1648,7131072,26220458,2.75E+15,21000,112.04,1.3,27,32,5120,3.01,3.02,8000029,1
1649,7131073,26220506,2.75E+15,21000,136.05,1,23,111,23023,3.04,3.01,8000000,1
1650,7131074,26220521,2.75E+15,1260000,85.93,1,2,14,7149,3.02,3.04,8000029,4.4
1651,7131078,26220609,2.75E+15,100000,116.23,4.4,54,25,13736,3.02,3.02,8007840,1.1
1652,7131079,26220626,2.75E+15,50000,115.52,1.1,69,42,13373,3.02,3.02,8000000,1
1653,7131080,26220654,2.75E+15,216000,133.68,1,21,78,15749,3.04,3.02,8000029,1.1
1654,7131081,26220707,2.75E+15,37393,117.41,1.1,7,23,6616,3.01,3.04,8000029,3
1655,7131083,26220723,2.75E+15,600000,116.68,3,2,27,7087,3.01,3.01,8007840,1.2
1656,7131084,26220736,2.76E+15,37393,117.41,1.2,11,35,6454,3.02,3.01,8007836,1.3
1657,7131085,26220757,2.75E+15,90000,117.32,1.3,17,57,14581,3.04,3.02,8000029,1.114
1658,7131086,26220822,2.75E+15,37393,110.89,1.114,32,1,15557,3.05,3.04,8000029,41
1659,7131087,26220829,2.76E+15,6000000,116.09,41,35,3,6620,3.02,3.05,8000029,1.3
1660,7131088,26220835,2.76E+15,1983804,107.4,1.3,18800,1,5112,3.02,3.02,8000029,1.3
1661,7131089,26220854,2.76E+15,50000,95.24,1.3,13,83,23263,3.08,3.02,8000029,3
1662,7131090,26220926,2.75E+15,42000,115.86,3,41,63,15952,3.04,3.08,8007840,1.26
1663,7131092,26220952,2.76E+15,42000,115.67,1.26,19,34,6735,3.01,3.04,8000021,1.14
1664,7131093,26221000,2.76E+15,340000,112.37,1.14,4,9,7190,3.02,3.01,8000029,1.3
1665,7131094,26221008,2.76E+15,60000,115.89,1.3,6,37,8935,3.03,3.02,8000029,3
1666,7131095,26221015,2.76E+15,21000,116.34,3,9,7,20131,3.05,3.03,8007840,1.3
1667,7131098,26221031,2.77E+15,50000,95.24,1.3,9,68,16967,3.03,3.05,8000029,1.14
1668,7131102,26221043,2.77E+15,50000,95.24,1.14,3,16,6858,3.02,3.03,8000029,1
1669,7131103,26221053,2.77E+15,100000,103.51,1,7,54,15382,3.04,3.02,8000000,3
1670,7131104,26221111,2.77E+15,304112,115.21,3,5,58,14544,3.02,3.04,8007811,1
1671,7131105,26221113,2.77E+15,2112112,116.78,1,4137,30,5383,3.02,3.02,8000029,1
1672,7131106,26221121,2.78E+15,350000,119.09,1,4,8,5142,3.02,3.02,8000000,1.14
1673,7131109,26221133,2.78E+15,50000,116.24,1.14,6,40,7601,3.01,3.02,8000029,1
1674,7131111,26221200,2.78E+15,250000,97.26,1,54,27,6630,3.01,3.01,8000029,1
1675,7131112,26221225,2.78E+15,200000,105.79,1,18,30,16355,3.03,3.01,8000029,1.05
1676,7131114,26221249,2.78E+15,50000,115.74,1.05,17,37,13627,3.04,3.03,8000029,1.2
1677,7131115,26221300,2.78E+15,500000,118.63,1.2,28,2,9126,3.03,3.04,8000029,1.14
1678,7131116,26221308,2.79E+15,60000,116.23,1.14,19882,6,12370,3.02,3.03,8000029,1
1679,7131117,26221328,2.78E+15,200000,119.05,1,4,40,13683,3.04,3.02,8000029,2.14
1680,7131118,26221343,2.78E+15,7600027,94.03,2.14,128,2,10855,3.03,3.04,8000029,2
1681,7131122,26221501,2.78E+15,50000,116.25,2,24,20,7982,3.02,3.03,8000029,1.14
1682,7131123,26221515,2.78E+15,80000,116.26,1.14,6,35,14132,3.03,3.02,8000029,1.05
1683,7131124,26221536,2.78E+15,37393,117.41,1.05,14,20,9579,3.04,3.03,8000029,3.3
1684,7131125,26221543,2.78E+15,250000,109.9,3.3,19,1,19090,3.08,3.04,8007840,2
1685,7131126,26221633,2.78E+15,90000,125.02,2,24,26,4634,3.01,3.08,8000029,4
1686,7131127,26221644,2.78E+15,1102693,111.37,4,19,23,6494,3.01,3.01,8007840,1.2
1687,7131128,26221719,2.78E+15,90000,111.86,1.2,15,84,21588,3.07,3.01,8000029,1.1
1688,7131129,26221723,2.78E+15,350317,143.17,1.1,52,7,7786,3.02,3.07,8000029,1.05
1689,7131130,26221731,2.78E+15,1366855,105.43,1.05,46,1,7005,3.02,3.02,8000029,1.2
1690,7131131,26221751,2.78E+15,2250000,115.63,1.2,1161,56,21099,3.05,3.02,8000029,1
1691,7131132,26221815,2.78E+15,2250000,115.63,1,1185,4,2261,3.01,3.05,8000000,1
1692,7131135,26221835,2.78E+15,50000,116.33,1,54,116,22008,3.01,3.01,8000000,1
1693,7131136,26221850,2.78E+15,21040,116.33,1,13,23,19737,3.05,3.01,8000029,2
1694,7131137,26221908,2.78E+15,5310000,117.25,2,46,4,7033,3.02,3.05,8000029,1.14
1695,7131139,26221935,2.78E+15,119827,125.18,1.14,15,71,14634,3.03,3.02,8000029,1.1
1696,7131140,26221946,2.78E+15,100000,86.71,1.1,10,50,29559,3.08,3.03,8000029,2
1697,7131141,26222048,2.78E+15,250000,112.56,2,15,9,7767,3.03,3.08,8000029,1.31
1698,7131142,26222052,2.78E+15,50000,95.24,1.31,38,24,12485,3.02,3.03,8000029,1.2
1699,7131143,26222108,2.78E+15,21000,114.57,1.2,92,4,13695,3.13,3.02,8000029,1
1700,7131144,26222109,2.78E+15,71932,115.52,1,27586,2,10354,3.03,3.13,8000000,1
1701,7131146,26222209,2.78E+15,1600000,109.89,1,27,19,6400,3.04,3.03,8000000,10
1702,7131147,26222211,2.78E+15,25200,146.52,10,27,62,23322,3.14,3.04,7999992,1
1703,7131149,26222303,2.78E+15,50000,115.81,1,169,59,16340,3.01,3.14,8000000,1
1704,7131150,26222306,2.78E+15,1140000,101.43,1,1,73,16754,3.17,3.01,8000000,2
1705,7131151,26222350,2.78E+15,120000,116.25,2,31,21,4361,3.01,3.17,8000029,1
1706,7131152,26222352,2.78E+15,60000,115.89,1,1,12,4901,3.02,3.01,8000000,1.1
1707,7131153,26222415,2.78E+15,211396,114.02,1.1,12,48,12508,3.03,3.02,8000029,1.05
1708,7131155,26222430,2.78E+15,500000,118.45,1.05,7,43,12197,3.03,3.03,8000029,3
1709,7131157,26222500,2.78E+15,129082,117.95,3,3,74,22677,3.06,3.03,8007811,1.2
1710,7131159,26222521,2.78E+15,348448,114.79,1.2,1,31,7366,3.01,3.06,8000029,1
1711,7131160,26222541,2.78E+15,21000,95.24,1,17,107,20193,3.06,3.01,8000029,1
1712,7131161,26222602,2.78E+15,56410,132.95,1,9,29,24323,3.05,3.06,8000029,1.1
1713,7131162,26222705,2.78E+15,1000000,117.1,1.1,31,60,14693,3.1,3.05,8000029,7
1714,7131163,26222719,2.78E+15,360000,111.82,7,12,54,14053,3.07,3.1,8000000,4
1715,7131164,26222804,2.77E+15,21000,102.04,4,19,34,5397,3.03,3.07,8007811,10
1716,7131165,26222818,2.77E+15,50000,116.24,10,780,34,10073,3.02,3.03,8000029,1
1717,7131166,26222822,2.77E+15,110000,119.2,1,49,82,20791,3.04,3.02,8000000,2
1718,7131169,26222848,2.78E+15,72471,115.87,2,82,53,10895,3.11,3.04,8000029,1.135
1719,7131170,26222856,2.78E+15,21000,117.94,1.135,3,26,6342,3.07,3.11,8000029,1
1720,7131172,26222924,2.78E+15,400000,114.91,1,20,90,18111,3.07,3.07,8000000,2
1721,7131173,26222935,2.78E+15,200000,127.25,2,2,16,3764,3.01,3.07,8000029,1.05
1722,7131175,26222959,2.78E+15,21000,115.82,1.05,5,23,5598,3.02,3.01,8000029,1
1723,7131176,26223133,2.77E+15,21000,105.82,1,45,144,29562,3.21,3.02,8000029,2.5
1724,7131178,26223216,2.77E+15,53850,115.52,2.5,1,67,14365,3.01,3.21,8000029,1
1725,7131179,26223228,2.77E+15,158133,86.23,1,4,43,9952,3.04,3.01,8000029,1.1
1726,7131181,26223254,2.77E+15,194868,125.88,1.1,49,21,11460,3.03,3.04,8000029,1.05
1727,7131182,26223257,2.78E+15,21000,95.24,1.05,1,17,4312,3.02,3.03,8000029,1.2
1728,7131183,26223259,2.78E+15,360000,113.08,1.2,1,10,3994,3.01,3.02,8000029,2
1729,7131185,26223311,2.78E+15,47529,115.52,2,5,8,2383,3.01,3.01,8000029,1.05
1730,7131187,26223324,2.78E+15,369571,128.6,1.05,203,6,2748,3.01,3.01,8000029,1.1
1731,7131188,26223333,2.78E+15,25200,114.5,1.1,1,53,9683,3.04,3.01,8000029,5
1732,7131189,26223346,2.78E+15,21000,129.87,5,1,65,11905,3.02,3.04,8007840,1
1733,7131190,26223356,2.78E+15,471305,118.68,1,22,13,3597,3.02,3.02,8000021,1.2
1734,7131191,26223411,2.78E+15,420000,122.45,1.2,4,26,4633,3.04,3.02,8000029,20.521
1735,7131192,26223430,2.78E+15,340000,83.12,20.521,17,114,20070,3.04,3.04,8000000,1.1
1736,7131194,26223509,2.78E+15,52332,115.83,1.1,6,27,12367,3.02,3.04,8000029,1.1
1737,7131196,26223601,2.78E+15,60000,108.95,1.1,40,24,8924,3.02,3.02,8000029,1.1
1738,7131197,26223616,2.78E+15,105000,113.47,1.1,6,33,10238,3.02,3.02,8000029,1.1
1739,7131198,26223641,2.78E+15,200000,105.79,1.1,13,178,29393,3.04,3.02,8000029,1
1740,7131200,26223659,2.78E+15,90000,112.11,1,1,14,3460,3.02,3.04,8000029,1.1
1741,7131201,26223716,2.78E+15,48276,109.12,1.1,1,62,12559,3.04,3.02,8000029,1
1742,7131202,26223734,2.78E+15,21000,136.05,1,10,36,6104,3.02,3.04,8000000,4.4
1743,7131203,26223743,2.78E+15,21000,109.89,4.4,6,62,10501,3.03,3.02,7992222,1.1
1744,7131204,26223753,2.78E+15,133000,143.46,1.1,95,31,7896,3.02,3.03,7999992,1.05
1745,7131205,26223851,2.78E+15,104654,114.66,1.05,60,34,6078,3.04,3.02,8000029,20
1746,7131206,26223910,2.77E+15,50000,126.54,20,74,176,29717,3.07,3.04,8000000,1.1
1747,7131207,26223939,2.77E+15,21000,136.05,1.1,2,85,15685,3.05,3.07,8000029,5.1
1748,7131208,26223952,2.77E+15,21000,136.05,5.1,1,24,11436,3.12,3.05,8000000,2
1749,7131209,26223958,2.78E+15,987802,113.67,2,104,36,8934,3.02,3.12,8000029,1.1
1750,7131210,26224039,2.77E+15,50000,95.24,1.1,21,203,31796,3.21,3.02,7992222,1.1
1751,7131211,26224057,2.77E+15,179572,128.63,1.1,16,60,11359,3.03,3.21,7999992,1.1
1752,7131212,26224112,2.77E+15,21000,115.5,1.1,73,15,13710,3.03,3.03,8000000,1.1
1753,7131213,26224139,2.77E+15,48665,116.3,1.1,12,75,16659,3.05,3.03,8000029,1.1
1754,7131215,26224153,2.77E+15,50000,116.25,1.1,7,53,11844,3.04,3.05,8000000,1.1
1755,7131216,26224159,2.78E+15,660000,114.92,1.1,4,22,5646,3.02,3.04,8000029,1.1
1756,7131217,26224248,2.77E+15,150000,119.7,1.1,22,179,33435,3.15,3.02,7992222,1.65
1757,7131219,26224324,2.77E+15,21000,111.11,1.65,7,69,10649,3.04,3.15,8000000,2
1758,7131221,26224330,2.77E+15,90000,116.33,2,1,151,24719,3.06,3.04,8000029,1
1759,7131222,26224411,2.77E+15,7200000,116.07,1,140,11,8697,3.02,3.06,8000000,1.1
1760,7131223,26224417,2.77E+15,42000,116.32,1.1,81,35,6734,3.02,3.02,8000000,1.1
1761,7131224,26224430,2.77E+15,760000,112.67,1.1,11,28,5239,3.01,3.02,8000029,4
1762,7131225,26224433,2.78E+15,222436,122.61,4,235,32,4910,3.01,3.01,8007840,1.1
1763,7131226,26224452,2.77E+15,21000,136.05,1.1,6,53,12130,3.03,3.01,8000029,1.1
1764,7131227,26224453,2.78E+15,21000,136.05,1.1,13,15,5369,3.01,3.03,8000029,1
1765,7131228,26224505,2.78E+15,250000,115.86,1,162,50,9708,3.05,3.01,8000000,1.1
1766,7131229,26224550,2.77E+15,21000,118.31,1.1,42,109,20544,3.14,3.05,8000029,1.1
1767,7131231,26224610,2.78E+15,65000,99.98,1.1,4,36,6596,3.01,3.14,8000029,1.1
1768,7131233,26224623,2.78E+15,300000,115.89,1.1,90,27,5177,3.02,3.01,8000029,1.1
1769,7131234,26224701,2.78E+15,21000,118.31,1.1,17,100,18630,3.04,3.02,8000029,1.1
1770,7131235,26224819,2.77E+15,21000,95.24,1.1,69,175,30683,3.07,3.04,8000029,1.1
1771,7131240,26224951,2.76E+15,21000,136.05,1.1,11,6,4442,3.01,3.07,8000029,7
1772,7131242,26224955,2.77E+15,119977,113.66,7,82,15,12395,3.02,3.01,8007832,1
1773,7131243,26225004,2.77E+15,382450,106.97,1,245,4,4123,3.02,3.02,8000000,1.1
1774,7131244,26225019,2.77E+15,50000,116.24,1.1,62,85,27688,3.03,3.02,8000029,1
1775,7131247,26225102,2.77E+15,21000,136.05,1,1,21,5166,3.01,3.03,8000029,2
1776,7131248,26225104,2.77E+15,1634409,117.75,2,315,26,5921,3.01,3.01,8000029,1.1
1777,7131250,26225109,2.78E+15,1140000,101.43,1.1,1,104,23191,3.06,3.01,8000029,2
1778,7131252,26225218,2.77E+15,421780,106.36,2,108,19,5855,3.01,3.06,8000029,1.1
1779,7131254,26225232,2.77E+15,1000000,116.34,1.1,228,24,5617,3.01,3.01,8000029,1.1
1780,7131255,26225307,2.77E+15,120000,123.93,1.1,10,104,21317,3.06,3.01,8000029,1.003
1781,7131256,26225334,2.77E+15,104418,105.01,1.003,1,79,15760,3.14,3.06,8000029,3
1782,7131258,26225417,2.77E+15,90000,125.02,3,3,118,23426,3.06,3.14,8007840,1.05
1783,7131259,26225426,2.77E+15,21000,136.05,1.05,7,25,5096,3.01,3.06,8000029,1.1
1784,7131260,26225439,2.77E+15,400000,115.17,1.1,1,45,10310,3.03,3.01,8000029,1.1
1785,7131262,26225529,2.77E+15,200000,105.64,1.1,2,51,14848,3.04,3.03,8000029,2
1786,7131264,26225611,2.77E+15,21000,136.05,2,1,25,5956,3.01,3.04,8000029,1.1
1787,7131265,26225624,2.77E+15,21000,136.05,1.1,9,61,10329,3.03,3.01,8000029,1.1
1788,7131266,26225655,2.76E+15,50000,116.24,1.1,111,184,27949,3.03,3.03,8000029,1
1789,7131267,26225710,2.76E+15,104418,105.01,1,6,26,8285,3.03,3.03,8000029,1.1
1790,7131268,26225717,2.77E+15,50000,115.81,1.1,1079,22,4057,3.01,3.03,8000029,1
1791,7131269,26225732,2.77E+15,150000,121.71,1,2,59,15257,3.04,3.01,8000000,1
1792,7131270,26225743,2.77E+15,21000,136.05,1,6,68,12817,3.03,3.04,8000000,1
1793,7131271,26225755,2.77E+15,42000,116.24,1,2,24,6800,3.02,3.03,8000000,1.1
1794,7131272,26225813,2.77E+15,100000,85.41,1.1,1,104,19174,3.05,3.02,8000029,2
1795,7131273,26225835,2.77E+15,80000,116.4,2,37,38,6834,3.01,3.05,8000029,1.05
1796,7131274,26225916,2.76E+15,21000,136.05,1.05,1,111,22320,3.06,3.01,7992222,1.05
1797,7131278,26230025,2.76E+15,200000,78.69,1.05,10,6,2215,3.01,3.06,7999992,2
1798,7131279,26230030,2.76E+15,760000,112.71,2,1,39,11144,3.04,3.01,8000029,1.05
1799,7131280,26230045,2.77E+15,100000,115.83,1.05,12,68,31694,3.23,3.04,8000029,1.05
1800,7131281,26230055,2.77E+15,500000,121.42,1.05,7,57,10942,3.03,3.23,8000029,1.05
1801,7131282,26230151,2.76E+15,21000,136.05,1.05,36,169,37514,3.15,3.03,8000029,1
1802,7131283,26230154,2.76E+15,4000000,116.29,1,12,77,18167,3.04,3.15,8000029,1.1
1803,7131286,26230322,2.76E+15,100000,116.31,1.1,28,34,6189,3.02,3.04,8000029,1.1
1804,7131287,26230329,2.76E+15,21000,119.05,1.1,3,51,8845,3.03,3.02,8000029,5
1805,7131288,26230341,2.76E+15,21000,116.32,5,105,36,6968,3.01,3.03,8000000,1.1
1806,7131289,26230355,2.76E+15,200000,119.28,1.1,8,14,2373,3.01,3.01,8000029,20
1807,7131290,26230419,2.76E+15,200000,109.53,20,26,113,18769,3.03,3.01,8000000,1
1808,7131291,26230422,2.76E+15,5310000,115.96,1,6,11,3145,3.01,3.03,8000000,1.1
1809,7131292,26230450,2.76E+15,21000,116.22,1.1,13,78,14603,3.05,3.01,8000029,1.1
1810,7131293,26230510,2.76E+15,21000,109.89,1.1,19,52,11735,3.03,3.05,8000029,1.05
1811,7131295,26230520,2.76E+15,1000000,116.13,1.05,20,20,5058,3.02,3.03,8000029,1
1812,7131297,26230533,2.76E+15,635000,114,1,7,27,6162,3.03,3.02,8000000,5
1813,7131298,26230616,2.76E+15,80442,111.34,5,4,110,23562,3.13,3.03,7984452,5.1
1814,7131299,26230645,2.76E+15,42000,119.05,5.1,21,106,19887,3.09,3.13,7992222,1.1
1815,7131300,26230708,2.76E+15,150000,133.15,1.1,11,114,22695,3.07,3.09,7999992,1.1
1816,7131301,26230731,2.76E+15,166666,114.29,1.1,1,3,979,3,3.07,8000029,18.343
1817,7131302,26230732,2.76E+15,50000,116.34,18.343,22,54,9574,3.02,3,8003905,1.1
1818,7131305,26230804,2.76E+15,200000,105.79,1.1,10,34,7566,3.02,3.02,7996107,1
1819,7131306,26230808,2.76E+15,21000,119.05,1,1,15,4565,3.02,3.02,8000029,1.1
1820,7131307,26230823,2.76E+15,50000,115.76,1.1,33,109,15599,3.03,3.02,8000029,1
1821,7131308,26230838,2.76E+15,50000,115.76,1,16,32,5090,3.01,3.03,8000029,1
1822,7131309,26230844,2.77E+15,53000,118.46,1,12,51,9828,3.02,3.01,8000000,1.1
1823,7131310,26230859,2.77E+15,32945,113.83,1.1,7,48,13226,3.07,3.02,8000000,5
1824,7131312,26230927,2.77E+15,90000,116.28,5,26,30,7573,3.01,3.07,8007811,1.1
1825,7131313,26231013,2.76E+15,21000,119.05,1.1,4,109,20517,3.06,3.01,8007836,2
1826,7131315,26231039,2.76E+15,200000,105.71,2,18,50,9164,3.02,3.06,8000029,1.1
1827,7131316,26231156,2.75E+15,42000,119.05,1.1,69,224,31928,3.11,3.02,8000029,2
1828,7131317,26231203,2.76E+15,119977,125.02,2,5,47,10558,3.02,3.11,8000029,1.1
1829,7131318,26231225,2.76E+15,456305,123.06,1.1,17,87,15477,3.03,3.02,8000029,1.1
1830,7131319,26231236,2.76E+15,52260,100.64,1.1,7,23,6346,3.02,3.03,8000029,2
1831,7131321,26231301,2.76E+15,65000,99.86,2,21,66,11865,3.03,3.02,8000029,1.1
1832,7131323,26231426,2.75E+15,200000,95.24,1.1,7,21,7578,3.02,3.03,7999992,10
1833,7131324,26231432,2.75E+15,109000,123.93,10,9,159,26329,3.05,3.02,8000029,1
1834,7131325,26231444,2.75E+15,211396,114.02,1,4,39,8320,3.03,3.05,8000029,1.1
1835,7131326,26231453,2.75E+15,2000000,114.74,1.1,5,45,10761,3.04,3.03,7992222,1.2
1836,7131327,26231501,2.75E+15,28317,120.59,1.2,4,17,4189,3.01,3.04,7999992,1.1
1837,7131328,26231521,2.75E+15,80442,118.3,1.1,7,75,15742,3.06,3.01,8000029,3.812
1838,7131329,26231532,2.75E+15,200000,105.71,3.812,24,39,11670,3.02,3.06,8007840,1.1
1839,7131330,26231623,2.75E+15,74444,114.18,1.1,39,86,23824,3.09,3.02,8000029,1.3
1840,7131331,26231633,2.75E+15,2246613,115.73,1.3,51,30,11092,3.02,3.09,8000029,1.1
1841,7131332,26231704,2.75E+15,100000,136.12,1.1,28,109,27231,3.08,3.02,8000029,3
1842,7131333,26231721,2.75E+15,2551888,117.77,3,43,18,5698,3.01,3.08,8007840,2
1843,7131334,26231728,2.75E+15,21000,79.37,2,4,46,8230,3.02,3.01,8000029,1.1
1844,7131335,26231744,2.75E+15,76408,118.13,1.1,10,36,11985,3.03,3.02,8000029,2
1845,7131337,26231832,2.75E+15,80967,116.21,2,88,41,8061,3.01,3.03,8000029,1.1
1846,7131338,26231839,2.75E+15,65000,99.79,1.1,2,33,8326,3.11,3.01,7992222,1.1
1847,7131339,26231851,2.75E+15,341500,86.28,1.1,10,32,10395,3.03,3.11,7999992,1.1
1848,7131340,26231942,2.75E+15,250000,115.69,1.1,9,94,20426,3.06,3.03,8000029,2
1849,7131342,26231954,2.75E+15,1000000,121.98,2,24,55,9230,3.02,3.06,8000029,1
1850,7131343,26232006,2.75E+15,21000,113.38,1,2,32,10672,3.03,3.02,8000029,1.155
1851,7131345,26232031,2.75E+15,235315,129.67,1.155,1599,11,7124,3.01,3.03,8000029,1
1852,7131346,26232048,2.75E+15,236820,141.63,1,13252,7,13044,3.03,3.01,8000021,1
