,gasprice,height,heightl1,totaldifficulty,totaldiffl1,difficulty,diffl1,gaslimit,limitl1,rate,ratel1,timestamp,timestampl1,gaspricel1,gaspricel2,gaspricel3,gaspricel4,gaspricel5,confirmtime,conl1,conl2,conl3,conl4,conl5,timespan1,timespan2,timespan3,timespan4,timespan5
1132,3.0,7129975,7129974,8894280139167642954376,8894277392804159408880,2746363483545496,2747155112063670,146718,70000,107.03,118.93,1548492797,1548492775,7.0,3.8125,5.3,10.0,1.0,21.0,3.0,79.0,50.0,3.0,10.0,22,19,25,99,40
1133,3.0,7129976,7129975,8894282887421880108459,8894280139167642954376,2748254237154083,2746363483545496,55000,146718,108.11,107.03,1548492803,1548492797,3.0,7.0,3.8125,5.3,10.0,2.0,21.0,3.0,79.0,50.0,3.0,6,22,19,25,99
1134,6.0,7129979,7129976,8894291134140550073859,8894282887421880108459,2749903117665261,2748254237154083,1600000,55000,117.22,108.11,1548492835,1548492803,3.0,3.0,7.0,3.8125,5.3,1.0,2.0,21.0,3.0,79.0,50.0,32,6,22,19,25
1135,3.0,7129980,7129979,8894293884593423553008,8894291134140550073859,2750452873479149,2749903117665261,25200,1600000,115.53,117.22,1548492844,1548492835,6.0,3.0,3.0,7.0,3.8125,9.0,1.0,2.0,21.0,3.0,79.0,9,32,6,22,19
1136,2.0,7129981,7129980,8894296635596052846045,8894293884593423553008,2751002629293037,2750452873479149,42000,25200,116.32,115.53,1548492860,1548492844,3.0,6.0,3.0,3.0,7.0,59.0,9.0,1.0,2.0,21.0,3.0,16,9,32,6,22
1137,14.0,7129982,7129981,8894299388491700955554,8894296635596052846045,2752895648109509,2751002629293037,400000,42000,115.07,116.32,1548492861,1548492860,2.0,3.0,6.0,3.0,3.0,5.0,59.0,9.0,1.0,2.0,21.0,1,16,9,32,6
1138,2.2,7129983,7129982,8894302140592917550773,8894299388491700955554,2752101216595219,2752895648109509,1600000,400000,127.87,115.07,1548492888,1548492861,14.0,2.0,3.0,6.0,3.0,37.0,5.0,59.0,9.0,1.0,2.0,27,1,16,9,32
1139,1.0,7129984,7129983,8894304887868692271220,8894302140592917550773,2747275774720447,2752101216595219,50000,1600000,115.86,127.87,1548492936,1548492888,2.2,14.0,2.0,3.0,6.0,2.0,37.0,5.0,59.0,9.0,1.0,48,27,1,16,9
1140,3.0,7129985,7129984,8894307634352779556180,8894304887868692271220,2746484087284960,2747275774720447,21000,50000,111.11,115.86,1548492954,1548492936,1.0,2.2,14.0,2.0,3.0,37.0,2.0,37.0,5.0,59.0,9.0,18,48,27,1,16
1141,30.0,7129986,7129985,8894310380045565971784,8894307634352779556180,2745692786415604,2746484087284960,21000,21000,111.11,111.11,1548492973,1548492954,3.0,1.0,2.2,14.0,2.0,42.0,37.0,2.0,37.0,5.0,59.0,19,18,48,27,1
1142,1.0,7129987,7129986,8894313127628778507142,8894310380045565971784,2747583212535358,2745692786415604,50000,21000,116.81,111.11,1548492977,1548492973,30.0,3.0,1.0,2.2,14.0,39.0,42.0,37.0,2.0,37.0,5.0,4,19,18,48,27
1143,20.0,7129988,7129987,8894315875761746856388,8894313127628778507142,2748132968349246,2747583212535358,21000,50000,114.29,116.81,1548492987,1548492977,1.0,30.0,3.0,1.0,2.2,2.0,39.0,42.0,37.0,2.0,37.0,10,4,19,18,48
1144,2.0,7129989,7129988,8894318625786332820473,8894315875761746856388,2750024585964085,2748132968349246,1000000,21000,117.39,114.29,1548492988,1548492987,20.0,1.0,30.0,3.0,1.0,96.0,2.0,39.0,42.0,37.0,2.0,1,10,4,19,18
1145,3.0,7129990,7129989,8894321376360674598446,8894318625786332820473,2750574341777973,2750024585964085,1600000,1000000,127.87,117.39,1548492998,1548492988,2.0,20.0,1.0,30.0,3.0,65.0,96.0,2.0,39.0,42.0,37.0,10,1,10,4,19
1146,3.0,7129991,7129990,8894324127484772190307,8894321376360674598446,2751124097591861,2750574341777973,21000,1600000,119.05,127.87,1548493016,1548492998,3.0,2.0,20.0,1.0,30.0,5.0,65.0,96.0,2.0,39.0,42.0,18,10,1,10,4
1147,2.0,7129992,7129991,8894326880501947909333,8894324127484772190307,2753017175719026,2751124097591861,267126,21000,106.65,119.05,1548493019,1548493016,3.0,3.0,2.0,20.0,1.0,104.0,5.0,65.0,96.0,2.0,39.0,3,18,10,1,10
1148,3.0,7129993,7129992,8894329635413126110078,8894326880501947909333,2754911178200745,2753017175719026,799999,267126,114.89,106.65,1548493025,1548493019,2.0,3.0,3.0,2.0,20.0,4.0,104.0,5.0,65.0,96.0,2.0,6,3,18,10,1
1149,1.4,7129994,7129993,8894332392219231598441,8894329635413126110078,2756806105488363,2754911178200745,40000,799999,116.75,114.89,1548493026,1548493025,3.0,2.0,3.0,3.0,2.0,186.0,4.0,104.0,5.0,65.0,96.0,1,6,3,18,10
1150,2.0,7129997,7129994,8894340672668418021335,8894332392219231598441,2761148492101668,2756806105488363,60000,40000,115.87,116.75,1548493047,1548493026,1.4,3.0,2.0,3.0,3.0,2.0,186.0,4.0,104.0,5.0,65.0,21,1,6,3,18
1151,1.4,7129998,7129997,8894343433018448899732,8894340672668418021335,2760350030878397,2761148492101668,100000,60000,115.78,115.87,1548493067,1548493047,2.0,1.4,3.0,2.0,3.0,220.0,2.0,186.0,4.0,104.0,5.0,20,21,1,6,3
1152,4.5,7129999,7129998,8894346192570408428503,8894343433018448899732,2759551959528771,2760350030878397,400000,100000,115.07,115.78,1548493101,1548493067,1.4,2.0,1.4,3.0,2.0,23.0,220.0,2.0,186.0,4.0,104.0,34,20,21,1,6
1153,3.0,7130000,7129999,8894348954019561251400,8894346192570408428503,2761449152822897,2759551959528771,60000,400000,116.1,115.07,1548493109,1548493101,4.5,1.4,2.0,1.4,3.0,24.0,23.0,220.0,2.0,186.0,4.0,8,34,20,21,1
1154,5.0,7130001,7130000,8894351716018469888185,8894348954019561251400,2761998908636785,2761449152822897,1000000,60000,113.68,116.1,1548493120,1548493109,3.0,4.5,1.4,2.0,1.4,10.0,24.0,23.0,220.0,2.0,186.0,11,8,34,20,21
1155,3.0,7130002,7130001,8894354478567134338858,8894351716018469888185,2762548664450673,2761998908636785,4000000,1000000,115.67,113.68,1548493134,1548493120,5.0,3.0,4.5,1.4,2.0,8.0,10.0,24.0,23.0,220.0,2.0,14,11,8,34,20
1156,2.52,7130003,7130002,8894357241665554603419,8894354478567134338858,2763098420264561,2762548664450673,54973,4000000,110.01,115.67,1548493147,1548493134,3.0,5.0,3.0,4.5,1.4,3.0,8.0,10.0,24.0,23.0,220.0,13,14,11,8,34
1157,3.0,7130004,7130003,8894360002615392380830,8894357241665554603419,2760949837777411,2763098420264561,60000,54973,115.76,110.01,1548493174,1548493147,2.52,3.0,5.0,3.0,4.5,16.0,3.0,8.0,10.0,24.0,23.0,27,13,14,11,8
1158,10.0,7130006,7130004,8894365511331333824601,8894360002615392380830,2755305068080334,2760949837777411,166666,60000,114.29,115.76,1548493244,1548493174,3.0,2.52,3.0,5.0,3.0,66.0,16.0,3.0,8.0,10.0,24.0,70,27,13,14,11
1159,6.0,7130007,7130006,8894368263150066310504,8894365511331333824601,2751818732485903,2755305068080334,2000000,166666,121.69,114.29,1548493288,1548493244,10.0,3.0,2.52,3.0,5.0,87.0,66.0,16.0,3.0,8.0,10.0,44,70,27,13,14
1160,5.0,7130008,7130007,8894371016862216100766,8894368263150066310504,2753712149790262,2751818732485903,21000,2000000,95.24,121.69,1548493294,1548493288,6.0,10.0,3.0,2.52,3.0,67.0,87.0,66.0,16.0,3.0,8.0,6,44,70,27,13
1161,3.0,7130010,7130008,8894376528624955144232,8894371016862216100766,2756156247428677,2753712149790262,74422,21000,100.78,95.24,1548493318,1548493294,5.0,6.0,10.0,3.0,2.52,108.0,67.0,87.0,66.0,16.0,3.0,24,6,44,70,27
1162,3.0,7130011,7130010,8894379286676737804486,8894376528624955144232,2758051782660254,2756156247428677,21000,74422,119.05,100.78,1548493322,1548493318,3.0,5.0,6.0,10.0,3.0,1.0,108.0,67.0,87.0,66.0,16.0,4,24,6,44,70
1163,10.0,7130012,7130011,8894382039891456390620,8894379286676737804486,2753214718586134,2758051782660254,21000,21000,95.24,119.05,1548493373,1548493322,3.0,3.0,5.0,6.0,10.0,10.0,1.0,108.0,67.0,87.0,66.0,51,4,24,6,44
1164,5.0,7130013,7130012,8894384793655930790642,8894382039891456390620,2753764474400022,2753214718586134,21000,21000,95.24,95.24,1548493382,1548493373,10.0,3.0,3.0,5.0,6.0,7.0,10.0,1.0,108.0,67.0,87.0,9,51,4,24,6
1165,1.0,7130014,7130013,8894387547970161004552,8894384793655930790642,2754314230213910,2753764474400022,50000,21000,116.24,95.24,1548493398,1548493382,5.0,10.0,3.0,3.0,5.0,62.0,7.0,10.0,1.0,108.0,67.0,16,9,51,4,24
1166,3.0,7130015,7130014,8894390302834147032350,8894387547970161004552,2754863986027798,2754314230213910,21000,50000,111.11,116.24,1548493407,1548493398,1.0,5.0,10.0,3.0,3.0,44.0,62.0,7.0,10.0,1.0,108.0,9,16,9,51,4
1167,3.0,7130016,7130015,8894393058247888874036,8894390302834147032350,2755413741841686,2754863986027798,150000,21000,114.29,111.11,1548493419,1548493407,3.0,1.0,5.0,10.0,3.0,6.0,44.0,62.0,7.0,10.0,1.0,12,9,16,9,51
1168,3.0,7130017,7130016,8894395815556803395743,8894393058247888874036,2757308914521707,2755413741841686,60000,150000,115.53,114.29,1548493422,1548493419,3.0,3.0,1.0,5.0,10.0,208.0,6.0,44.0,62.0,7.0,10.0,3,12,9,16,9
1169,3.0,7130018,7130017,8894398574761815974756,8894395815556803395743,2759205012579013,2757308914521707,60000,60000,115.57,115.53,1548493425,1548493422,3.0,3.0,3.0,1.0,5.0,60.0,208.0,6.0,44.0,62.0,7.0,3,3,12,9,16
1170,3.0,7130019,7130018,8894401335863852440205,8894398574761815974756,2761102036465449,2759205012579013,100000,60000,133.3,115.57,1548493428,1548493425,3.0,3.0,3.0,3.0,1.0,15.0,60.0,208.0,6.0,44.0,62.0,3,3,3,12,9
1171,2.0,7130020,7130019,8894404098863839073284,8894401335863852440205,2762999986633079,2761102036465449,100000,100000,116.26,133.3,1548493442,1548493428,3.0,3.0,3.0,3.0,3.0,262.0,15.0,60.0,208.0,6.0,44.0,14,3,3,3,12
1172,11.0,7130021,7130020,8894406862413581520251,8894404098863839073284,2763549742446967,2762999986633079,60000,100000,115.45,116.26,1548493453,1548493442,2.0,3.0,3.0,3.0,3.0,8.0,262.0,15.0,60.0,208.0,6.0,11,14,3,3,3
1173,6.0,7130022,7130021,8894409617067353122353,8894406862413581520251,2754653771602102,2763549742446967,90000,60000,120.46,115.45,1548493529,1548493453,11.0,2.0,3.0,3.0,3.0,20.0,8.0,262.0,15.0,60.0,208.0,76,11,14,3,3
1174,6.0,7130023,7130022,8894412368235743177598,8894409617067353122353,2751168390055245,2754653771602102,21000,90000,95.24,120.46,1548493570,1548493529,6.0,11.0,2.0,3.0,3.0,6.0,20.0,8.0,262.0,15.0,60.0,41,76,11,14,3
1175,3.0,7130024,7130023,8894415121297232987187,8894412368235743177598,2753061489809589,2751168390055245,300000,21000,101.01,95.24,1548493573,1548493570,6.0,6.0,11.0,2.0,3.0,1.0,6.0,20.0,8.0,262.0,15.0,3,41,76,11,14
1176,3.0,7130025,7130024,8894417876252746916235,8894415121297232987187,2754955513929048,2753061489809589,21000,300000,116.41,101.01,1548493576,1548493573,3.0,6.0,6.0,11.0,2.0,70.0,1.0,6.0,20.0,8.0,262.0,3,3,41,76,11
1177,4.0,7130026,7130025,8894420629067630415101,8894417876252746916235,2752814883498866,2754955513929048,150000,21000,116.02,116.41,1548493603,1548493576,3.0,3.0,6.0,6.0,11.0,8.0,70.0,1.0,6.0,20.0,8.0,27,3,3,41,76
1178,4.0,7130027,7130026,8894423381088121835522,8894420629067630415101,2752020491420421,2752814883498866,60000,150000,137.92,116.02,1548493622,1548493603,4.0,3.0,3.0,6.0,6.0,9.0,8.0,70.0,1.0,6.0,20.0,19,27,3,3,41
1179,3.0,7130029,7130027,8894428885434224415093,8894423381088121835522,2753119615350838,2752020491420421,60000,60000,116.7,137.92,1548493645,1548493622,4.0,4.0,3.0,3.0,6.0,54.0,9.0,8.0,70.0,1.0,6.0,23,19,27,3,3
1180,3.0,7130030,7130029,8894431640447892267002,8894428885434224415093,2755013667851909,2753119615350838,60000,60000,116.21,116.7,1548493653,1548493645,3.0,4.0,4.0,3.0,3.0,93.0,54.0,9.0,8.0,70.0,1.0,8,23,19,27,3
1181,3.0,7130031,7130030,8894434394666094415294,8894431640447892267002,2754218202148292,2755013667851909,21000,60000,126.98,116.21,1548493682,1548493653,3.0,3.0,4.0,4.0,3.0,14.0,93.0,54.0,9.0,8.0,70.0,29,8,23,19,27
1182,3.0,7130032,7130031,8894437149434052377474,8894434394666094415294,2754767957962180,2754218202148292,35000,21000,112.27,126.98,1548493691,1548493682,3.0,3.0,3.0,4.0,4.0,0.0,14.0,93.0,54.0,9.0,8.0,9,29,8,23,19
1183,5.0,7130033,7130032,8894439904751766153542,8894437149434052377474,2755317713776068,2754767957962180,70000,35000,119.13,112.27,1548493704,1548493691,3.0,3.0,3.0,3.0,4.0,10.0,0.0,14.0,93.0,54.0,9.0,13,9,29,8,23
1184,1.0,7130034,7130033,8894442661964605720927,8894439904751766153542,2757212839567385,2755317713776068,70000,70000,118.93,119.13,1548493712,1548493704,5.0,3.0,3.0,3.0,3.0,3.0,10.0,0.0,14.0,93.0,54.0,8,13,9,29,8
1185,3.0,7130035,7130034,8894445412995724443100,8894442661964605720927,2751031118722173,2757212839567385,60000,70000,116.22,118.93,1548493766,1548493712,1.0,5.0,3.0,3.0,3.0,202.0,3.0,10.0,0.0,14.0,93.0,54,8,13,9,29
1186,3.0,7130036,7130035,8894448163233322065723,8894445412995724443100,2750237597622623,2751031118722173,65000,60000,124.43,116.22,1548493792,1548493766,3.0,1.0,5.0,3.0,3.0,22.0,202.0,3.0,10.0,0.0,14.0,26,54,8,13,9
1187,2.1,7130037,7130036,8894450915363564954198,8894448163233322065723,2752130242888475,2750237597622623,67141,65000,99.29,124.43,1548493796,1548493792,3.0,3.0,1.0,5.0,3.0,2.0,22.0,202.0,3.0,10.0,0.0,4,26,54,8,13
1188,1.0,7130038,7130037,8894453668043563656561,8894450915363564954198,2752679998702363,2752130242888475,166666,67141,114.29,99.29,1548493813,1548493796,2.1,3.0,3.0,1.0,5.0,13.0,2.0,22.0,202.0,3.0,10.0,17,4,26,54,8
1189,2.0,7130039,7130038,8894456422617400203428,8894453668043563656561,2754573836546867,2752679998702363,100000,166666,106.76,114.29,1548493820,1548493813,1.0,2.1,3.0,3.0,1.0,131.0,13.0,2.0,22.0,202.0,3.0,7,17,4,26,54
1190,20.0,7130040,7130039,8894459179085999320309,8894456422617400203428,2756468599116881,2754573836546867,70000,100000,118.93,106.76,1548493825,1548493820,2.0,1.0,2.1,3.0,3.0,2.0,131.0,13.0,2.0,22.0,202.0,5,7,17,4,26
1191,3.0,7130041,7130040,8894461934758422317916,8894459179085999320309,2755672422997607,2756468599116881,21000,70000,95.24,118.93,1548493844,1548493825,20.0,2.0,1.0,2.1,3.0,8.0,2.0,131.0,13.0,2.0,22.0,19,5,7,17,4
1192,1.9375,7130042,7130041,8894464692326144304702,8894461934758422317916,2757567721986786,2755672422997607,60000,21000,115.89,95.24,1548493845,1548493844,3.0,20.0,2.0,1.0,2.1,380.0,8.0,2.0,131.0,13.0,2.0,1,19,5,7,17
1193,2.0,7130044,7130042,8894470213151187453525,8894464692326144304702,2761361096733898,2757567721986786,60000,60000,114.26,115.89,1548493856,1548493845,1.9375,3.0,20.0,2.0,1.0,5.0,380.0,8.0,2.0,131.0,13.0,11,1,19,5,7
1194,5.0,7130045,7130044,8894472975062040001311,8894470213151187453525,2761910852547786,2761361096733898,1000000,60000,118.14,114.26,1548493865,1548493856,2.0,1.9375,3.0,20.0,2.0,4.0,5.0,380.0,8.0,2.0,131.0,9,11,1,19,5
1195,4.0,7130047,7130045,8894478504579707315274,8894472975062040001311,2765708469668819,2761910852547786,70000,1000000,119.13,118.14,1548493881,1548493865,5.0,2.0,1.9375,3.0,20.0,4.0,4.0,5.0,380.0,8.0,2.0,16,9,11,1,19
1196,1.365,7130048,7130047,8894481269487489209276,8894478504579707315274,2764907781894002,2765708469668819,680000,70000,116.64,119.13,1548493899,1548493881,4.0,5.0,2.0,1.9375,3.0,534.0,4.0,4.0,5.0,380.0,8.0,18,16,9,11,1
1197,2.0,7130049,7130048,8894484036295079545043,8894481269487489209276,2766807590335767,2764907781894002,60000,680000,115.07,116.64,1548493903,1548493899,1.365,4.0,5.0,2.0,1.9375,20.0,534.0,4.0,4.0,5.0,380.0,4,18,16,9,11
1198,1.30003,7130050,7130049,8894486802301445425980,8894484036295079545043,2766006365880937,2766807590335767,90000,60000,116.25,115.07,1548493929,1548493903,2.0,1.365,4.0,5.0,2.0,6.0,20.0,534.0,4.0,4.0,5.0,26,4,18,16,9
1199,29.0,7130051,7130050,8894489570208156166645,8894486802301445425980,2767906710740665,2766006365880937,37081,90000,118.4,116.25,1548493935,1548493929,1.30003,2.0,1.365,4.0,5.0,20.0,6.0,20.0,534.0,4.0,4.0,6,26,4,18,16
1200,5.0,7130052,7130051,8894492337313105772595,8894489570208156166645,2767104949605950,2767906710740665,57087,37081,127.42,118.4,1548493959,1548493935,29.0,1.30003,2.0,1.365,4.0,9.0,20.0,6.0,20.0,534.0,4.0,24,6,26,4,18
1201,2.0,7130053,7130052,8894495106318936656107,8894492337313105772595,2769005830883512,2767104949605950,300000,57087,149.97,127.42,1548493963,1548493959,5.0,29.0,1.30003,2.0,1.365,21.0,9.0,20.0,6.0,20.0,534.0,4,24,6,26,4
1202,2.0,7130054,7130053,8894497875874523353507,8894495106318936656107,2769555586697400,2769005830883512,70000,300000,118.93,149.97,1548493977,1548493963,2.0,5.0,29.0,1.30003,2.0,1.0,21.0,9.0,20.0,6.0,20.0,14,4,24,6,26
1203,2.0,7130055,7130054,8894500648684509992429,8894497875874523353507,2772809986638922,2769555586697400,200000,70000,104.93,118.93,1548493981,1548493977,2.0,2.0,5.0,29.0,1.30003,1.0,1.0,21.0,9.0,20.0,6.0,4,14,4,24,6
1204,1.5,7130056,7130055,8894503422044252445239,8894500648684509992429,2773359742452810,2772809986638922,100000,200000,107.14,104.93,1548493997,1548493981,2.0,2.0,2.0,5.0,29.0,47.0,1.0,1.0,21.0,9.0,20.0,16,4,14,4,24
1205,2.01,7130057,7130056,8894506195953750711937,8894503422044252445239,2773909498266698,2773359742452810,21000,100000,102.04,107.14,1548494008,1548493997,1.5,2.0,2.0,2.0,5.0,2.0,47.0,1.0,1.0,21.0,9.0,11,16,4,14,4
1206,1.3,7130058,7130057,8894508969058556795323,8894506195953750711937,2773104806083386,2773909498266698,21000,21000,119.05,102.04,1548494034,1548494008,2.01,1.5,2.0,2.0,2.0,1.0,2.0,47.0,1.0,1.0,21.0,26,11,16,4,14
1207,3.25,7130059,7130058,8894511744067173773692,8894508969058556795323,2775008616978369,2773104806083386,21000,21000,95.24,119.05,1548494036,1548494034,1.3,2.01,1.5,2.0,2.0,1.0,1.0,2.0,47.0,1.0,1.0,2,26,11,16,4
1208,5.0,7130060,7130059,8894514514205607860917,8894511744067173773692,2770138434087225,2775008616978369,42000,21000,119.05,95.24,1548494084,1548494036,3.25,1.3,2.01,1.5,2.0,5.0,1.0,1.0,2.0,47.0,1.0,48,2,26,11,16
1209,1.3,7130061,7130060,8894517286246404419299,8894514514205607860917,2772040796558382,2770138434087225,41000,42000,115.9,119.05,1548494086,1548494084,5.0,3.25,1.3,2.01,1.5,44.0,5.0,1.0,1.0,2.0,47.0,2,48,2,26,11
1210,1.3,7130062,7130061,8894520061544027881957,8894517286246404419299,2775297623462658,2772040796558382,235411,41000,106.93,115.9,1548494090,1548494086,1.3,5.0,3.25,1.3,2.01,4.0,44.0,5.0,1.0,1.0,2.0,4,2,48,2,26
1211,3.0,7130063,7130062,8894522838746532951209,8894520061544027881957,2777202505069252,2775297623462658,21000,235411,112.99,106.93,1548494097,1548494090,1.3,1.3,5.0,3.25,1.3,3.0,4.0,44.0,5.0,1.0,1.0,7,4,2,48,2
1212,2.0,7130064,7130063,8894525615142737923671,8894522838746532951209,2776396204972462,2777202505069252,21000,21000,129.87,112.99,1548494116,1548494097,3.0,1.3,1.3,5.0,3.25,16.0,3.0,4.0,44.0,5.0,1.0,19,7,4,2,48
1213,1.0,7130065,7130064,8894528393444360919480,8894525615142737923671,2778301622995809,2776396204972462,382588,21000,112.06,129.87,1548494119,1548494116,2.0,3.0,1.3,1.3,5.0,19.0,16.0,3.0,4.0,44.0,5.0,3,19,7,4,2
1214,2.0,7130066,7130065,8894531173652332318530,8894528393444360919480,2780207971399050,2778301622995809,500000,382588,124.92,112.06,1548494122,1548494119,1.0,2.0,3.0,1.3,1.3,243.0,19.0,16.0,3.0,4.0,44.0,3,3,19,7,4
1215,1.3,7130067,7130066,8894533955767582955002,8894531173652332318530,2782115250636472,2780207971399050,350646,500000,105.57,124.92,1548494126,1548494122,2.0,1.0,2.0,3.0,1.3,1143.0,243.0,19.0,16.0,3.0,4.0,4,3,3,19,7
1216,1.0,7130068,7130067,8894536739791044117586,8894533955767582955002,2784023461162584,2782115250636472,50000,350646,115.52,105.57,1548494128,1548494126,1.3,2.0,1.0,2.0,3.0,65.0,1143.0,243.0,19.0,16.0,3.0,2,4,3,3,19
1217,4.5,7130070,7130068,8894542306764732179632,8894536739791044117586,2781041084629929,2784023461162584,21000,50000,119.05,115.52,1548494174,1548494128,1.0,1.3,2.0,1.0,2.0,13.0,65.0,1143.0,243.0,19.0,16.0,46,2,4,3,3
1218,2.0,7130071,7130070,8894545085639712189241,8894542306764732179632,2778874980009609,2781041084629929,42000,21000,115.89,119.05,1548494201,1548494174,4.5,1.0,1.3,2.0,1.0,17.0,13.0,65.0,1143.0,243.0,19.0,27,46,2,4,3
1219,3.0,7130072,7130071,8894547859636957817410,8894545085639712189241,2773997245628169,2778874980009609,200000,42000,95.24,115.89,1548494249,1548494201,2.0,4.5,1.0,1.3,2.0,31.0,17.0,13.0,65.0,1143.0,243.0,48,27,46,2,4
1220,41.0,7130073,7130072,8894550634183959259467,8894547859636957817410,2774547001442057,2773997245628169,52051,200000,117.15,95.24,1548494265,1548494249,3.0,2.0,4.5,1.0,1.3,4.0,31.0,17.0,13.0,65.0,1143.0,16,48,27,46,2
1221,3.0,7130074,7130073,8894553409280716515412,8894550634183959259467,2775096757255945,2774547001442057,42000,52051,115.65,117.15,1548494275,1548494265,41.0,3.0,2.0,4.5,1.0,18.0,4.0,31.0,17.0,13.0,65.0,10,16,48,27,46
1222,20.0,7130075,7130074,8894556186282257298748,8894553409280716515412,2777001540783336,2775096757255945,60000,42000,112.63,115.65,1548494285,1548494275,3.0,41.0,3.0,2.0,4.5,2.0,18.0,4.0,31.0,17.0,13.0,10,10,16,48,27
1223,2.0,7130076,7130075,8894558962477596112387,8894556186282257298748,2776195338813639,2777001540783336,400000,60000,119.26,112.63,1548494311,1548494285,20.0,3.0,41.0,3.0,2.0,68.0,2.0,18.0,4.0,31.0,17.0,26,10,10,16,48
1224,6.0,7130077,7130076,8894561739222690739914,8894558962477596112387,2776745094627527,2776195338813639,850000,400000,114.92,119.26,1548494324,1548494311,2.0,20.0,3.0,41.0,3.0,45.0,68.0,2.0,18.0,4.0,31.0,13,26,10,10,16
1225,2.0,7130078,7130077,8894564517873373747065,8894561739222690739914,2778650683007151,2776745094627527,100000,850000,87.35,114.92,1548494327,1548494324,6.0,2.0,20.0,3.0,41.0,44.0,45.0,68.0,2.0,18.0,4.0,3,13,26,10,10
1226,7.0,7130079,7130078,8894567290289997424044,8894564517873373747065,2772416623676979,2778650683007151,150000,100000,118.31,87.35,1548494389,1548494327,2.0,6.0,2.0,20.0,3.0,1.0,44.0,45.0,68.0,2.0,18.0,62,3,13,26,10
1227,2.0,7130080,7130079,8894570064610095969440,8894567290289997424044,2774320098545396,2772416623676979,70000,150000,119.13,118.31,1548494391,1548494389,7.0,2.0,6.0,2.0,20.0,2.0,1.0,44.0,45.0,68.0,2.0,2,62,3,13,26
1228,2.0,7130081,7130080,8894572840834598814341,8894570064610095969440,2776224502844901,2774320098545396,21000,70000,115.64,119.13,1548494393,1548494391,2.0,7.0,2.0,6.0,2.0,24.0,2.0,1.0,44.0,45.0,68.0,2,2,62,3,13
1229,1.5,7130082,7130081,8894575618964435843659,8894572840834598814341,2778129837029318,2776224502844901,40000,21000,116.23,115.64,1548494403,1548494393,2.0,2.0,7.0,2.0,6.0,42.0,24.0,2.0,1.0,44.0,45.0,10,2,2,62,3
1230,1.4,7130083,7130082,8894578399000537396351,8894575618964435843659,2780036101552692,2778129837029318,100000,40000,115.87,116.23,1548494407,1548494403,1.5,2.0,2.0,7.0,2.0,171.0,42.0,24.0,2.0,1.0,44.0,4,10,2,2,62
1231,2.0,7130088,7130083,8894592323727707836723,8894578399000537396351,2788220764940304,2780036101552692,21000,100000,119.05,115.87,1548494434,1548494407,1.4,1.5,2.0,2.0,7.0,3.0,171.0,42.0,24.0,2.0,1.0,27,4,10,2,2
1232,2.0,7130089,7130088,8894595113859664511296,8894592323727707836723,2790131956674573,2788220764940304,4000000,21000,115.66,119.05,1548494450,1548494434,2.0,1.4,1.5,2.0,2.0,9.0,3.0,171.0,42.0,24.0,2.0,16,27,4,10,2
1233,1.29093,7130090,7130089,8894597905903746119227,8894595113859664511296,2792044081607931,2790131956674573,229291,4000000,109.96,115.66,1548494452,1548494450,2.0,2.0,1.4,1.5,2.0,1441.0,9.0,3.0,171.0,42.0,24.0,2,16,27,4,10
1234,1.38468,7130092,7130090,8894603490277476762804,8894597905903746119227,2793143195995980,2792044081607931,4000000,229291,114.29,109.96,1548494495,1548494452,1.29093,2.0,2.0,1.4,1.5,10.0,1441.0,9.0,3.0,171.0,42.0,43,2,16,27,4
1235,6.0,7130093,7130092,8894606285334268023841,8894603490277476762804,2795056791261037,2793143195995980,70000,4000000,118.93,114.29,1548494497,1548494495,1.38468,1.29093,2.0,2.0,1.4,16.0,10.0,1441.0,9.0,3.0,171.0,2,43,2,16,27
1236,5.0,7130094,7130093,8894609082305588922623,8894606285334268023841,2796971320898782,2795056791261037,7600027,70000,121.95,118.93,1548494500,1548494497,6.0,1.38468,1.29093,2.0,2.0,221.0,16.0,10.0,1441.0,9.0,3.0,3,2,43,2,16
1237,2.0,7130096,7130094,8894614681995559405581,8894609082305588922623,2800803185117506,2796971320898782,90000,7600027,113.38,121.95,1548494512,1548494500,5.0,6.0,1.38468,1.29093,2.0,13.0,221.0,16.0,10.0,1441.0,9.0,12,3,2,43,2
1238,2.0,7130097,7130096,8894617479245761296276,8894614681995559405581,2797250201890695,2800803185117506,25200,90000,136.05,113.38,1548494554,1548494512,2.0,5.0,6.0,1.38468,1.29093,15.0,13.0,221.0,16.0,10.0,1441.0,42,12,3,2,43
1239,2.0,7130098,7130097,8894620275679874175718,8894617479245761296276,2796434112879442,2797250201890695,100000,25200,104.78,136.05,1548494574,1548494554,2.0,2.0,5.0,6.0,1.38468,5.0,15.0,13.0,221.0,16.0,10.0,20,42,12,3,2
1240,3.0,7130099,7130098,8894623067201957492332,8894620275679874175718,2791522083316614,2796434112879442,73068,100000,116.33,104.78,1548494622,1548494574,2.0,2.0,2.0,5.0,6.0,19.0,5.0,15.0,13.0,221.0,16.0,48,20,42,12,3
1241,1.4,7130100,7130099,8894625856547700838346,8894623067201957492332,2789345743346014,2791522083316614,74316,73068,112.83,116.33,1548494652,1548494622,3.0,2.0,2.0,2.0,5.0,5.0,19.0,5.0,15.0,13.0,221.0,30,48,20,42,12
