,gasprice,height,heightl1,totaldifficulty,totaldiffl1,difficulty,diffl1,gaslimit,limitl1,rate,ratel1,timestamp,timestampl1,gaspricel1,gaspricel2,gaspricel3,gaspricel4,gaspricel5,confirmtime,conl1,conl2,conl3,conl4,conl5,timespan1,timespan2,timespan3,timespan4,timespan5
666,4.0,7129421,7129420,8892757173126887132253,8892754417952854942316,2755174032189937,2753279901424182,100000,70000,114.31,119.13,1548483268,1548483265,2.4,5.0,20.0,5.3,10.0,0.0,0.0,47.0,13.0,71.0,33.0,3,4,62,22,23
667,2.0,7129422,7129421,8892759927505375315673,8892757173126887132253,2754378488183420,2755174032189937,52332,100000,95.54,114.31,1548483292,1548483268,4.0,2.4,5.0,20.0,5.3,24.0,0.0,0.0,47.0,13.0,71.0,24,3,4,62,22
668,1.0,7129423,7129422,8892762683778530684164,8892759927505375315673,2756273155368491,2754378488183420,1000000,52332,116.23,95.54,1548483297,1548483292,2.0,4.0,2.4,5.0,20.0,27.0,24.0,0.0,0.0,47.0,13.0,5,24,3,4,62
669,1.4,7129424,7129423,8892765440601441866543,8892762683778530684164,2756822911182379,2756273155368491,133000,1000000,102.47,116.23,1548483315,1548483297,1.0,2.0,4.0,2.4,5.0,1149.0,27.0,24.0,0.0,0.0,47.0,18,5,24,3,4
670,1.4,7129426,7129424,8892770949164303589517,8892765440601441866543,2755228509538007,2756822911182379,336565,133000,122.9,102.47,1548483359,1548483315,1.4,1.0,2.0,4.0,2.4,1350.0,1149.0,27.0,24.0,0.0,0.0,44,18,5,24,3
671,25.0,7129431,7129426,8892784667651799560239,8892770949164303589517,2745868461629542,2755228509538007,120000,336565,111.11,122.9,1548483512,1548483359,1.4,1.4,1.0,2.0,4.0,1.0,1350.0,1149.0,27.0,24.0,0.0,153,44,18,5,24
672,2.1,7129432,7129431,8892787414070017003669,8892784667651799560239,2746418217443430,2745868461629542,70000,120000,118.93,111.11,1548483529,1548483512,25.0,1.4,1.4,1.0,2.0,12.0,1.0,1350.0,1149.0,27.0,24.0,17,153,44,18,5
673,1.4,7129435,7129432,8892795656622968176199,8892787414070017003669,2749408659725915,2746418217443430,75468,70000,115.88,118.93,1548483557,1548483529,2.1,25.0,1.4,1.4,1.0,1115.0,12.0,1.0,1350.0,1149.0,27.0,28,17,153,44,18
674,3.0,7129436,7129435,8892798401211444927478,8892795656622968176199,2744588476751279,2749408659725915,112476,75468,107.78,115.88,1548483607,1548483557,1.4,2.1,25.0,1.4,1.4,38.0,1115.0,12.0,1.0,1350.0,1149.0,50,28,17,153,44
675,2.4,7129437,7129436,8892801146349677492645,8892798401211444927478,2745138232565167,2744588476751279,21000,112476,111.11,107.78,1548483621,1548483607,3.0,1.4,2.1,25.0,1.4,52.0,38.0,1115.0,12.0,1.0,1350.0,14,50,28,17,153
676,5.0,7129438,7129437,8892803889356866816462,8892801146349677492645,2743007189323817,2745138232565167,70000,21000,119.13,111.11,1548483661,1548483621,2.4,3.0,1.4,2.1,25.0,36.0,52.0,38.0,1115.0,12.0,1.0,40,14,50,28,17
677,2.24,7129439,7129438,8892806631574452975005,8892803889356866816462,2742217586158543,2743007189323817,55000,70000,114.03,119.13,1548483682,1548483661,5.0,2.4,3.0,1.4,2.1,5.0,36.0,52.0,38.0,1115.0,12.0,21,40,14,50,28
678,3.0,7129440,7129439,8892809368985901224472,8892806631574452975005,2737411448249467,2742217586158543,21000,55000,126.98,114.03,1548483734,1548483682,2.24,5.0,2.4,3.0,1.4,21.0,5.0,36.0,52.0,38.0,1115.0,52,21,40,14,50
679,20.0,7129441,7129440,8892812105610478604112,8892809368985901224472,2736624577379640,2737411448249467,21000,21000,111.11,126.98,1548483758,1548483734,3.0,2.24,5.0,2.4,3.0,83.0,21.0,5.0,36.0,52.0,38.0,24,52,21,40,14
680,2.875,7129442,7129441,8892814844121054267063,8892812105610478604112,2738510575662951,2736624577379640,21000,21000,105.82,111.11,1548483765,1548483758,20.0,3.0,2.24,5.0,2.4,2.0,83.0,21.0,5.0,36.0,52.0,7,24,52,21,40
681,1.0,7129443,7129442,8892817585855712477946,8892814844121054267063,2741734658210883,2738510575662951,1000000,21000,116.6,105.82,1548483766,1548483765,2.875,20.0,3.0,2.24,5.0,87.0,2.0,83.0,21.0,5.0,36.0,1,7,24,52,21
682,2.0,7129444,7129443,8892820328140126502717,8892817585855712477946,2742284414024771,2741734658210883,168000,1000000,115.71,116.6,1548483780,1548483766,1.0,2.875,20.0,3.0,2.24,4.0,87.0,2.0,83.0,21.0,5.0,14,1,7,24,52
683,2.0,7129445,7129444,8892823070974296341376,8892820328140126502717,2742834169838659,2742284414024771,21000,168000,126.98,115.71,1548483797,1548483780,2.0,1.0,2.875,20.0,3.0,12.0,4.0,87.0,2.0,83.0,21.0,17,14,1,7,24
684,2.24,7129446,7129445,8892825814358221993923,8892823070974296341376,2743383925652547,2742834169838659,211396,21000,114.02,126.98,1548483810,1548483797,2.0,2.0,1.0,2.875,20.0,1.0,12.0,4.0,87.0,2.0,83.0,13,17,14,1,7
685,1.5,7129447,7129446,8892828559631446392805,8892825814358221993923,2745273224398882,2743383925652547,250000,211396,116.12,114.02,1548483812,1548483810,2.24,2.0,2.0,1.0,2.875,32.0,1.0,12.0,4.0,87.0,2.0,2,13,17,14,1
686,2.0,7129454,7129447,8892847817424785470914,8892828559631446392805,2754489065401082,2745273224398882,21000,250000,111.11,116.12,1548483879,1548483812,1.5,2.24,2.0,2.0,1.0,9.0,32.0,1.0,12.0,4.0,87.0,67,2,13,17,14
687,1.5,7129456,7129454,8892853326706949915321,8892847817424785470914,2754243343229437,2754489065401082,100000,21000,116.11,111.11,1548483906,1548483879,2.0,1.5,2.24,2.0,2.0,28.0,9.0,32.0,1.0,12.0,4.0,27,67,2,13,17
688,5.0,7129460,7129456,8892864341107255768019,8892853326706949915321,2755096744647896,2754243343229437,60000,100000,131.76,116.11,1548483963,1548483906,1.5,2.0,1.5,2.24,2.0,6.0,28.0,9.0,32.0,1.0,12.0,57,27,67,2,13
689,1.4,7129461,7129460,8892867095408494147456,8892864341107255768019,2754301238379437,2755096744647896,52733,60000,116.35,131.76,1548483982,1548483963,5.0,1.5,2.0,1.5,2.24,8.0,6.0,28.0,9.0,32.0,1.0,19,57,27,67,2
690,10.1,7129462,7129461,8892869850259488340781,8892867095408494147456,2754850994193325,2754301238379437,500000,52733,116.76,116.35,1548483993,1548483982,1.4,5.0,1.5,2.0,1.5,0.0,8.0,6.0,28.0,9.0,32.0,11,19,57,27,67
691,2.0,7129463,7129462,8892872605660238347994,8892869850259488340781,2755400750007213,2754850994193325,55000,500000,108.11,116.76,1548484005,1548483993,10.1,1.4,5.0,1.5,2.0,10.0,0.0,8.0,6.0,28.0,9.0,12,11,19,57,27
692,5.0,7129465,7129463,8892878120801826849012,8892872605660238347994,2757845672157453,2755400750007213,119977,55000,125.02,108.11,1548484019,1548484005,2.0,10.1,1.4,5.0,1.5,805.0,10.0,0.0,8.0,6.0,28.0,14,12,11,19,57
693,1.0,7129466,7129465,8892880877850650488245,8892878120801826849012,2757048823639233,2757845672157453,50000,119977,115.67,125.02,1548484043,1548484019,5.0,2.0,10.1,1.4,5.0,18.0,805.0,10.0,0.0,8.0,6.0,24,14,12,11,19
694,5.0,7129467,7129466,8892883631410584203615,8892880877850650488245,2753559933715370,2757048823639233,25200,50000,119.05,115.67,1548484080,1548484043,1.0,5.0,2.0,10.1,1.4,11.0,18.0,805.0,10.0,0.0,8.0,37,24,14,12,11
695,5.3,7129468,7129467,8892886382831250360105,8892883631410584203615,2751420666156490,2753559933715370,21000,25200,111.11,119.05,1548484107,1548484080,5.0,1.0,5.0,2.0,10.1,38.0,11.0,18.0,805.0,10.0,0.0,27,37,24,14,12
696,2.0,7129469,7129468,8892889130771270964045,8892886382831250360105,2747940020603940,2751420666156490,250000,21000,107.99,111.11,1548484146,1548484107,5.3,5.0,1.0,5.0,2.0,10.0,38.0,11.0,18.0,805.0,10.0,39,27,37,24,14
697,10.0,7129470,7129469,8892891873893977029133,8892889130771270964045,2743122706065088,2747940020603940,21000,250000,109.89,107.99,1548484191,1548484146,2.0,5.3,5.0,1.0,5.0,23.0,10.0,38.0,11.0,18.0,805.0,45,39,27,37,24
698,2.0,7129471,7129470,8892894616227023524289,8892891873893977029133,2742333046495156,2743122706065088,106000,21000,108.44,109.89,1548484213,1548484191,10.0,2.0,5.3,5.0,1.0,45.0,23.0,10.0,38.0,11.0,18.0,22,45,39,27,37
699,1.6,7129472,7129471,8892897360448855641191,8892894616227023524289,2744221832116902,2742333046495156,37136,106000,116.24,108.44,1548484221,1548484213,2.0,10.0,2.0,5.3,5.0,79.0,45.0,23.0,10.0,38.0,11.0,8,22,45,39,27
700,1.7,7129474,7129472,8892902857243124631370,8892897360448855641191,2749342776926463,2744221832116902,1455044,37136,111.83,116.24,1548484235,1548484221,1.6,2.0,10.0,2.0,5.3,57.0,79.0,45.0,23.0,10.0,38.0,14,8,22,45,39
701,1.5,7129475,7129474,8892905607135657371721,8892902857243124631370,2749892532740351,2749342776926463,82740,1455044,108.55,111.83,1548484249,1548484235,1.7,1.6,2.0,10.0,2.0,10.0,57.0,79.0,45.0,23.0,10.0,14,14,8,22,45
702,1.5,7129476,7129475,8892908356235224962708,8892905607135657371721,2749099567590987,2749892532740351,120000,82740,119.9,108.55,1548484268,1548484249,1.5,1.7,1.6,2.0,10.0,14.0,10.0,57.0,79.0,45.0,23.0,19,14,14,8,22
703,1.5,7129477,7129476,8892911105884548367583,8892908356235224962708,2749649323404875,2749099567590987,236820,120000,94.42,119.9,1548484285,1548484268,1.5,1.5,1.7,1.6,2.0,14.0,14.0,10.0,57.0,79.0,45.0,17,19,14,14,8
704,1.5,7129478,7129477,8892913856083627586346,8892911105884548367583,2750199079218763,2749649323404875,21000,236820,111.11,94.42,1548484298,1548484285,1.5,1.5,1.5,1.7,1.6,8.0,14.0,14.0,10.0,57.0,79.0,13,17,19,14,14
705,2.1,7129479,7129478,8892916602803850686550,8892913856083627586346,2746720223100204,2750199079218763,58300,21000,114.29,111.11,1548484337,1548484298,1.5,1.5,1.5,1.5,1.7,30.0,8.0,14.0,14.0,10.0,57.0,39,13,17,19,14
706,1.5,7129480,7129479,8892919350073829600642,8892916602803850686550,2747269978914092,2746720223100204,51466,58300,116.38,114.29,1548484352,1548484337,2.1,1.5,1.5,1.5,1.5,29.0,30.0,8.0,14.0,14.0,10.0,15,39,13,17,19
707,1.5,7129481,7129480,8892922096552123909231,8892919350073829600642,2746478294308589,2747269978914092,293691,51466,102.15,116.38,1548484373,1548484352,1.5,2.1,1.5,1.5,1.5,56.0,29.0,30.0,8.0,14.0,14.0,21,15,39,13,17
708,2.0,7129486,7129481,8892935839869656742906,8892922096552123909231,2747882830590145,2746478294308589,37136,293691,115.83,102.15,1548484439,1548484373,1.5,1.5,2.1,1.5,1.5,10.0,56.0,29.0,30.0,8.0,14.0,66,21,15,39,13
