,height,date,difficulty,gaslimit,rate,gasprice,confirmtime
21523,7130219,26180737,2.69792,21000,119.05,40,55
21524,7130219,26180737,2.69792,70000,105.62,10,57
21525,7130219,26180737,2.69792,400000,115.02,14,92
21526,7130219,26180737,2.69792,105156,114.12,40,94
21527,7130219,26180737,2.69792,150000,114.29,50,94
21528,7130220,26180739,2.69978,150000,121.7,11,1
21529,7130220,26180739,2.69978,58300,114.29,50,12
21530,7130220,26180739,2.69978,21000,119.05,8,22
21531,7130220,26180739,2.69978,37980,115.47,2,24
21532,7130220,26180739,2.69978,80000,109.05,7,26
21533,7130220,26180739,2.69978,80967,102.92,1.8,30
21534,7130220,26180739,2.69978,290286,99.1,2,40
21535,7130220,26180739,2.69978,223767,122.96,1.9,45
21536,7130220,26180739,2.69978,1000000,113.92,2,51
21537,7130220,26180739,2.69978,80620,115.76,2,53
21538,7130220,26180739,2.69978,1600000,116.21,2.2,59
21539,7130220,26180739,2.69978,1600000,127.87,3,94
21540,7130220,26180739,2.69978,1600000,128.03,3,96
21541,7130221,26180743,2.70165,57510,114.76,50,0
21542,7130221,26180743,2.70165,290286,113.69,2,2
21543,7130221,26180743,2.70165,60000,115.89,10,3
21544,7130221,26180743,2.70165,70000,118.73,20,3
21545,7130221,26180743,2.70165,70000,119.13,20,3
21546,7130221,26180743,2.70165,21000,109.89,13,3
21547,7130221,26180743,2.70165,70000,119.13,20,3
21548,7130221,26180743,2.70165,70000,118.93,20,3
21549,7130221,26180743,2.70165,710000,110.45,5,3
21550,7130221,26180743,2.70165,67141,80.68,2.4,3
21551,7130221,26180743,2.70165,150000,127.15,2.9,3
21552,7130221,26180743,2.70165,65000,119.72,10,4
21553,7130221,26180743,2.70165,74004,114.86,40,4
21554,7130221,26180743,2.70165,710000,110.45,5,4
21555,7130221,26180743,2.70165,1000000,115.71,2,16
21556,7130221,26180743,2.70165,600000,112.97,2,24
21557,7130222,26180750,2.70484,21000,102.04,14,1
21558,7130222,26180750,2.70484,1600000,128.03,3,1
21559,7130222,26180750,2.70484,4000000,115.66,6,1
21560,7130222,26180750,2.70484,285839,118.95,5,1
21561,7130222,26180750,2.70484,150000,116.02,50,1
21562,7130222,26180750,2.70484,1600000,127.87,3,3
21563,7130222,26180750,2.70484,700000,121.8,1.799,3
21564,7130222,26180750,2.70484,700000,121.8,1.799,3
21565,7130222,26180750,2.70484,40000,116.24,1.6,3
21566,7130222,26180750,2.70484,1600000,127.87,3,3
21567,7130222,26180750,2.70484,50000,114.65,1.4,5
21568,7130222,26180750,2.70484,50000,115.46,1.3,5
21569,7130222,26180750,2.70484,50000,115.78,1.4,5
21570,7130222,26180750,2.70484,80967,102.92,1.8,5
21571,7130222,26180750,2.70484,50000,115.88,1.4,5
21572,7130223,26180753,2.70671,60000,116.03,10,2
21573,7130223,26180753,2.70671,21000,119.05,8,2
21574,7130223,26180753,2.70671,21000,95.24,5,2
21575,7130223,26180753,2.70671,290286,113.69,2,2
21576,7130224,26180844,2.70197,250000,115.87,16,2
21577,7130224,26180844,2.70197,210000,120.88,6,3
21578,7130224,26180844,2.70197,90000,115.23,10,3
21579,7130224,26180844,2.70197,420000,114.63,35,7
21580,7130224,26180844,2.70197,21000,119.05,8,7
21581,7130224,26180844,2.70197,400000,115.79,14,9
21582,7130224,26180844,2.70197,1500000,116.54,5,11
21583,7130224,26180844,2.70197,21000,119.05,8,13
21584,7130224,26180844,2.70197,1000000,116,10,13
21585,7130224,26180844,2.70197,90000,117.13,13.333,13
21586,7130224,26180844,2.70197,104444,114.89,40,15
21587,7130224,26180844,2.70197,90000,118.76,8,15
21588,7130224,26180844,2.70197,108000,116.89,14,17
21589,7130224,26180844,2.70197,21000,105.82,9,17
21590,7130224,26180844,2.70197,100000,115.39,10,19
21591,7130224,26180844,2.70197,21000,105.82,9,19
21592,7130224,26180844,2.70197,21000,129.87,11,23
21593,7130224,26180844,2.70197,21000,119.05,8,23
21594,7130224,26180844,2.70197,108000,113.29,13,27
21595,7130224,26180844,2.70197,105156,114.12,40,27
21596,7130224,26180844,2.70197,710000,110.45,5,27
21597,7130224,26180844,2.70197,21000,119.05,60,29
21598,7130224,26180844,2.70197,21000,119.05,8,31
21599,7130224,26180844,2.70197,70000,105.8,10,31
21600,7130224,26180844,2.70197,21000,95.24,5,33
21601,7130224,26180844,2.70197,90000,95.24,10,33
21602,7130224,26180844,2.70197,90000,114.94,29,35
21603,7130224,26180844,2.70197,104418,114.85,8,35
21604,7130224,26180844,2.70197,90000,95.24,10,35
21605,7130224,26180844,2.70197,21000,79.37,6,38
21606,7130224,26180844,2.70197,22000,123.46,27,42
21607,7130224,26180844,2.70197,52472,119.11,8,42
21608,7130224,26180844,2.70197,21000,126.98,15,44
21609,7130224,26180844,2.70197,90000,118.92,21,46
21610,7130224,26180844,2.70197,102946,116.57,40,46
21611,7130224,26180844,2.70197,36921,112.3,41,46
21612,7130224,26180844,2.70197,250000,104.56,4,48
21613,7130224,26180844,2.70197,166666,114.29,50,48
21614,7130224,26180844,2.70197,70000,119.13,20,48
21615,7130225,26180905,2.7012,120000,115.48,2.6,40
21616,7130225,26180905,2.7012,38370,114.91,2,42
21617,7130225,26180905,2.7012,816630,136.54,5,48
21618,7130225,26180905,2.7012,21000,115.64,2.6,56
21619,7130225,26180905,2.7012,1200000,118.69,4,65
21620,7130226,26180921,2.70175,276423,111.05,5,0
21621,7130226,26180921,2.70175,500000,107.96,2,0
21622,7130226,26180921,2.70175,50000,108.23,8.8,2
21623,7130226,26180921,2.70175,1700000,121.09,9,2
21624,7130226,26180921,2.70175,21000,99.21,4.8,2
21625,7130226,26180921,2.70175,21000,99.21,4.8,2
21626,7130226,26180921,2.70175,129000,117.94,16,2
21627,7130226,26180921,2.70175,800000,120.88,2,2
21628,7130226,26180921,2.70175,53733,106.01,10,2
21629,7130226,26180921,2.70175,21000,116.25,4,2
21630,7130226,26180921,2.70175,74478,112.42,20,2
21631,7130226,26180921,2.70175,21000,116.14,41,2
21632,7130226,26180921,2.70175,70000,105.62,10,4
21633,7130226,26180921,2.70175,21000,115.64,2,4
21634,7130226,26180921,2.70175,60000,106.32,10.2,4
21635,7130226,26180921,2.70175,21000,114.29,50,4
21636,7130226,26180921,2.70175,63600,105.01,2,6
21637,7130226,26180921,2.70175,710000,110.45,5,6
21638,7130226,26180921,2.70175,90000,114.94,29,6
21639,7130226,26180921,2.70175,100000,103.82,6,8
21640,7130226,26180921,2.70175,42000,115.89,3,10
21641,7130226,26180921,2.70175,500000,111.06,12,10
21642,7130226,26180921,2.70175,50000,95.24,5,10
21643,7130226,26180921,2.70175,1000000,120.21,2,39
21644,7130226,26180921,2.70175,346659,108.18,2,56
21645,7130226,26180921,2.70175,4000000,90.7,3,56
21646,7130226,26180921,2.70175,250000,111.04,2,62
21647,7130226,26180921,2.70175,500000,123.82,2,79
21648,7130227,26180959,2.69834,21000,119.05,8,5
21649,7130227,26180959,2.69834,50000,116.29,1,5
21650,7130227,26180959,2.69834,50000,114.57,1,5
21651,7130227,26180959,2.69834,300000,116.25,3.459,7
21652,7130227,26180959,2.69834,50000,115.71,1,7
21653,7130227,26180959,2.69834,50000,115.57,1,7
21654,7130227,26180959,2.69834,100000,106.47,8,7
21655,7130227,26180959,2.69834,50000,115.52,1,7
21656,7130227,26180959,2.69834,50000,115.71,1,7
21657,7130227,26180959,2.69834,21000,79.37,6,9
21658,7130227,26180959,2.69834,159988,129.5,2.016,9
21659,7130228,26181002,2.70021,210000,116.78,18,1
21660,7130228,26181002,2.70021,2000000,121.69,12,1
21661,7130228,26181002,2.70021,21000,126.98,15,1
21662,7130228,26181002,2.70021,21000,116.14,41,2
21663,7130228,26181002,2.70021,70000,118.93,20,2
21664,7130228,26181002,2.70021,710000,110.45,5,2
21665,7130228,26181002,2.70021,400000,114.86,14,12
21666,7130229,26181023,2.69944,181000,120.41,5.505,1
21667,7130229,26181023,2.69944,200000,119.28,51.9,1
21668,7130229,26181023,2.69944,21000,119.05,8,3
21669,7130229,26181023,2.69944,105946,117.98,40,3
21670,7130229,26181023,2.69944,50000,119.05,40,3
21671,7130229,26181023,2.69944,21000,119.05,8,5
21672,7130229,26181023,2.69944,275534,118.69,8.05,9
21673,7130229,26181023,2.69944,50000,116.29,1,17
21674,7130229,26181023,2.69944,150000,114.29,50,17
21675,7130229,26181023,2.69944,50000,116.24,1,17
21676,7130229,26181023,2.69944,74816,111.57,20,17
21677,7130229,26181023,2.69944,760000,112.63,6.5,17
21678,7130229,26181023,2.69944,150000,114.29,50,17
21679,7130229,26181023,2.69944,2451000,115.63,6,17
21680,7130229,26181023,2.69944,21051,115.48,2,17
21681,7130229,26181023,2.69944,50000,115.62,1,17
21682,7130229,26181023,2.69944,21000,115.67,2,17
21683,7130229,26181023,2.69944,76033,98.64,2,17
21684,7130229,26181023,2.69944,360000,116.47,7.314,17
21685,7130229,26181023,2.69944,21000,119.05,8,17
21686,7130229,26181023,2.69944,90000,113.38,21,17
21687,7130229,26181023,2.69944,100000,100.43,3,17
21688,7130229,26181023,2.69944,21000,115.67,4,17
21689,7130229,26181023,2.69944,80967,102.92,1.8,19
21690,7130229,26181023,2.69944,50000,116.33,1,19
21691,7130229,26181023,2.69944,80967,102.92,1.8,19
21692,7130229,26181023,2.69944,50000,115.86,1,19
21693,7130230,26181046,2.69867,55023,115.65,2.1,4
21694,7130230,26181046,2.69867,21000,119.05,12,4
21695,7130230,26181046,2.69867,42000,119.05,20,4
21696,7130230,26181046,2.69867,21000,116.26,3.3,6
21697,7130230,26181046,2.69867,42000,119.05,20,6
21698,7130230,26181046,2.69867,21000,119.05,8,6
21699,7130230,26181046,2.69867,21000,129.87,11,8
21700,7130230,26181046,2.69867,42000,119.05,20,8
21701,7130230,26181046,2.69867,42000,119.05,20,8
21702,7130230,26181046,2.69867,21000,119.05,8,8
21703,7130230,26181046,2.69867,100000,103.69,2,8
21704,7130230,26181046,2.69867,90000,114.94,29,8
21705,7130230,26181046,2.69867,90000,119.29,29,8
21706,7130230,26181046,2.69867,21000,111.61,25.6,10
21707,7130230,26181046,2.69867,21000,126.98,15,11
21708,7130230,26181046,2.69867,42000,119.05,20,11
21709,7130230,26181046,2.69867,210000,116.78,18,11
21710,7130230,26181046,2.69867,36721,102.12,8,12
21711,7130230,26181046,2.69867,60000,130.85,8,14
21712,7130230,26181046,2.69867,21000,124.22,23,14
21713,7130230,26181046,2.69867,52967,94.4,2,16
21714,7130230,26181046,2.69867,65080,116.28,1.6,16
21715,7130230,26181046,2.69867,65000,112.99,9.1,16
21716,7130230,26181046,2.69867,70000,119.13,20,19
21717,7130230,26181046,2.69867,30000,111.11,30,19
21718,7130230,26181046,2.69867,21000,116.14,41,19
21719,7130230,26181046,2.69867,710000,110.45,5,19
21720,7130230,26181046,2.69867,35000,105.25,9.2,21
21721,7130230,26181046,2.69867,50000,95.24,5,21
21722,7130230,26181046,2.69867,70000,118.93,20,21
21723,7130230,26181046,2.69867,21000,119.05,20,21
21724,7130230,26181046,2.69867,47145,127.27,5,21
21725,7130230,26181046,2.69867,1130608,116.3,5,21
21726,7130230,26181046,2.69867,25200,91.25,5.219,21
21727,7130230,26181046,2.69867,90000,117.13,13.333,26
21728,7130230,26181046,2.69867,67141,80.68,2.4,40
21729,7130230,26181046,2.69867,70000,105.8,10,40
21730,7130231,26181107,2.69922,52307,117.68,41,6
21731,7130231,26181107,2.69922,36488,113.64,41,8
21732,7130231,26181107,2.69922,34860,115.74,2,8
21733,7130231,26181107,2.69922,235411,106.93,2,13
21734,7130231,26181107,2.69922,2451000,115.64,6,15
21735,7130231,26181107,2.69922,6720000,120.56,20,17
21736,7130231,26181107,2.69922,4000000,115.66,6,40
21737,7130232,26181124,2.69977,21000,124.22,23,0
21738,7130232,26181124,2.69977,30733,137.93,9.2,0
21739,7130232,26181124,2.69977,50000,108.23,8.8,0
21740,7130232,26181124,2.69977,21000,119.05,8,0
21741,7130232,26181124,2.69977,31500,95.24,5,2
21742,7130232,26181124,2.69977,420000,122.45,35,2
21743,7130232,26181124,2.69977,99000,135.15,6,2
21744,7130232,26181124,2.69977,67596,125.43,9.2,4
21745,7130232,26181124,2.69977,21000,126.98,15,4
21746,7130232,26181124,2.69977,21000,103.72,18.364,6
21747,7130232,26181124,2.69977,21000,119.05,8,6
21748,7130232,26181124,2.69977,60000,106.32,10.2,6
21749,7130232,26181124,2.69977,57276,113.54,50,6
21750,7130232,26181124,2.69977,35000,105.25,9.2,6
21751,7130232,26181124,2.69977,104418,114.85,8,10
21752,7130232,26181124,2.69977,211396,114.02,5,10
21753,7130232,26181124,2.69977,400000,115.22,14,10
21754,7130232,26181124,2.69977,21000,119.05,8,12
21755,7130232,26181124,2.69977,90000,114.94,29,12
21756,7130232,26181124,2.69977,120000,119.8,21,14
21757,7130232,26181124,2.69977,90000,118.76,8,14
21758,7130232,26181124,2.69977,210000,116.78,18,17
21759,7130232,26181124,2.69977,37868,114.32,16,17
21760,7130232,26181124,2.69977,21000,119.05,8,17
21761,7130232,26181124,2.69977,21000,115.5,2,19
21762,7130232,26181124,2.69977,42000,119.05,20,23
21763,7130232,26181124,2.69977,70000,105.45,10,23
21764,7130232,26181124,2.69977,53796,113.35,41,23
21765,7130232,26181124,2.69977,90000,114.94,29,25
21766,7130232,26181124,2.69977,179382,109.5,5,27
21767,7130233,26181159,2.69769,100000,115.71,2,8
21768,7130233,26181159,2.69769,850000,117.65,7,10
21769,7130233,26181159,2.69769,42000,116.33,3,14
21770,7130233,26181159,2.69769,100000,114.31,5,33
21771,7130233,26181159,2.69769,90000,95.24,5,35
21772,7130233,26181159,2.69769,400000,122.82,3,39
21773,7130233,26181159,2.69769,42000,115.94,3,43
21774,7130234,26181212,2.69824,1000000,117.34,6,25
21775,7130234,26181212,2.69824,136548,146.47,2,44
21776,7130234,26181212,2.69824,710000,110.45,5,44
21777,7130234,26181212,2.69824,40000,114.54,1.5,54
21778,7130235,26181223,2.69879,99000,134.91,6,0
21779,7130235,26181223,2.69879,70000,119.13,20,2
21780,7130235,26181223,2.69879,21000,119.05,20,2
21781,7130235,26181223,2.69879,70000,118.93,20,2
21782,7130235,26181223,2.69879,70000,119.13,20,2
21783,7130235,26181223,2.69879,70000,119.13,20,2
21784,7130235,26181223,2.69879,2451000,115.66,6,2
21785,7130235,26181223,2.69879,70000,119.13,20,2
21786,7130235,26181223,2.69879,500000,115.93,8,2
21787,7130235,26181223,2.69879,21000,95.24,5,2
21788,7130235,26181223,2.69879,70000,119.13,20,4
21789,7130235,26181223,2.69879,6720000,120.56,20,4
21790,7130235,26181223,2.69879,400000,114.76,14,4
21791,7130235,26181223,2.69879,21000,119.05,8,4
21792,7130235,26181223,2.69879,25200,119.05,8,6
21793,7130235,26181223,2.69879,850000,129.14,7,6
21794,7130235,26181223,2.69879,505773,117.62,6,6
21795,7130235,26181223,2.69879,600000,96.5,7,6
21796,7130235,26181223,2.69879,21000,119.05,8,8
21797,7130235,26181223,2.69879,141234,113.03,9,14
21798,7130235,26181223,2.69879,120000,118.13,8,16
21799,7130235,26181223,2.69879,400000,116.1,14,16
21800,7130235,26181223,2.69879,50000,108.23,8.8,18
21801,7130235,26181223,2.69879,21000,112.04,51,18
21802,7130235,26181223,2.69879,104418,114.85,8,21
21803,7130237,26181300,2.69857,50000,116.11,3,1
21804,7130237,26181300,2.69857,45043,110.93,8,1
21805,7130237,26181300,2.69857,60000,102.47,8,1
21806,7130237,26181300,2.69857,166666,114.29,50,3
21807,7130237,26181300,2.69857,21000,129.87,11,5
21808,7130237,26181300,2.69857,21000,129.87,11,5
21809,7130237,26181300,2.69857,60000,115.89,10,9
21810,7130237,26181300,2.69857,70000,119.13,20,9
21811,7130237,26181300,2.69857,70000,119.13,20,9
21812,7130237,26181300,2.69857,60000,115.89,10,9
21813,7130237,26181300,2.69857,100000,119.05,8,9
21814,7130237,26181300,2.69857,70000,118.93,20,9
21815,7130237,26181300,2.69857,60000,115.89,10,9
21816,7130237,26181300,2.69857,125815,116.28,1.6,14
21817,7130237,26181300,2.69857,150000,118.67,5,14
21818,7130237,26181300,2.69857,250000,101.37,5,14
21819,7130237,26181300,2.69857,42000,116.28,2.4,16
21820,7130237,26181300,2.69857,50000,116.38,4,19
21821,7130237,26181300,2.69857,220000,112.2,5,19
21822,7130237,26181300,2.69857,60000,90.66,2.875,23
21823,7130237,26181300,2.69857,600000,121.93,6,31
21824,7130237,26181300,2.69857,75468,132.51,3,33
21825,7130237,26181300,2.69857,42000,115.59,2.4,33
21826,7130237,26181300,2.69857,109099,115.27,2,35
21827,7130237,26181300,2.69857,4000000,115.66,6,90
21828,7130237,26181300,2.69857,4000000,115.66,6,92
21829,7130237,26181300,2.69857,279255,101.73,1.6,94
21830,7130237,26181300,2.69857,279255,101.73,1.6,94
21831,7130238,26181340,2.69517,38397,114.67,41,1
21832,7130238,26181340,2.69517,25200,111.23,4.281,2
21833,7130238,26181340,2.69517,50000,108.23,8.8,2
21834,7130238,26181340,2.69517,556879,114.25,2,4
21835,7130238,26181340,2.69517,21000,103.52,9.2,6
21836,7130238,26181340,2.69517,210000,123.65,17,6
21837,7130238,26181340,2.69517,250000,115.48,4,6
21838,7130238,26181340,2.69517,21000,116.36,2.6,6
21839,7130238,26181340,2.69517,21000,119.05,16,10
21840,7130238,26181340,2.69517,70000,105.45,10,10
21841,7130238,26181340,2.69517,850000,129.14,7,12
21842,7130238,26181340,2.69517,600000,122.12,6,12
21843,7130238,26181340,2.69517,21000,119.05,8,14
21844,7130238,26181340,2.69517,250000,96.72,2.1,14
21845,7130238,26181340,2.69517,21000,136.05,7,14
21846,7130238,26181340,2.69517,37499,117.23,9.3,14
21847,7130238,26181340,2.69517,152116,119.92,8,18
21848,7130238,26181340,2.69517,21000,119.05,8,20
21849,7130238,26181340,2.69517,200000,119.05,20,22
21850,7130238,26181340,2.69517,446290,118.8,5,22
21851,7130238,26181340,2.69517,150000,110.66,11,22
21852,7130238,26181340,2.69517,200000,119.05,20,25
21853,7130238,26181340,2.69517,200000,119.05,20,25
21854,7130238,26181340,2.69517,85000,125.76,3,25
21855,7130238,26181340,2.69517,6720000,120.56,20,25
21856,7130238,26181340,2.69517,200000,119.05,20,25
21857,7130238,26181340,2.69517,200000,119.05,20,25
21858,7130238,26181340,2.69517,135963,109.87,4,25
21859,7130238,26181340,2.69517,166666,114.29,50,25
21860,7130238,26181340,2.69517,200000,119.05,20,25
21861,7130238,26181340,2.69517,200000,119.05,20,25
21862,7130238,26181340,2.69517,200000,119.05,20,25
21863,7130238,26181340,2.69517,200000,119.05,20,25
21864,7130238,26181340,2.69517,200000,119.05,20,25
21865,7130238,26181340,2.69517,120000,102.04,14,27
21866,7130238,26181340,2.69517,210000,120.7,6,29
21867,7130238,26181340,2.69517,21000,119.05,8,29
21868,7130238,26181340,2.69517,21000,119.05,8,29
21869,7130238,26181340,2.69517,60000,119.05,8,31
21870,7130238,26181340,2.69517,200000,119.05,20,31
21871,7130238,26181340,2.69517,1000000,114.98,9.3,33
21872,7130238,26181340,2.69517,150000,110.66,11,33
21873,7130238,26181340,2.69517,21000,119.05,8,33
21874,7130238,26181340,2.69517,1600000,119.05,8,35
21875,7130238,26181340,2.69517,171717,128.76,16,35
21876,7130238,26181340,2.69517,21000,111.11,30,35
21877,7130238,26181340,2.69517,250000,110.19,10,37
21878,7130238,26181340,2.69517,126717,117.18,15,37
21879,7130238,26181340,2.69517,211396,114.02,5,37
21880,7130238,26181340,2.69517,21000,119.05,16,37
21881,7130238,26181340,2.69517,335000,112.03,7.1,39
21882,7130238,26181340,2.69517,57065,106.24,4,39
21883,7130238,26181340,2.69517,456369,107.66,1.6,39
21884,7130239,26181357,2.69572,52006,117.25,41,9
21885,7130239,26181357,2.69572,57276,113.54,50,9
21886,7130239,26181357,2.69572,21000,115.27,41.311,11
21887,7130239,26181357,2.69572,21000,119.05,20,13
21888,7130239,26181357,2.69572,150000,116.06,50,18
21889,7130239,26181357,2.69572,150000,115.87,50,18
21890,7130239,26181357,2.69572,200000,116.37,31,20
21891,7130239,26181357,2.69572,73830,114.08,20,22
21892,7130239,26181357,2.69572,182516,115.06,40,25
21893,7130239,26181357,2.69572,250000,118.06,28,28
21894,7130240,26181449,2.691,90000,95.24,10,1
21895,7130240,26181449,2.691,37541,118.3,60,2
21896,7130240,26181449,2.691,60000,119.05,8,4
21897,7130240,26181449,2.691,21000,119.05,8,8
21898,7130240,26181449,2.691,40098,116.53,12,20
21899,7130240,26181449,2.691,70000,105.8,10,24
21900,7130240,26181449,2.691,21000,119.05,12,30
21901,7130240,26181449,2.691,21000,116.23,4,32
21902,7130240,26181449,2.691,210000,123.65,17,32
21903,7130240,26181449,2.691,400000,114.92,14,34
21904,7130240,26181449,2.691,68376,111.47,9.6,34
21905,7130240,26181449,2.691,21000,105.82,9,37
21906,7130240,26181449,2.691,114223,122.6,5,41
21907,7130240,26181449,2.691,60000,122.94,11.62,43
21908,7130240,26181449,2.691,21000,126.98,15,59
21909,7130240,26181449,2.691,1000000,107.03,20,59
21910,7130240,26181449,2.691,60000,106.51,10.2,59
21911,7130240,26181449,2.691,972418,117.23,5,59
21912,7130240,26181449,2.691,1000000,116.67,10,59
21913,7130240,26181449,2.691,22000,119.02,16,59
21914,7130240,26181449,2.691,55000,106.52,10,63
21915,7130240,26181449,2.691,21000,116.31,2,63
21916,7130240,26181449,2.691,300000,111.37,12,65
21917,7130240,26181449,2.691,62972,124.28,9.2,65
21918,7130240,26181449,2.691,500000,113.95,12,73
21919,7130240,26181449,2.691,62376,101.41,8,73
21920,7130240,26181449,2.691,50000,116.32,3,73
21921,7130240,26181449,2.691,400000,115.02,14,75
21922,7130241,26181517,2.68892,21000,116.32,1.92,20
21923,7130241,26181517,2.68892,21000,124.22,23,22
21924,7130241,26181517,2.68892,940188,116.78,6,22
21925,7130241,26181517,2.68892,70000,119.13,20,24
21926,7130241,26181517,2.68892,70000,119.13,20,24
21927,7130241,26181517,2.68892,50000,108.23,8.8,24
21928,7130241,26181517,2.68892,90000,114.94,29,24
21929,7130241,26181517,2.68892,70000,119.13,20,24
21930,7130241,26181517,2.68892,70000,119.13,20,24
21931,7130241,26181517,2.68892,70000,119.13,20,24
21932,7130241,26181517,2.68892,70000,119.13,20,24
21933,7130241,26181517,2.68892,70000,119.13,20,24
21934,7130241,26181517,2.68892,90000,114.94,29,24
21935,7130241,26181517,2.68892,42000,116.32,2.4,24
21936,7130241,26181517,2.68892,70000,119.13,20,24
21937,7130241,26181517,2.68892,125815,119.41,4,24
21938,7130241,26181517,2.68892,250000,116.69,28,24
21939,7130241,26181517,2.68892,1500000,115.07,5,32
21940,7130241,26181517,2.68892,1175457,117.09,5,44
21941,7130241,26181517,2.68892,336469,114.75,2,50
21942,7130241,26181517,2.68892,42000,115.89,2.4,54
21943,7130241,26181517,2.68892,21000,115.57,2,62
21944,7130241,26181517,2.68892,200000,113.44,2,64
21945,7130241,26181517,2.68892,72471,86.24,1.6,67
21946,7130241,26181517,2.68892,42000,115.77,2.4,67
21947,7130241,26181517,2.68892,4000000,115.66,6,89
21948,7130241,26181517,2.68892,4000000,115.66,6,89
21949,7130241,26181517,2.68892,1000000,119.95,4,93
21950,7130241,26181517,2.68892,52967,94.4,2,96
21951,7130244,26181604,2.69057,21000,95.24,5,2
21952,7130244,26181604,2.69057,250000,127.81,4,2
21953,7130244,26181604,2.69057,55000,125.06,10,2
21954,7130244,26181604,2.69057,60000,106.51,10.2,2
21955,7130244,26181604,2.69057,150000,110.66,11,2
21956,7130244,26181604,2.69057,21000,119.05,8,4
21957,7130244,26181604,2.69057,21000,119.05,40,4
21958,7130244,26181604,2.69057,21000,119.05,40,4
21959,7130244,26181604,2.69057,21000,119.05,8,4
21960,7130244,26181604,2.69057,21000,119.05,40,4
21961,7130244,26181604,2.69057,21000,119.05,8,6
21962,7130244,26181604,2.69057,21000,119.05,8,6
21963,7130244,26181604,2.69057,250000,123.65,5,6
21964,7130244,26181604,2.69057,21000,119.05,8,8
21965,7130245,26181609,2.69243,50000,115.76,1,7
21966,7130245,26181609,2.69243,50000,115.81,1,7
21967,7130245,26181609,2.69243,50000,114.53,1,7
21968,7130245,26181609,2.69243,170680,107.02,2,7
21969,7130245,26181609,2.69243,37681,116.37,2,7
21970,7130245,26181609,2.69243,50000,116.33,1,9
21971,7130245,26181609,2.69243,50000,115.52,1,9
21972,7130245,26181609,2.69243,50000,115.71,1,9
21973,7130245,26181609,2.69243,50000,115.67,1,9
21974,7130245,26181609,2.69243,219570,127.01,3,9
21975,7130245,26181609,2.69243,50000,116.67,1,9
21976,7130245,26181609,2.69243,50000,116.76,1,9
21977,7130245,26181609,2.69243,50000,116.38,1,11
21978,7130245,26181609,2.69243,50000,115.67,1,11
21979,7130245,26181609,2.69243,50000,114.86,1,11
21980,7130245,26181609,2.69243,50000,116.38,1,11
21981,7130245,26181609,2.69243,50000,116.1,1,11
21982,7130245,26181609,2.69243,50000,116.24,1,13
21983,7130245,26181609,2.69243,57354,116.1,1.6,70
21984,7130246,26181614,2.6943,125815,115.89,1.7,1
21985,7130246,26181614,2.6943,70000,119.13,20,1
21986,7130246,26181614,2.6943,42000,119.05,20,1
21987,7130246,26181614,2.6943,70000,119.13,20,1
21988,7130246,26181614,2.6943,70000,119.13,20,1
21989,7130246,26181614,2.6943,42000,119.05,20,2
21990,7130246,26181614,2.6943,21000,132.27,14.401,2
21991,7130246,26181614,2.6943,42000,119.05,20,2
21992,7130247,26181644,2.69222,42000,119.05,20,11
21993,7130247,26181644,2.69222,328525,119.02,6,11
21994,7130247,26181644,2.69222,90000,105.25,5,11
21995,7130247,26181644,2.69222,42000,119.05,20,11
21996,7130247,26181644,2.69222,200000,120.54,8,11
21997,7130247,26181644,2.69222,42000,119.05,20,11
21998,7130247,26181644,2.69222,90000,94.62,2,14
21999,7130247,26181644,2.69222,150000,110.66,11,14
22000,7130247,26181644,2.69222,50000,114.03,51.9,14
22001,7130247,26181644,2.69222,42000,119.05,20,16
22002,7130247,26181644,2.69222,21000,116.33,3,16
22003,7130247,26181644,2.69222,160000,115.42,8.5,18
22004,7130247,26181644,2.69222,42000,119.05,20,18
22005,7130247,26181644,2.69222,70000,119.13,20,18
22006,7130247,26181644,2.69222,150000,116.04,50,18
22007,7130247,26181644,2.69222,21000,115.83,2,18
22008,7130247,26181644,2.69222,42000,119.05,20,20
22009,7130247,26181644,2.69222,60000,106.32,10.2,20
22010,7130247,26181644,2.69222,50000,116.24,1,28
22011,7130247,26181644,2.69222,50000,116.33,1,28
22012,7130247,26181644,2.69222,52967,94.4,2,28
22013,7130247,26181644,2.69222,50000,116.24,1,28
22014,7130247,26181644,2.69222,210000,119.05,28,28
22015,7130247,26181644,2.69222,21000,95.24,5,28
22016,7130247,26181644,2.69222,50000,115.81,1,28
22017,7130247,26181644,2.69222,95021,122.06,12.6,28
22018,7130247,26181644,2.69222,235507,106.88,2,28
22019,7130247,26181644,2.69222,50000,115.76,1,28
22020,7130247,26181644,2.69222,80967,115.79,1.6,28
22021,7130247,26181644,2.69222,50000,115.71,1,31
22022,7130247,26181644,2.69222,50000,115.52,1,31
22023,7130248,26181703,2.69145,500000,115.79,8,1
22024,7130248,26181703,2.69145,90000,117.1,36.6,1
22025,7130248,26181703,2.69145,68291,124.15,9.2,3
22026,7130248,26181703,2.69145,42000,119.05,20,12
22027,7130248,26181703,2.69145,42000,119.05,20,12
22028,7130248,26181703,2.69145,113000,116.78,13,12
22029,7130248,26181703,2.69145,21000,109.89,13,12
22030,7130248,26181703,2.69145,21000,116.21,2,12
22031,7130248,26181703,2.69145,42000,119.05,20,14
22032,7130248,26181703,2.69145,42000,119.05,20,14
22033,7130248,26181703,2.69145,21000,119.05,8,14
