,difficulty,gaslimit,gasused,gaspricel1,gaspricel2
1478,1943170000000000.0,8000029,416499,1.0,1.0
1846,1936370000000000.0,7976682,7967761,1.0,0.1
7963,1889460000000000.0,8000029,7393616,1.0,100.0
4274,1949360000000000.0,8003893,7989399,120.0,1.0
3740,1880410000000000.0,7988781,7974926,1.0,10.0
4600,1977980000000000.0,7968912,7965952,12.0,100.0
6130,1929520000000000.0,8000029,7994146,10.0,15.4
6348,1919060000000000.0,8000029,7998108,10.0,1.0
4915,1942370000000000.0,8000029,3318127,1.0,20.0
2073,1963880000000000.0,7984452,7953987,30.0,12.6875
4754,1966330000000000.0,7992222,7971333,1.0,20.0
1896,1931620000000000.0,8000029,7990635,21.0,100.0
7021,1925300000000000.0,7999992,7991602,10.0,104.0
3659,1887810000000000.0,7999958,7995344,1.0,1.0
2379,1984940000000000.0,8003879,7984616,1.0,1.0
1447,1947940000000000.0,8000029,7965831,1.0,15.05168998
342,1908870000000000.0,8000029,7985835,20.0,100.0
5127,1929040000000000.0,7999988,7990163,10.0,1.0
3136,1942350000000000.0,8000029,7993572,140.0,100.0
2527,1995580000000000.0,7992222,1915490,10.0,1.0
727,1918990000000000.0,7984452,6663782,10.0,1.0
4577,1971230000000000.0,8000000,7985176,10.0,18.0
976,1951020000000000.0,7992222,7985667,0.1,1.0
6952,1924390000000000.0,7992222,7964522,100.0,1.0
7836,1923980000000000.0,8000000,7991139,20.0,20.0
3516,1889710000000000.0,7992222,7982910,10.0,1.0
8255,1891160000000000.0,7984489,7967103,10.0,100.0
8691,1880810000000000.0,8000000,7989492,10.0,0.0001
3940,1931530000000000.0,8000029,7998385,1.0,1.0
1299,1938510000000000.0,7996111,7993273,1.0,100.0
8670,1883580000000000.0,8000029,1255512,20.0,10.0
1348,1946080000000000.0,8000000,7993745,10.0,17.375
660,1912470000000000.0,7999988,7995120,10.0,10.0
1492,1946010000000000.0,7996107,1929393,1.0,1.0
6429,1917150000000000.0,7984452,7983106,10.0,10.0
7006,1935680000000000.0,7994738,7552077,1.0,1.0
6978,1922500000000000.0,8000029,7996713,1.0,14.77633484
5154,1927150000000000.0,7999881,7982751,1.0,1.0
2315,1995670000000000.0,7994738,4847387,1.0,20.0
8533,1865330000000000.0,8000029,4994895,1.0,10.0
8500,1857160000000000.0,8000029,7926765,20.0,1.0
1085,1927270000000000.0,8002450,7994631,10.0,10.0
2524,1996550000000000.0,8000000,7919119,0.1,2.0
6885,1909440000000000.0,7996107,7993458,1.0,20.0
5374,1922330000000000.0,7999992,3936112,10.0,10.0
3198,1928130000000000.0,7992185,5823408,0.1,10.0
6464,1920890000000000.0,7992222,7972983,10.0,10.0
6479,1919010000000000.0,8000029,7966164,100.0,1.0
67,1899730000000000.0,7984452,2673687,10.0,0.1
8212,1899520000000000.0,7980530,7964589,10.0,1.0
2269,1991790000000000.0,7996840,7984366,1.0,1.0
6740,1897420000000000.0,8000029,7996634,20.0,1.0
5749,1911870000000000.0,8000029,7931745,1.0,1.0
7504,1992990000000000.0,7996137,7954119,10.0,100.0
7936,1896870000000000.0,8007717,7992118,100.0,10.0
5322,1913930000000000.0,7976682,7909755,10.0,10.0
3447,1894380000000000.0,7965064,7961399,1.0,10.0
2367,1991750000000000.0,8003903,7990601,10.0,1.0
5668,1925030000000000.0,8000029,7983009,10.0,20.0
6381,1922800000000000.0,7988300,7592083,10.0,10.0
2512,1990710000000000.0,7984489,7969490,100.0,0.1
2723,1997430000000000.0,8000029,660292,10.0,13.01
8100,1886630000000000.0,7994331,1563923,20.0,10.0
7057,1931880000000000.0,8003901,7991750,10.0,10.0
1143,1921600000000000.0,7999992,7927131,10.0,10.0
8643,1874420000000000.0,8000000,7993952,20.0,1.0
5661,1922210000000000.0,7991371,7987839,10.0,10.0
6562,1921770000000000.0,8000029,7993065,10.0,10.0
8158,1885670000000000.0,8003895,7998237,1.0,10.0
4728,1966340000000000.0,7984452,1510790,20.0,10.0
5494,1928870000000000.0,8007814,7990803,10.0,1.0
8561,1864410000000000.0,7996144,7962061,1.0,100.0
3789,1890520000000000.0,8014001,7995665,1.0,1.0
2220,1982110000000000.0,7999992,7985282,20.0,1.0
5075,1931890000000000.0,8000029,7871443,10.0,10.0
2331,2001520000000000.0,8000000,7986864,120.0,1.0
5394,1924200000000000.0,8000029,7921978,10.0,10.0
5817,1907180000000000.0,7999992,7976827,0.0,10.0
6309,1931320000000000.0,7976682,7895215,0.1,10.0
8284,1884690000000000.0,7999992,7948258,1.0,10.0
4088,1922990000000000.0,8003934,7993675,1.0,1.0
1967,1939140000000000.0,8000029,7992883,100.0,0.5
7759,1926830000000000.0,7992222,7981892,10.0,1.0
7452,1984270000000000.0,8000029,7999973,20.0,1.0
8508,1858070000000000.0,8000029,7996761,10.0,20.0
4365,1945510000000000.0,8000029,7951592,1.0,10.0
423,1901380000000000.0,8000029,7953924,100.0,1.0
280,1909840000000000.0,7992222,7901803,1.0,1.0
1904,1928780000000000.0,8000029,7924181,1.0,11.0
595,1906900000000000.0,7999881,7989924,1.0,1.0
3917,1921190000000000.0,7976682,7940745,10.0,10.0
3618,1888740000000000.0,7999992,6883624,10.0,100.0
839,1946320000000000.0,8000029,6227315,10.0,1.0
4596,1977980000000000.0,7984452,5842745,100.0,1.0
6195,1941780000000000.0,7999955,7964255,10.0,1.0
141,1899680000000000.0,8000029,7981022,1.0,10.0
8410,1871780000000000.0,8000029,7982434,1.0,20.0
1377,1949870000000000.0,8003892,7988140,1.0,100.0
3674,1890570000000000.0,7969911,3753042,10.0,1.0
8528,1866250000000000.0,8006076,8005293,1.0,10.0
8787,1877080000000000.0,7996107,4769574,10.0,10.0
4741,1968250000000000.0,7961026,7946385,20.0,10.0
3808,1889590000000000.0,7984452,7967776,10.0,10.0
1138,1917850000000000.0,8007738,8005973,1.0,10.0
2257,1994720000000000.0,7981233,7963050,1.0,1.0
6160,1934220000000000.0,8000000,7985267,10.0,1.0
1787,1945880000000000.0,8000029,3132352,20.0,1.0
3938,1931530000000000.0,8000029,4915317,10.0,10.0
7213,1951710000000000.0,8000029,7997345,130.0,140.0
4646,1966400000000000.0,7988337,7897704,10.0,10.0
459,1906020000000000.0,7949487,7941744,0.01,1.0
8469,1872670000000000.0,7992777,7984601,1.0,10.0
948,1954850000000000.0,7999992,1688514,10.0,20.0
3700,1890560000000000.0,8002081,7990738,1.0,10.0
1336,1943230000000000.0,8000029,7992508,1.0,100.0
4628,1960650000000000.0,7999918,7989836,1.0,1.0
7583,1972620000000000.0,7992222,7985353,1.0,100.0
1602,1931750000000000.0,8000029,7969034,1.0,10.0
2238,1994730000000000.0,8000029,1748338,1.0,10.0
639,1907810000000000.0,8000029,2491704,10.0,1.0
8720,1883560000000000.0,8000000,7989533,19.53432781,20.0
3830,1902550000000000.0,7990076,7973194,1.0,1.0
8690,1880810000000000.0,7994738,7988646,0.0001,100.0
6247,1935120000000000.0,7976682,1405130,10.0,1.0
6599,1929270000000000.0,8000029,7986013,10.0,100.0
1958,1942000000000000.0,8000000,7988789,10.0,10.0
1070,1932930000000000.0,7992222,7992096,1.0,1.0
155,1904320000000000.0,8000029,7909212,1.0,1.0
2295,1990810000000000.0,8007836,7987009,10.0,1.0
6682,1919840000000000.0,8000000,7909239,100.0,20.0
4578,1970270000000000.0,8000029,7986014,20.0,10.0
1089,1925390000000000.0,8000029,7981428,100.0,10.0
2940,1945300000000000.0,8000029,7992164,1.0,1.0
8044,1878370000000000.0,8000029,6502751,15.0,1.0
4384,1942650000000000.0,7999955,5891396,1.0,0.01
930,1943430000000000.0,8007392,7992644,0.1,17.0
2909,1950080000000000.0,8000029,6243111,1.0,14.0
6145,1928570000000000.0,7976682,7976176,10.0,1.0
895,1940600000000000.0,8000000,7994923,10.0,10.0
3247,1904690000000000.0,7992222,7978107,140.0,1.0
2326,2001520000000000.0,8000029,7959754,1.0,1.0
7084,1926210000000000.0,8003787,8003595,10.0,10.0
5937,1914590000000000.0,8000029,4056430,10.0,1.0
6992,1926250000000000.0,8003873,7995426,1.0,1.0
5038,1948970000000000.0,7999992,2389252,1.0,10.0
4136,1928610000000000.0,8000029,7888788,1.0,10.0
8201,1899520000000000.0,8003892,7791687,20.0,10.0
1715,1960220000000000.0,7998697,7801929,1.0,10.0
1698,1956400000000000.0,7992222,1139292,1.0,1.0
8605,1872610000000000.0,7999992,6610125,10.0,10.0
8476,1868090000000000.0,7996107,7991167,10.0,100.0
8857,1894530000000000.0,7984415,7973753,10.0,10.0
8554,1865320000000000.0,7992222,7985181,10.0,1.0
3831,1900690000000000.0,7982306,7957865,1.0,1.0
3348,1888880000000000.0,8000029,7949782,10.0,10.0
8449,1876340000000000.0,7992222,7983280,1.0,1.0
985,1951020000000000.0,7992222,7973175,10.0,10.0
1821,1938270000000000.0,7999992,7971892,10.0,10.0
4571,1969310000000000.0,8000029,3842398,1.0,10.0
587,1903180000000000.0,8000000,7988799,1.0,10.0
8663,1880830000000000.0,7999992,6814082,10.0,0.1
5077,1930940000000000.0,7984452,7966716,10.0,10.0
7383,1965980000000000.0,7992185,7989138,1.0,10.0
6629,1932090000000000.0,8000000,7998622,1.0,1.0
8453,1869020000000000.0,8003935,7996550,20.0,1.0
8853,1894530000000000.0,8003877,7983191,20.0,20.0
5483,1932650000000000.0,8000029,7831027,1.0,1.0
6065,1923900000000000.0,7999992,6744781,10.0,10.0
8282,1886530000000000.0,8000029,5776174,10.0,10.0
5514,1923220000000000.0,8011689,7991414,1.0,1.0
7556,1987140000000000.0,8000029,7995137,10.0,1.0
5553,1929780000000000.0,8000029,2888092,10.0,10.0
3557,1896170000000000.0,7984415,7942201,10.0,1.0
1395,1948910000000000.0,8000029,5025296,1.0,10.0
264,1913580000000000.0,7992222,7980428,1.0,100.0
3547,1896170000000000.0,7992222,579430,1.0,10.0
5974,1915500000000000.0,8000029,7986164,104.0,1.0
3069,1948090000000000.0,7992185,4818775,0.1,10.0
5025,1946120000000000.0,7999992,5623118,10.0,20.0
6742,1896490000000000.0,7999992,7981007,100.0,1.0
3864,1916530000000000.0,8000029,6001104,1.0,1.0
7903,1900590000000000.0,8000029,7948370,10.0,1.0
2400,1978160000000000.0,7995219,7844203,1.0,10.0
6897,1912230000000000.0,8000000,7994699,10.0,10.0
3711,1890550000000000.0,7994997,7238299,100.0,1.0
246,1912660000000000.0,7968949,1110134,10.0,1.0
1594,1938380000000000.0,7976719,7961833,10.0,1.0
1529,1933670000000000.0,8000029,3076594,20.0,1.0
7792,1934360000000000.0,7999955,7986480,0.5,10.0
923,1940590000000000.0,8011344,8011127,10.0,10.30000026
5910,1915540000000000.0,8011610,7997560,20.0,1.0
4364,1943610000000000.0,8000029,7983929,10.0,100.0
669,1915270000000000.0,7976534,7953435,1.0,20.0
3604,1889670000000000.0,7999992,7004042,10.0,10.0
5108,1926220000000000.0,8000029,7979205,20.0,20.0
1910,1927840000000000.0,8006788,8001294,1.0,1.0
6765,1897410000000000.0,7996107,7147632,10.0,1e-06
5248,1914900000000000.0,7992222,4921536,10.0,11.0
3958,1935300000000000.0,8002143,7993622,1.0,10.0
5643,1926920000000000.0,7976682,7955949,10.0,10.0
2696,1990620000000000.0,8000000,7879275,10.0,13.46875
2591,2004340000000000.0,8002644,7983497,10.0,10.0
1781,1942090000000000.0,8007028,8006780,26.53731226,10.0
3013,1949080000000000.0,8000029,7964986,1.0,1.0
2307,1990810000000000.0,7984415,2471817,10.0,10.0
5702,1910950000000000.0,7992185,4763393,1.0,10.0
3690,1894260000000000.0,7976682,1828949,1.0,10.0
687,1921820000000000.0,8000029,5176925,10.0,10.0
612,1907820000000000.0,7999992,939790,1.0,10.0
7286,1948810000000000.0,7976682,7976065,10.0,100.0
3200,1925300000000000.0,8000029,7992152,10.0,10.0
2267,1995690000000000.0,7981270,1875983,1.0,1.0
8685,1886340000000000.0,7992222,7972571,1.0,10.0
7247,1947880000000000.0,8000029,7984200,100.0,1.0
1898,1930670000000000.0,7999992,7998433,49.0,10.0
6045,1919210000000000.0,8000029,2276407,20.0,1.0
258,1920140000000000.0,8000000,7984696,10.0,1.0
2924,1950070000000000.0,8003828,8002023,1.0,1.0
4943,1934780000000000.0,8000029,7981395,20.0,1.0
2822,1951080000000000.0,8000000,7983350,20.0,1.0
3339,1887040000000000.0,8000000,7996591,10.0,100.0
3525,1895250000000000.0,7992222,7919087,1.0,10.0
4563,1963550000000000.0,7992222,6693316,1.0,10.0
5329,1904590000000000.0,8000000,7995348,10.0,100.0
5223,1915850000000000.0,8000029,7984788,1.0,10.0
2285,1991790000000000.0,7992185,4107672,1.0,10.0
8039,1877460000000000.0,7992222,7976089,1.0,10.1
7618,1976460000000000.0,8000029,7992323,10.0,100.0
484,1898570000000000.0,7999992,7986753,100.0,1.0
2211,1980180000000000.0,7992222,2203440,20.0,1.0
5416,1929850000000000.0,8000029,7986256,1.0,1.0
5920,1919290000000000.0,8000000,7996122,10.0,10.0
2555,1994590000000000.0,7999992,1594930,0.1,100.0
7,1899760000000000.0,8003875,7986886,1.0,10.0
3657,1888730000000000.0,7984359,7935565,1.0,10.0
8063,1883880000000000.0,8000000,2166655,11.0,1.0
4874,1949040000000000.0,8000029,7986601,1.0,2.0
4402,1943590000000000.0,7984452,7969646,1.0,0.1
5546,1924140000000000.0,8000000,7993640,100.0,41.0
7691,1943870000000000.0,8000000,7988312,15.0,10.0
2426,1982020000000000.0,7984452,1415577,1.0,10.0
1814,1946820000000000.0,8000029,7990263,1.0,100.0
8543,1861690000000000.0,8007782,7990979,20.0,100.0
2274,1990820000000000.0,7988344,7962309,1.0,1.0
1011,1939580000000000.0,7992222,7880430,10.0,1.0
6465,1920890000000000.0,7984452,7932492,100.0,10.0
1067,1931990000000000.0,7992185,1980493,1.0,1.0
1991,1943880000000000.0,8000000,7974437,10.0,1.0
3970,1930570000000000.0,8000029,7980584,20.0,10.0
7904,1901520000000000.0,8000029,7983465,10.0,10.0
6792,1891840000000000.0,7984452,7976865,10.0,1.0
4542,1964520000000000.0,7991408,2860367,1.0,20.0
8274,1885610000000000.0,8000029,7992882,0.1,10.0
3867,1916530000000000.0,8000029,7889449,1.0,10.0
8357,1875470000000000.0,7999297,7987118,1.0,140.0
3048,1950960000000000.0,7988311,180341,1.0,1.0
781,1931190000000000.0,7984452,5660789,10.0,1.0
2675,1999400000000000.0,8007812,7992947,100.0,1.0
1749,1942100000000000.0,7980493,3903297,10.0,18.0
2791,1958730000000000.0,8003920,7995106,1.0,1.0
4979,1939500000000000.0,7984452,6839194,13.0001,1.0
1091,1926330000000000.0,8000029,7997280,1.0,1.0
6597,1928330000000000.0,8000000,7980797,10.0,10.0
8042,1877460000000000.0,8000029,7948514,1.0,100.0
8098,1883870000000000.0,7994331,7992893,10.0,10.0
7731,1938170000000000.0,7992222,7501597,1.0,20.0
5055,1940410000000000.0,7988336,7977498,10.0,10.0
2608,2004330000000000.0,8007614,7987291,1.0,10.0
8519,1861700000000000.0,7999992,4570324,10.0,10.0
2290,1992760000000000.0,8000029,7991559,1.0,1.0
1727,1955440000000000.0,7999844,7979151,20.0,1.0
610,1905030000000000.0,8000029,7480509,10.0,10.0
4666,1956800000000000.0,7992185,7992107,1.0,100.0
7323,1948790000000000.0,8007759,8005849,20.0,10.0
343,1909800000000000.0,7992222,7981442,1.0,20.0
6853,1903860000000000.0,8008607,7999076,100.0,1.0
7429,1976540000000000.0,8019405,8006407,15.0,1.0
3750,1879490000000000.0,7984915,7978632,10.0,1.0
8484,1863530000000000.0,8003906,7996941,20.0,40.0
8258,1892080000000000.0,8000029,7945977,100.0,10.0
3215,1913100000000000.0,8000029,5049980,1.0,10.0
97,1905300000000000.0,8000029,6244276,10.0,1.0
6003,1912690000000000.0,7996107,5076189,1.0,1.0
5176,1921490000000000.0,7992248,7973998,10.0,0.1
1537,1931780000000000.0,7968912,7920221,1.0,1.0
3588,1887820000000000.0,8000029,7980619,20.0,10.0
7514,1991040000000000.0,8000029,3891095,1.0,10.0
3648,1888730000000000.0,7992148,7983698,10.0,1.0
7580,1973590000000000.0,8000029,7990458,1.0,10.0
5911,1916480000000000.0,8003803,7984231,1.0,20.0
1517,1933670000000000.0,7992222,4042899,10.0,1.0
5061,1936620000000000.0,8000000,7987224,100.0,100.0
8296,1878240000000000.0,7984444,7975768,10.0,10.0
4624,1962570000000000.0,7999955,7985538,10.0,10.0
4272,1952220000000000.0,7992222,7982709,1.0,10.0
3669,1889650000000000.0,7993233,7987702,10.0,10.0
2090,1962910000000000.0,7999992,3912368,1.0,1.0
572,1904120000000000.0,8000029,7954503,1.0,1.0
8485,1863530000000000.0,8000029,7985676,140.0,20.0
7226,1953610000000000.0,8000029,2636201,10.0,20.0
7905,1900590000000000.0,8003912,7985980,1.0,10.0
3062,1944300000000000.0,7984470,7966998,10.0,1.0
6055,1920140000000000.0,7986154,7969027,1.0,10.0
6906,1917840000000000.0,7992222,7976717,1.0,1.0
6204,1934210000000000.0,8000029,7984447,10.0,20.0
6182,1931380000000000.0,8000000,7981687,0.1,10.0
6394,1923730000000000.0,8000029,7990453,1.0,100.0
4479,1950220000000000.0,8003882,7984196,10.0,1.0
4948,1938560000000000.0,7984415,4321603,20.0,10.0
370,1910710000000000.0,8003881,7990810,100.0,10.0
1938,1928770000000000.0,7996107,7985733,1.0,1.0
6754,1890010000000000.0,8000029,7986705,50.0,100.0
1753,1944940000000000.0,7988263,7806137,1.0,1.0
3670,1890570000000000.0,7985451,476208,1.0,10.0
3652,1885960000000000.0,7992148,7932937,10.0,100.0
5201,1919610000000000.0,8000029,7997522,0.1,10.0
2361,1995650000000000.0,8003927,7984717,0.1,1.0
4260,1954140000000000.0,7999039,7995219,10.0,10.0
5432,1930780000000000.0,8007459,7998428,1.0,10.0
4991,1944230000000000.0,8003882,7993098,1.0,1.0
5952,1913650000000000.0,8007832,8003177,20.0,1.0
8396,1885550000000000.0,7992222,2781946,1.0,20.0
3737,1884080000000000.0,8003913,5651081,1.0,100.0
8496,1854450000000000.0,7988330,7986066,20.0,1.0
6586,1921760000000000.0,8000029,7787076,10.0,10.0
6628,1932090000000000.0,7993665,7975378,1.0,1.0
5591,1924120000000000.0,7992185,7965840,10.0,20.0
1171,1915030000000000.0,7992248,7983239,1.0,1.0
6216,1935140000000000.0,7984452,7963676,10.0,1.0
1422,1947000000000000.0,8000029,7861500,1.0,18.15625
8381,1874540000000000.0,8007376,7997382,1.0,10.0
8297,1877330000000000.0,7992240,7977565,1.0,10.0
6275,1928510000000000.0,8000029,7989173,20.0,10.0
8059,1880200000000000.0,7984452,5951814,1.0,10.0
874,1946310000000000.0,7999437,7503035,1.0,10.0
2297,1989840000000000.0,8000029,7905567,1.0,1.0
2643,2004320000000000.0,7992222,7985017,10.0,19.0
5889,1918360000000000.0,8000029,5051514,1.0,1.0
1719,1959260000000000.0,8000000,7992417,0.1,10.0
5347,1907380000000000.0,8000000,7980419,18.0,1.0
840,1943470000000000.0,7992222,7978172,10.0,10.0
8826,1894550000000000.0,8000029,4620204,10.0,1.0
581,1906900000000000.0,7986302,1751449,10.0,1.0
204,1896860000000000.0,8000029,6572696,1.0,10.0
1641,1936460000000000.0,7992222,1594129,1.0,10.0
2014,1946720000000000.0,8000029,3184137,20.0,10.0
3253,1902830000000000.0,8000000,7989321,1.0,1.0
5898,1918360000000000.0,8003840,5323857,1.0,1.0
905,1943440000000000.0,7996070,6009762,1.0,1.0
631,1907810000000000.0,8000029,7993293,100.0,10.0
8213,1900440000000000.0,7972760,1965822,1.0,10.0
6127,1927630000000000.0,8000000,7993492,0.1,100.0
1974,1943880000000000.0,8000000,7965881,40.0,1.0
162,1905250000000000.0,8000029,5194004,10.0,10.0
4998,1948030000000000.0,7984452,7981703,1.0,1.0
6516,1915240000000000.0,8000029,7990605,10.0,1.0
8385,1876370000000000.0,8000029,7948228,10.0,20.0
6079,1929540000000000.0,8000029,2912924,1.0,10.0
4713,1969240000000000.0,7992185,7986602,20.0,12.0
875,1947260000000000.0,7991630,7985463,10.0,1.0
1431,1954610000000000.0,7991108,7981557,10.0,10.0
4643,1967360000000000.0,7996107,6611644,1.0,1.0
5080,1930940000000000.0,8000029,7995683,10.0,10.0
5783,1916530000000000.0,7999363,1276244,10.0,1.0
8013,1882060000000000.0,7992222,7979326,1.0,10.0
5965,1917380000000000.0,7992222,1197278,10.0,10.0
6299,1933210000000000.0,7992222,7983846,100.0,1.0
8375,1880040000000000.0,8000029,3156663,10.0,1.0
2856,1958700000000000.0,7984452,7973485,15.0,10.0
1861,1936360000000000.0,8000029,7959234,10.0,10.0
2659,1996490000000000.0,8000029,7984840,100.0,1.0
3384,1891640000000000.0,7990890,5572234,1.0,1.0
8489,1859890000000000.0,7996107,7991428,20.0,20.0
8686,1887260000000000.0,7999992,6483449,1.0,1.0
6323,1927550000000000.0,7992222,7950148,10.0,1.0
6658,1922660000000000.0,8003907,7993799,1.0,1.0
4733,1964410000000000.0,7961105,7948798,20.0,20.0
3331,1890740000000000.0,8000000,7980744,10.0,1.0
7786,1932480000000000.0,7999992,7999782,1.0,1.0
7174,1947930000000000.0,8000029,7962142,10.0,10.0
6657,1922660000000000.0,8000029,7979790,1.0,100.0
2096,1963870000000000.0,8000029,4589945,20.0,1.0
2003,1942920000000000.0,7988337,5955885,10.0,1.0
7387,1970780000000000.0,7992185,2531808,10.0,1.0
7780,1933420000000000.0,7996102,7980148,1.0,20.0
5017,1942320000000000.0,8003880,7992390,1.0,1.0
546,1896700000000000.0,7992222,1600574,1.0,100.0
1449,1948890000000000.0,8003848,8000881,10.0,0.1
6622,1928320000000000.0,8000000,7995465,10.0,1.0
2610,2003350000000000.0,7998873,7974374,10.0,1.0
1900,1929730000000000.0,8000029,7990911,10.0,10.0
7502,1992020000000000.0,7996116,7982438,10.0,1.0
2757,1971240000000000.0,8000000,7993380,13.0,1.0
1885,1938240000000000.0,8007802,7992499,1.0,10.0
8723,1881720000000000.0,8000029,7996457,1.0,1.0
5738,1910940000000000.0,8003931,7992681,10.0,1.0
7227,1954570000000000.0,7992222,5082165,1.0,10.0
5890,1918360000000000.0,8000000,7992775,10.0,1.0
2097,1963870000000000.0,8000000,7971642,10.0,20.0
8240,1901360000000000.0,7996070,5179419,1.0,10.0
5692,1919380000000000.0,7992248,7990101,10.0,1.0
499,1899490000000000.0,7999988,7999104,10.0,1.0
5624,1923160000000000.0,8000029,6622435,1.0,1.0
836,1947270000000000.0,8003528,7973632,1.0,1.0
3471,1896220000000000.0,7999992,7230364,1.0,1.0
4697,1965410000000000.0,8000029,7992056,20.0,100.0
7965,1889460000000000.0,7999992,7979600,1.0,100.0
2171,1967660000000000.0,8000029,7983481,1.0,1.0
8174,1891200000000000.0,7996137,7994809,100.0,20.0
5678,1923140000000000.0,8000029,252144,10.0,1.0
8097,1884790000000000.0,7986561,2061048,10.0,100.0
398,1909770000000000.0,8007803,7988360,1.0,10.0
2010,1941970000000000.0,8000062,7973306,1.0,10.0
5166,1922440000000000.0,7984452,7966793,1.0,20.0
5871,1911820000000000.0,7996107,7985134,140.0,1.0
8695,1881730000000000.0,7999992,7996186,10.0,10.0
1283,1936620000000000.0,8000029,769859,1.0,1.0
6972,1921560000000000.0,7999992,2984121,10.0,1.0
6973,1922500000000000.0,8000000,7982143,10.0,10.0
4256,1955090000000000.0,8003883,7987436,1.0,1.0
1836,1931650000000000.0,7992222,7932774,1.0,1.0
7895,1904320000000000.0,7976682,7975114,10.0,101.72031379999999
1019,1935790000000000.0,7957257,3911058,21.0,10.0
6901,1915970000000000.0,8000029,1265628,1.0,10.0
1326,1945140000000000.0,8007762,7026791,10.0,10.0
6561,1920830000000000.0,8000029,7854222,10.0,10.0
475,1901360000000000.0,7999992,7959210,10.0,1.0
2810,1955850000000000.0,8000029,7826052,20.0,10.0
7163,1946030000000000.0,7996049,7979796,1.0,10.0
1651,1939290000000000.0,8000029,7714902,10.0,10.0
8530,1864420000000000.0,7992222,7984193,10.0,1.0
8128,1892150000000000.0,8003930,7992968,20.0,49.0
2528,1995580000000000.0,7999992,3772675,10.0,10.0
1206,1924400000000000.0,7988359,7976911,1.0,10.0
6205,1936100000000000.0,8000029,7916767,10.0,10.0
5469,1926060000000000.0,7984452,6207060,10.0,15.0
8328,1877310000000000.0,7984452,7007893,100.0,1.0
7331,1949740000000000.0,8000029,7979780,20.0,1.0
7893,1905250000000000.0,7976682,7968957,10.0,10.0
867,1944410000000000.0,7964953,6794719,15.29767936,10.0
2974,1947190000000000.0,8000000,7990772,10.0,10.0
5236,1911160000000000.0,8007787,7989298,1.0,20.0
5093,1937550000000000.0,7999992,369416,10.0,1.0
5433,1929840000000000.0,8011357,7999965,1.0,1.0
541,1900410000000000.0,7984452,7970656,1.0,1.0
5195,1924300000000000.0,7992222,7977141,10.0,1.0
1132,1915050000000000.0,7992222,7909095,10.0,10.0
8737,1886310000000000.0,7992185,7986741,10.0,20.0
7511,1990070000000000.0,7984452,7972333,1.0,10.08
3390,1894410000000000.0,8007720,7989951,10.0,10.0
6864,1911310000000000.0,8000029,7994615,10.0,1.0
2962,1954820000000000.0,8003930,7992036,0.1,1.0
4155,1927660000000000.0,7976682,4455533,10.0,10.0
3259,1900040000000000.0,8000029,7992181,1.0,10.0
8660,1879910000000000.0,8003930,7987934,1.0,20.0
8825,1894550000000000.0,7992185,7927006,1.0,120.0
2583,2004340000000000.0,7999992,4897629,1.0,1.0
2813,1952030000000000.0,7992248,7977001,10.0,0.1
8493,1858980000000000.0,7984452,7964101,10.0,10.0
2947,1951960000000000.0,8000029,7990440,1.0,120.0
5174,1923370000000000.0,7992222,7972898,1.0,1.0
6575,1921760000000000.0,8000029,5217623,100.0,10.0
3586,1887830000000000.0,8000029,6893812,12.0,10.0
8169,1887510000000000.0,8000029,7939299,10.0,1.0
6250,1932290000000000.0,7968912,7956052,10.0,10.0
8093,1885710000000000.0,8000000,7990277,10.0,10.0
2630,2001390000000000.0,8000029,7954498,1.0,10.0
7626,1971640000000000.0,7992222,7991134,10.0,120.0
8199,1904170000000000.0,7992185,645457,10.0,1.0
5036,1947060000000000.0,7984452,6009792,10.0,1.0
1080,1931980000000000.0,7996033,7907094,10.0,120.0
4283,1938900000000000.0,8000029,7919753,10.0,10.0
6364,1922800000000000.0,8000029,7359056,10.0,10.0
2085,1959080000000000.0,8003918,8001957,1.0,120.0
2452,1988800000000000.0,8000000,7983214,20.0,1.0
4966,1936660000000000.0,7992148,7981929,20.0,20.0
2023,1953380000000000.0,7976682,7966933,0.5,130.0
6311,1932260000000000.0,7992222,3747356,0.1,10.0
7756,1927770000000000.0,8000029,7998921,1.0,20.0
7565,1985200000000000.0,8000029,6439824,1.0,10.0
226,1903350000000000.0,8003927,7984066,10.0,120.0
1013,1939580000000000.0,7976682,6711155,10.0,10.0
1929,1928770000000000.0,7999992,6253850,10.0,0.5
8797,1885340000000000.0,8000029,7078051,20.0,1.0
5251,1917700000000000.0,8007774,7986775,1.0,1.0
1404,1948910000000000.0,8000029,7982120,10.0,1.0
2179,1968620000000000.0,7981381,7980000,1.0,1.0
697,1922750000000000.0,8000029,4112000,1.0,100.0
1124,1915050000000000.0,8007784,8006030,10.0,135.0
3895,1924020000000000.0,8000029,2791935,1.0,20.0
6443,1913400000000000.0,8003691,7999421,10.0,10.0
5110,1927160000000000.0,7996120,7983671,10.0,10.0
1778,1943040000000000.0,7992185,4741975,10.0,0.1
6321,1927550000000000.0,7992222,7976339,10.0,100.0
2634,2003340000000000.0,7992222,7988484,1.0,1.0
3489,1893420000000000.0,7999992,7996503,20.0,100.0
7155,1940340000000000.0,7984452,7983605,20.0,1.0
1037,1933890000000000.0,8000029,839650,100.0,21.0
2256,1995690000000000.0,7989026,7957411,1.0,10.0
6397,1920910000000000.0,8000029,7995818,1.0,10.0
