,difficulty,gaslimit,gasused,gaspricel1,gaspricel2
6373,1919990000000000.0,7988300,7985075,1.0,10.0
6488,1923700000000000.0,7988337,7813907,20.0,1.0
7447,1985240000000000.0,7996107,7978989,1.0,10.0
7614,1980330000000000.0,8000029,7988923,10.0,20.0
240,1908000000000000.0,7984489,7972948,40.0,1.0
783,1930250000000000.0,8000000,7996110,10.0,10.0
1354,1947980000000000.0,7973981,5875278,1.0,10.0
3066,1944300000000000.0,7999992,5806990,1.0,10.0
7023,1927180000000000.0,8000029,7952376,1.0,1.0
977,1951020000000000.0,8000000,5994635,1.0,0.1
809,1939690000000000.0,8000000,7979695,120.0,1.0
2168,1971510000000000.0,8003935,7993240,1.0,1.0
4196,1938970000000000.0,7992111,7971205,10.0,1.0
8637,1879010000000000.0,7988337,7981450,15.4,100.0
1599,1937430000000000.0,7984489,7887034,1.0,1.0
2941,1946250000000000.0,7992222,2420535,1.0,1.0
7093,1929030000000000.0,7992111,7974160,100.0,100.0
4937,1936670000000000.0,7999988,7986861,10.0,1.0
5639,1927860000000000.0,7992721,7981560,3.0,10.0
684,1920880000000000.0,7999844,6509548,10.0,1.0
5968,1918320000000000.0,8000000,7993947,1.0,1.0
1620,1933630000000000.0,8000029,1621235,10.0,1.0
5199,1921480000000000.0,8000029,7984026,1.0,130.0
1482,1942220000000000.0,7992222,7981778,15.0,10.0
2146,1960960000000000.0,8000029,7958864,1.0,1.0
1801,1951590000000000.0,7996350,7983658,10.0,10.0
2095,1963870000000000.0,7996255,7988695,1.0,1.0
4765,1968250000000000.0,7992248,7971646,10.0,10.0
1357,1947030000000000.0,7966211,5694138,1.0,10.0
6306,1932260000000000.0,7968912,7968051,100.0,1.0
5339,1903660000000000.0,7992222,7984782,10.0,10.00000001
7743,1936270000000000.0,7996107,7987870,10.0,140.0
7228,1955520000000000.0,7984452,2201935,10.0,1.0
4827,1948110000000000.0,7992185,7939301,10.0,1.0
4442,1944520000000000.0,7992222,7791319,21.0,1.0
7237,1954560000000000.0,7992222,7972533,1.0,100.0
7563,1986170000000000.0,8000029,7891883,100.0,10.0
1609,1933640000000000.0,7999326,7982776,42.0,1.0
5787,1918400000000000.0,8000000,7995292,1.0,1.0
494,1898570000000000.0,7992222,6461698,1.0,1.0
6825,1895520000000000.0,8000029,7991441,100.0,20.0
2017,1947670000000000.0,7992248,7969642,0.5,1.0
8187,1899530000000000.0,8000000,7984875,10.0,10.0
2328,2001520000000000.0,7999992,5553055,10.0,1.0
29,1909050000000000.0,8000000,7988663,10.0,10.0
5577,1928830000000000.0,8000000,7987208,1.0,10.0
8769,1872510000000000.0,8000029,7992869,20.0,10.0
8703,1878970000000000.0,8000029,7997860,10.0,10.0
3118,1943310000000000.0,7992222,7981181,1.0,1.0
1092,1927270000000000.0,8000029,7004371,1.0,1.0
124,1904350000000000.0,8000029,142222,10.0,1.0
5046,1940410000000000.0,8000029,7979174,1.0,1.0
6963,1926260000000000.0,8000029,1345800,1.0,1.0
4161,1934250000000000.0,8000029,7916264,1.0,1.0
5834,1904380000000000.0,8000029,7985141,10.0,1.0
2298,1990810000000000.0,8000029,4516877,1.0,1.0
6074,1927660000000000.0,7999955,7984026,0.1,0.1
1553,1933660000000000.0,7999992,3110417,1.0,1.0
8043,1878370000000000.0,8003861,7991423,1.0,1.0
598,1906900000000000.0,8000029,7988921,10.0,10.0
2123,1963860000000000.0,8003870,7989094,0.5,12.0
1416,1946050000000000.0,7999992,7986652,10.0,10.0
6513,1916170000000000.0,7984415,7979121,0.1,10.0
3892,1921200000000000.0,8000029,3372295,10.0,20.0
8276,1885610000000000.0,8000000,7966666,10.0,10.0
4925,1937620000000000.0,8000029,7982420,10.0,1.0
8740,1888150000000000.0,8000000,3016367,20.0,1.0
7685,1943880000000000.0,8000029,7968724,10.0,10.0
6690,1918890000000000.0,8000029,7999602,130.0,100.0
2197,1971500000000000.0,8000029,959721,1.0,1.0
4751,1967290000000000.0,7992222,7920321,1.0,10.0
5377,1925150000000000.0,8000029,2540634,1.0,10.0
725,1919930000000000.0,7984452,7978524,10.0,10.0
7033,1931890000000000.0,7992222,7975070,13.0,10.0
3803,1892360000000000.0,7999992,6903825,10.0,1.0
808,1938740000000000.0,8000029,3817889,1.0,100.0
6976,1925320000000000.0,8000029,1389369,10.0,1.0
8716,1882640000000000.0,7999992,7899845,10.0,10.0
958,1957710000000000.0,7992222,7979844,147.0,10.34375
8733,1887230000000000.0,7992222,3779565,1.0,1.0
5060,1937560000000000.0,7992259,7976937,100.0,1.0
4554,1960680000000000.0,8000000,7998292,20.0,100.0
810,1939690000000000.0,8000029,4270449,1.0,120.0
8224,1904150000000000.0,8000029,7983456,1.0,10.0
834,1946320000000000.0,8007720,7948600,1.0,1.0
7047,1931880000000000.0,7984415,7924301,1.0,10.0
2423,1979120000000000.0,7992222,7979970,10.0,1.0
6328,1924720000000000.0,7989706,7942954,1.0,20.0
7779,1932480000000000.0,7992222,7975852,20.0,10.0
1235,1926270000000000.0,7987338,7917403,120.0,1.0
1225,1928160000000000.0,8000029,7930814,10.0,1.0
6237,1934180000000000.0,8000029,7996929,20.0,100.0
6270,1929450000000000.0,7984452,1502598,10.0,10.0
4151,1930490000000000.0,8000029,2811947,1.0,1.0
3457,1894370000000000.0,7972788,7966573,10.0,1.0
5086,1932830000000000.0,8000029,7999835,20.0,10.0
3217,1914970000000000.0,7984452,7938265,0.1,1.0
5838,1909030000000000.0,8000029,7997455,10.0,10.0
4081,1921120000000000.0,7992248,7979884,0.1,10.0
4539,1962610000000000.0,8003840,7510618,10.0,20.0
2966,1950050000000000.0,8003898,7988864,1.0,10.0
3164,1944240000000000.0,8000029,3854688,10.0,1.0
4707,1968280000000000.0,7992248,6474442,20.0,100.0
5202,1918670000000000.0,8003933,8003263,10.0,0.1
6555,1920830000000000.0,7999992,7997920,101.059937,20.0
1657,1939290000000000.0,8000029,5613712,10.0,0.1
8107,1887550000000000.0,8000000,7994670,20.0,10.0
8088,1885710000000000.0,7992222,7983741,10.0,100.0
452,1906020000000000.0,7988337,7976060,1.0,21.0
6280,1927560000000000.0,7984452,7983763,13.0001,10.0
7924,1898730000000000.0,8000029,7989170,10.0,10.0
4028,1929610000000000.0,8000000,7989562,10.0,1.0
2619,1997490000000000.0,8003927,7969581,1.0,1.0
422,1900450000000000.0,7995959,7991743,1.0,10.0
4747,1967290000000000.0,8000029,7983525,1.0,1.0
1220,1926270000000000.0,7999992,7981199,10.0,10.0
2929,1951020000000000.0,8000029,7047094,20.0,10.0
657,1909670000000000.0,7992222,7978335,0.1,10.0
5515,1921340000000000.0,8003877,8002145,1.0,1.0
2845,1959660000000000.0,7992148,833716,1.0,0.1
3023,1950970000000000.0,8002302,8000056,1.0,1.0
8556,1867150000000000.0,8000029,7998889,1.0,10.0
1001,1947180000000000.0,8000029,7899601,1.0,1.0
102,1904360000000000.0,8000029,7555851,1.0,1.0
2418,1979120000000000.0,8000029,2814800,0.1,1.0
7619,1976460000000000.0,7992222,7980423,10.0,10.0
5960,1915510000000000.0,7999992,6592277,10.0,1.0
6608,1926440000000000.0,7992222,7977185,10.0,20.0
1580,1937440000000000.0,8000029,7908139,1.0,11.125
5214,1912110000000000.0,8000029,6170187,100.0,10.0
2206,1974390000000000.0,7999992,4910621,10.0,1.0
170,1897800000000000.0,8000029,7994023,1.0,1.0
7050,1931880000000000.0,8000029,7986489,1.0,1.0
135,1909010000000000.0,8000029,3395897,10.0,10.0
757,1921790000000000.0,7980567,4434416,1.0,100.0
5379,1924210000000000.0,8000000,7990410,1.0,10.0
1310,1947040000000000.0,8000000,7962585,20.0,10.0
1217,1925330000000000.0,8007716,8007115,20.0,10.0
2284,1990820000000000.0,7999992,7995584,10.0,20.0
6021,1922040000000000.0,7961031,7958417,1.0,10.0
2905,1950080000000000.0,8000029,1980629,1.0,1.0
3382,1891640000000000.0,8000029,4418213,1.0,1.0
3524,1896180000000000.0,8000000,7990448,10.0,1.0
5457,1922300000000000.0,8000029,7995780,1.0,1.0
1935,1930660000000000.0,7992248,7965179,0.001,1.0
6417,1912480000000000.0,8000000,7982830,100.0,10.0
5615,1920350000000000.0,7984470,7952865,10.0,10.0
5814,1908110000000000.0,8000029,7985566,10.0,10.0
807,1937800000000000.0,8000029,7979856,100.0,10.0
2045,1959100000000000.0,7996810,7978660,1.0,1.0
3971,1931520000000000.0,8003908,7997266,100.0,20.0
462,1906020000000000.0,7972723,7888116,10.0,130.0
2927,1950070000000000.0,8003766,3240502,1.0,1.0
1956,1941050000000000.0,8000029,2897849,10.0,0.5
2445,1987830000000000.0,7992740,7975363,20.0,1.0
4601,1978940000000000.0,7961142,7944657,10.0,12.0
4594,1977010000000000.0,8000029,7198685,10.0,1.0
7971,1889450000000000.0,8000000,7997178,1.0,10.0
3235,1908420000000000.0,8003859,7983713,10.0,10.0
799,1937800000000000.0,7962622,4043425,1.0,10.0
2402,1978160000000000.0,7992222,5956254,1.0,1.0
5454,1926060000000000.0,8007813,7995621,10.0,1.0
1073,1933880000000000.0,8003824,7985102,11.0,10.0
4319,1947430000000000.0,7988300,7943718,1.0,10.0
144,1903400000000000.0,7992222,7899579,10.0,20.0
6426,1919020000000000.0,8000029,5536282,10.0,10.0
1340,1945130000000000.0,7992222,7969448,1.0,1.0
8589,1869870000000000.0,8007778,7991103,30.0,1.0
8299,1879160000000000.0,7976682,7957683,10.0,100.0
2091,1963870000000000.0,7997912,7991697,10.0,1.0
5931,1913660000000000.0,8000000,7903686,20.0,0.1
5283,1915820000000000.0,8003879,8003114,1.0,1.0
5642,1925040000000000.0,7984452,7937019,10.0,1.0
5331,1907380000000000.0,8007788,7996395,20.0,20.0
5673,1923140000000000.0,7999992,7971737,10.0,10.0
3949,1934360000000000.0,7982742,7978060,10.0,1.0
3956,1935300000000000.0,7990446,6512383,10.0,10.0
5366,1918580000000000.0,7992222,7984203,10.0,10.0
1003,1945280000000000.0,8003686,7988636,10.0,1.0
7431,1977510000000000.0,8027218,8014287,195.6886391,21.0
7305,1947850000000000.0,8000029,7987827,1.0,20.0
4649,1962560000000000.0,7980567,7966324,1.0,10.0
4607,1971220000000000.0,7961100,7953580,10.0,12.0
555,1900400000000000.0,7984452,7937018,1.0,10.0
4343,1953130000000000.0,7999988,7994532,10.0,1.0
4298,1938900000000000.0,7988226,7512374,10.0,140.0
8016,1877470000000000.0,8003908,7989946,10.0,20.0
1485,1940320000000000.0,7999992,7987372,10.0,10.0
6818,1899230000000000.0,7976693,7956321,10.0,1.0
1272,1932850000000000.0,8003934,7995483,10.0,40.0
5603,1922230000000000.0,8000029,7927585,10.0,11.0
1411,1945100000000000.0,8011730,8001470,1.0,10.34375
8304,1881910000000000.0,8000000,7995475,1.0,1.0
753,1918980000000000.0,7996107,7922508,1.0,1.0
1471,1943170000000000.0,8002907,7990535,10.0,10.0
4215,1948450000000000.0,7984489,1470922,20.0,1.0
7448,1983300000000000.0,8000029,7947492,0.1,1.0
3626,1892430000000000.0,7992222,7982712,10.0,1.0
5650,1926910000000000.0,7999992,7988971,10.0,1.0
3076,1954760000000000.0,8000029,7994113,1.0,10.0
5503,1922290000000000.0,8000029,7987108,1.0,10.0
8791,1880750000000000.0,7984452,7979424,1.0,10.0
3288,1895380000000000.0,7999918,7976560,10.0,1.0
4629,1960650000000000.0,8003810,7993183,1.0,1.0
3942,1931530000000000.0,7999992,7955688,15.0,10.0
981,1950070000000000.0,7987856,1621966,10.0,100.0
8074,1882040000000000.0,7992222,7987299,1.0,10.0
3912,1925890000000000.0,8000000,7988760,1.0,1.0
2722,1996460000000000.0,8000029,6386488,13.01,1.0
8305,1882830000000000.0,8000029,7990320,20.0,1.0
1268,1929080000000000.0,8000029,7991218,0.1,1.0
2462,1979100000000000.0,8000029,1231253,10.0,10.0
5857,1907160000000000.0,8000029,6595059,1.0,100.0
268,1918260000000000.0,7976682,7897210,10.0,1.0
654,1912470000000000.0,7992222,7985025,10.0,10.0
3647,1889660000000000.0,7999955,4758254,1.0,12.0
8641,1876250000000000.0,8000029,7991379,20.0,1.0
3962,1931520000000000.0,8000029,7981679,1.0,10.0
5847,1909960000000000.0,8007755,7999351,1.0,10.0
2821,1952030000000000.0,7992222,2714793,1.0,10.0
428,1903240000000000.0,8001032,7983753,10.0,1.0
589,1905040000000000.0,8000029,4947936,1.0,1.0
495,1898570000000000.0,7999992,2660643,10.0,1.0
8250,1893010000000000.0,7976682,7975232,10.0,10.0
4693,1963490000000000.0,8000000,7979724,100.0,40.0
5229,1915850000000000.0,7999992,7844719,10.0,1.0
4789,1959580000000000.0,7992222,7971284,20.0,100.0
7889,1905250000000000.0,7976682,7973574,120.0,1.0
6134,1930460000000000.0,7999992,1918580,1.0,1.0
528,1902270000000000.0,7999992,7744616,10.0,1.0
1808,1952540000000000.0,8000029,3454031,1.0,100.0
8259,1891160000000000.0,8000029,7984431,10.0,100.0
8188,1900450000000000.0,8000029,4251543,100.0,10.0
1231,1928150000000000.0,8002908,7997725,10.0,10.0
2028,1954330000000000.0,7992222,5894799,1.0,1.0
5353,1912970000000000.0,8000029,7646592,10.0,1.0
677,1918080000000000.0,7976534,7962051,20.0,10.0
6908,1916900000000000.0,8000029,7994264,1.0,1.0
6418,1912480000000000.0,8000029,7990559,100.0,100.0
6618,1929270000000000.0,8000029,7574146,10.0,10.0
8293,1875490000000000.0,7976656,7962246,10.0,10.0
5571,1924120000000000.0,7992222,7972214,10.0,10.0
4075,1920180000000000.0,8000029,4897476,10.0,1.0
3787,1887750000000000.0,8006229,7987158,1.0,10.0
8225,1905080000000000.0,7992222,4629776,10.0,1.0
2432,1982990000000000.0,7941939,5608436,1.0,20.0
4963,1936660000000000.0,7999933,7999117,1.0,1.0
8312,1880990000000000.0,7999992,7955482,10.0,20.0
551,1898550000000000.0,8000029,7982697,1.0,21.0
4894,1932910000000000.0,7980567,7971317,10.0,1.0
3817,1896990000000000.0,8000029,343690,1.0,1.0
3570,1892460000000000.0,7984452,7964984,1.0,10.0
1611,1934580000000000.0,7992222,3311685,1.0,1.0
4936,1936670000000000.0,7992185,7974267,1.0,10.0
5076,1931890000000000.0,7992222,7976859,10.0,10.0
8080,1883870000000000.0,7996144,7962798,10.0,1.0
8727,1880800000000000.0,8000029,7984016,1.0,10.0
673,1916200000000000.0,7960994,7908497,10.0,10.0
3573,1896160000000000.0,8000000,7996615,1.0,10.0
4338,1952180000000000.0,8000029,7981862,1.0,1.0
5712,1913750000000000.0,8000029,2956777,15.8125,1.0
4721,1962510000000000.0,8000029,7990063,10.0,100.0
7371,1964060000000000.0,7999992,7931494,10.0,10.0
605,1906900000000000.0,7992148,1260619,1.0,1.0
4253,1952230000000000.0,7984452,5613192,10.0,1.0
8024,1880220000000000.0,8000029,7249971,10.0,1.0
7060,1930930000000000.0,7992222,7906177,100.0,100.0
1468,1944120000000000.0,7992222,1703310,10.0,100.0
7028,1930000000000000.0,8000029,5667611,100.0,10.0
1982,1941030000000000.0,7999992,1720895,10.0,10.0
4661,1963510000000000.0,8003878,7999444,1.0,1.0
890,1945350000000000.0,7992222,7975771,10.0,20.0
6366,1922800000000000.0,8000029,7478877,1.0,10.0
7279,1954540000000000.0,8007821,7991766,20.0,1.0
843,1942520000000000.0,7996084,7973897,1.0,1.0
2155,1960950000000000.0,8000029,6755453,100.0,10.0
3886,1917450000000000.0,7999992,7988903,20.0,1.0
8679,1884500000000000.0,7990705,7988439,20.0,0.0001
2077,1960040000000000.0,7996100,7980257,1.0,1.0
5440,1926070000000000.0,8011725,7999792,45.0,104.0
6091,1927650000000000.0,7996070,3364572,1.0,10.0
4606,1971220000000000.0,7953335,7945757,12.0,1.0
7358,1965020000000000.0,8000029,1864872,10.0,10.0
2799,1953950000000000.0,8000000,7989443,20.0,10.0
5680,1923140000000000.0,7992222,5124276,10.0,40.0
584,1905040000000000.0,7994109,4403870,1.0,1.0
3268,1898180000000000.0,7996107,7984147,10.0,100.0
7649,1957230000000000.0,8000029,7979339,10.0,10.0
6779,1900180000000000.0,8002102,7982074,10.0,1.0
5296,1912070000000000.0,7984452,7921781,1.0,10.0
8048,1876540000000000.0,8000029,7998408,1.0,1.0
4411,1940750000000000.0,8003883,7990146,120.0,1.0
7376,1965980000000000.0,8011720,8004279,1.0,1.0
6098,1925770000000000.0,8000029,6449845,10.0,20.0
5808,1909050000000000.0,8000029,7999222,10.0,20.0
4368,1942660000000000.0,8000029,7980045,1.0,10.0
4870,1947140000000000.0,7992185,7973516,0.1,20.0
3469,1896220000000000.0,8000029,7951635,1.0,10.0
4102,1928630000000000.0,8007255,7987834,1.0,10.0
8708,1880810000000000.0,7993147,6949189,1.0,10.0
2550,1991670000000000.0,8000029,7911940,20.0,120.0
6726,1906730000000000.0,7999992,7989071,100.0,10.0
4467,1952130000000000.0,8000029,7959707,1.0,1.0
344,1908870000000000.0,7984452,7959350,0.1,1.0
2185,1968620000000000.0,7996921,7871563,10.0,0.1
7436,1979440000000000.0,8023302,7950194,1.0,10.0
5521,1919460000000000.0,7999985,7940613,120.0,10.0
3621,1886900000000000.0,8000029,7961066,1.0,1.0
8588,1868960000000000.0,8003887,7991948,1.0,10.0
871,1945360000000000.0,7980493,7958429,2.0,10.0
4347,1955990000000000.0,7992222,7967993,1.0,1.0
7375,1964060000000000.0,8007829,7994484,1.0,1.0
6572,1923640000000000.0,8000029,5160534,10.0,20.0
3852,1912790000000000.0,8000029,5075494,10.0,1.0
90,1902510000000000.0,8000029,7256162,0.1,20.0
4685,1961580000000000.0,7984452,7794907,10.0,10.0
5040,1949920000000000.0,7987893,2263112,1.0,1.0
5918,1918350000000000.0,8000029,4268721,20.0,10.0
4769,1969200000000000.0,8000029,6966021,1.0,10.0
3872,1917460000000000.0,7992266,7987747,1.0,0.1
5828,1912770000000000.0,8000029,5473347,1.0,10.0
6187,1935160000000000.0,7999992,4326528,0.1,10.0
2117,1963860000000000.0,8003933,8002121,1.0,10.0
2937,1945300000000000.0,7999988,7979591,1.0,1.0
5391,1926090000000000.0,8000029,7941682,10.0,10.0
7243,1955510000000000.0,7999988,7994355,10.0,10.0
2836,1954890000000000.0,7999992,7982927,10.0,14.820089999999999
3096,1961450000000000.0,7984489,7738911,1.0,20.0
5459,1922300000000000.0,8000029,7282557,1.0,1.0
5473,1928880000000000.0,8000029,2859871,1.0,10.0
947,1953890000000000.0,7992222,3979316,20.0,10.0
2925,1949120000000000.0,8007734,7962897,1.0,1.0
5496,1925100000000000.0,7992222,7979118,1.0,1.0
3214,1912170000000000.0,7999992,7962377,10.0,1.0
4290,1937960000000000.0,7992222,7977241,10.0,10.0
5058,1942300000000000.0,7976682,7970675,10.0,0.1
883,1946300000000000.0,8011015,7955833,1.0,1.0
5520,1918520000000000.0,7996100,7982209,10.0,10.0
6604,1932100000000000.0,8003815,7995831,10.0,10.0
5527,1925090000000000.0,7992222,1357915,10.0,10.0
3997,1927740000000000.0,8017384,8008260,1.0,1.0
1456,1952700000000000.0,7992222,3355156,1.0,0.1
8486,1863530000000000.0,8000029,7990752,20.0,140.0
8254,1893930000000000.0,7992259,7952084,100.0,10.0
6380,1921860000000000.0,7980530,7282937,10.0,1.0
5570,1929780000000000.0,8000029,6747854,10.0,15.0
5686,1920320000000000.0,8003793,7990140,10.0,10.0
6363,1923740000000000.0,8000000,7996764,10.0,10.0
6834,1898300000000000.0,7996107,5247026,1.0,10.0
8682,1887260000000000.0,8000029,5161669,20.0,10.0
2415,1977190000000000.0,8007791,7993526,100.0,1.0
4609,1969300000000000.0,7976608,7970611,1.0,10.0
7231,1955520000000000.0,8000000,7980006,1.0,20.0
4350,1955040000000000.0,7999992,7944949,10.0,10.0
3795,1891440000000000.0,8000029,4780172,1.0,1.0
6415,1914350000000000.0,8000029,7997329,1.0,10.0
6786,1894620000000000.0,8000000,7890993,10.0,20.0
2899,1950080000000000.0,7992222,7941559,15.0,0.1
4039,1927720000000000.0,8000029,7981504,10.0,1.0
2398,1978160000000000.0,7984452,7348925,1.0,1.0
2209,1978250000000000.0,8000029,2624473,1.0,1.0
1710,1960220000000000.0,7999992,4461211,14.0,10.0
3353,1888880000000000.0,7976682,7949368,10.0,10.0
104,1905290000000000.0,8007189,8003957,21.0,10.0
7451,1985240000000000.0,8000029,3639518,1.0,10.0
1186,1920650000000000.0,7968912,7952753,10.0,10.0
4716,1961550000000000.0,8000029,7993632,1.0,10.0
3184,1930020000000000.0,8011705,8010648,10.0,1.0
8696,1880810000000000.0,8007792,7837023,10.0,10.0
4712,1969240000000000.0,7999988,7999782,12.0,1.0
6861,1908520000000000.0,7991537,7983878,20.0,10.0
7254,1950730000000000.0,7992222,7988896,50.0,104.0
8781,1875250000000000.0,7999992,6482156,10.0,10.0
151,1904320000000000.0,8000029,7562157,10.0,1.0
3282,1898170000000000.0,7984415,7980164,100.0,10.0
6008,1916420000000000.0,7957257,7912164,20.0,10.0
4885,1935750000000000.0,7992222,7975551,20.0,1.0
915,1942490000000000.0,8011653,7996455,1.0,1.0
1305,1943250000000000.0,8000029,1592386,10.0,21.0
4080,1922060000000000.0,7984452,7972053,10.0,10.0
3049,1948100000000000.0,7996107,7987005,100.0,1.0
4352,1953130000000000.0,8007720,7998278,10.0,1.0
6203,1936100000000000.0,8000029,7993099,20.0,1.0
8452,1869930000000000.0,8000029,7999023,1.0,20.0
6847,1900150000000000.0,7999992,2775597,10.0,10.0
5611,1920360000000000.0,8000007,7986824,1.0,1.0
4507,1967430000000000.0,7992222,562760,10.0,1.0
6301,1934150000000000.0,7976682,7965516,1.0,100.0
2796,1956820000000000.0,8000029,4577370,1.0,1.0
2701,1993540000000000.0,8000029,4632618,1.0,0.1
1398,1950810000000000.0,8000029,7848633,0.1,1.0
2519,1994600000000000.0,7988300,7986567,1.0,10.0
3358,1886110000000000.0,7996107,7978661,20.0,100.0
183,1899650000000000.0,7984378,7976080,0.001,10.0
8228,1905080000000000.0,8000029,1317189,10.0,10.0
366,1914450000000000.0,7992222,1939655,10.0,21.0
5358,1913910000000000.0,8000029,4994680,10.0,20.0
4503,1966470000000000.0,7996107,7957830,10.0,1.0
5953,1914580000000000.0,8000029,3291139,1.0,20.0
2417,1978160000000000.0,8003877,7972730,1.0,1.0
471,1904150000000000.0,7992222,7989096,20.0,20.0
967,1953880000000000.0,7992222,7977476,120.0,120.0
7890,1905250000000000.0,7984452,7970400,10.0,120.0
8137,1898630000000000.0,8000029,1726172,1.0,1.0
2656,2001380000000000.0,8003918,7986104,1.0,1.0
6601,1931160000000000.0,8000000,7984253,0.1,10.0
209,1897790000000000.0,8000000,7989587,10.0,10.0
1961,1944840000000000.0,7988337,7979672,1.0,1.0
896,1940600000000000.0,7992222,7975154,100.0,10.0
7229,1956480000000000.0,7992222,491864,10.0,10.0
6459,1916200000000000.0,7996144,7877208,1.0,10.0
5832,1908100000000000.0,7996070,7990110,1.0,130.0
1773,1943990000000000.0,7988337,7729546,20.0,10.0
5015,1940430000000000.0,7992222,7983505,1.0,10.0
2299,1991780000000000.0,8000029,1846096,10.0,1.0
1209,1922520000000000.0,8000029,7993721,21.0,147.0
